12:00|noon|"The morning of the twenty-second of November dawned, and the noon passed, and with every moment Alard’s restlessness and abstraction grew, until with evening it possessed him utterly, and he could no longer resist. He presented himself before Roger after supper, when his mood might be mellow from good food and wine."|"A Rare Benedictine"|"Ellis Peters"
02:30|Matins|"She was gone, lightly and silently, flitting past the abbey gatehouse like a tall shadow, towards the bridge and the town. Cadfael closed the door softly, and went back up the night stairs to the dortoir, too late to sleep, but in good time to rise at the sound of the bell, and return in procession to celebrate Matins."|"A Rare Benedictine"|"Ellis Peters"
"> 00:00"|"after midnight"|"Hamo probably remembered very little of that night; certainly he was in no position to gainsay what his wife so roundly declared. He took out a little of his ill-temper on her, but she was not so much in awe of him that she dared not reply in kind. Of course she was certain of what she said! She had not drunk herself stupid at the lord abbot’s table, she had been nursing a bad head of another kind, and even with Brother Cadfael’s remedies she had not slept until after midnight, and Elfgiva had then been still beside her. Let him hunt a runaway maidservant, by all means, the thankless hussy, but never call her a thief, for she was none."|"A Rare Benedictine"|"Ellis Peters"
02:30|Matins|"That was at Matins, at midnight of the day of St Stephen’s. Among the scattering of alms handed in at the gatehouse next morning for the beggars, there was a little basket that weighed surprisingly heavily. The porter could not remember who had brought it, taking it to be some offerings of food or old clothing, like all the rest; but when it was opened it sent Brother Oswald, almost incoherent with joy and wonder, running to Abbot Heribert to report what seemed to be a miracle. For the basket was full of gold coin, to the value of more than a hundred marks. Well used, it would ease all the worst needs of his poorest petitioners, until the weather relented."|"A Rare Benedictine"|"Ellis Peters"
00:00|midnight|"Certainly it was for Cadfael, and earlier than he had dared to hope for it. He had the message that needed no words. She had found him, and been welcomed with joy. Since midnight Alard the silversmith had been a free man, and free man makes free wife. Presented with such a woman as Elfgiva, he could give as gladly as she, for what was gold, what was silver, by comparison?"|"A Rare Benedictine"|"Ellis Peters"
"~ 16:30"|Vespers|"It was mid-afternoon; in an hour or so it would be time for Vespers. The great court had always some steady flow of activity, but at this hour it was at its quietest. They crossed the court together at leisure, Brother Cadfael to return to his workshop in the herb garden, the steward to the north walk of the cloister, where his assistant was hard at work in the scriptorium. But before they had reached the spot where their paths would divide, two young men emerged from the cloister in easy conversation, and came towards them."|"A Rare Benedictine"|"Ellis Peters"
"~ 16:30"|Vespers|"At Vespers, Brother Eutropius came late and in haste, and took his place breathing rapidly, but as impenetrable as ever. And when they emerged to go to supper in the refectory, Jacob of Bouldon was just coming in at the gatehouse with his leather satchel of rents jealously guarded by one hand and looking round hopefully for his master, who had not yet returned. Nor had he some twenty minutes later, when supper was over; but in the gathering dusk Warin Harefoot trudged wearily across the court to the guest-hall, and the pack on his shoulder looked hardly lighter than when he had gone out in the morning."|"A Rare Benedictine"|"Ellis Peters"
"< 00:00"|"Before midnight"|"Before midnight there was another visitor enquiring. The porter opened the door softly and came in to whisper that Master William’s son was here, asking after his father and wanting to come in and see him. Since the sergeant, departing when it seemed certain his vigil was fruitless until morning, had pledged himself to go and reassure Mistress Rede that her man was alive, well cared for, and certain to make a good recovery, Cadfael might well have gone out to bid the young man go home and take care of his mother rather than waste his time here, if the young man had not forestalled him by making a silent and determined entry on his herald’s heels. A tall, shock-headed, dark-eyed youth, hunched of shoulder just now, and grim of face, but admittedly very quiet in movement, and low-voiced. His look was by no means tender or solicitous. His eyes went at once to the figure in the bed, sweaty-browed now, and breathing somewhat more easily and naturally. He brooded, glaring, and wasting no time on question or explanation, said in a level whisper: “I will stay.” And with aggressive composure stayed, settling himself on the bench beside his father’s bed, his two long, muscular hands gripped tightly between his knees."|"A Rare Benedictine"|"Ellis Peters"
"<< 07:30"|"Well before Prime"|"Well before Prime the sergeant was back again to his watch, and Jacob was again hovering unhappily about the doorway, peering in anxiously whenever it was opened, but not quite venturing to come in until he was invited. The sergeant eyed Eddi very hard and steadily, but said no word to disturb the injured man’s increasingly restful sleep. It was past seven when at last Master William stirred, opened vague eyes, made a few small sounds which were not yet words, and tried feebly to put up a hand to his painful head, startled by the sudden twinge when he moved. The sergeant stooped close, but Cadfael laid a restraining hand on his arm."|"A Rare Benedictine"|"Ellis Peters"
"ap > 07:00"|"past seven"|"Well before Prime the sergeant was back again to his watch, and Jacob was again hovering unhappily about the doorway, peering in anxiously whenever it was opened, but not quite venturing to come in until he was invited. The sergeant eyed Eddi very hard and steadily, but said no word to disturb the injured man’s increasingly restful sleep. It was past seven when at last Master William stirred, opened vague eyes, made a few small sounds which were not yet words, and tried feebly to put up a hand to his painful head, startled by the sudden twinge when he moved. The sergeant stooped close, but Cadfael laid a restraining hand on his arm."|"A Rare Benedictine"|"Ellis Peters"
"< 16:30"|"before Vespers"|"Cadfael went into the town before Vespers, to call upon Mistress Rede, and take her the latest good word of her man. It was by chance that he met the sergeant at the High Cross, and stopped to exchange news. It had been a routine precaution to round up a few of the best-known rogues in Shrewsbury, and make them account for their movements the previous day, but that had yielded nothing. Eddi’s fellow-marksmen at the butts under the town wall had sworn to his story willingly, but seeing they were all his cronies from boyhood, that meant little enough. The one new thing, and it marked the exact spot of the attack past question, was the discovery in the passage above the water-gate of the one loop of leather from Master William’s pouch, the one which had been sliced clean through and left lying in the thief’s haste, and the dim light under the high walls."|"A Rare Benedictine"|"Ellis Peters"
"~ 16:30"|Vespers|"“Not when this befell,” said the old man, scratching his white poll thoughtfully, “and can find no one who was down there at that time, either. Last night I begged late, it was a mild evening. Vespers was over and gone here before I went home.”"|"A Rare Benedictine"|"Ellis Peters"
"~ 16:30"|Vespers|"“Brother, a word for you that might come helpfully, who knows! They are saying that one of your monks was down under the bridge yesterday evening, about the time Madog took up Will out of the water. They say he stood there under the stone a long time, like a man in a dream, but no good dream. One they know but very little, a man in his prime, dark-avised, solitary…”
“He came late to Vespers,” said Cadfael, remembering.
“You know I have those who tell me things, for no evil purpose a man who sits still must have the world come to him. They tell me this brother walked into the water, above his sandals, and would have gone deeper, but it was then Madog of the Dead-Boat hallooed that he had a drowned man aboard. And the strange monk drew back out of the water and fled from his devil. So they say. Does it mean anything to you?”"|"A Rare Benedictine"|"Ellis Peters"
"> 18:00"|"after Compline"|"When robbery and attempted murder are but a day and a half old, and still the sensation of a whole community, it is by no means difficult to introduce the subject and insert into the speculations whatever new crumb of interest you may wish to propagate. As Cadfael found, going about his private business in the half-hour after Compline. He did not have to introduce the subject, in fact, for no one was talking about anything else. The only slight difficulty was in confiding his sudden idea to each man in solitude, since any general announcement would at once have caused some native to blurt out the obvious objection, and give the entire game away. But even that gave little trouble, for certainly the right man, if he really was among those approached, would not say one word of it to anyone else, and would have far too much to think about to want company or conversation the rest of the night. Young Jacob, emerging cramped and yawning after hours of assiduous scribing, broken only by snatched meals and a dutiful visit to his master, now sitting up by the infirmary hearth, received Brother Cadfael’s sudden idea wide-eyed and eager, and offered, indeed, to hurry to the castle even at this late hour to tell the watch about it, but Cadfael considered that hardworking officers of the law might be none too grateful at having their night’s rest disrupted; and in any case nothing would be changed by morning."|"A Rare Benedictine"|"Ellis Peters"
02:00|"two o’clock in the morning"|"But come he did, when Cadfael, for one, had begun to think their fish had refused the bait. It must have been two o’clock in the morning, or past, when Eddi, watching steadily beneath his sheltering arm, saw the level base of the square of sky broken, as the crown of a head rose into view, black against darkest blue, but clear to eyes already inured to darkness. He lay braced and still, and tuned his breathing to the long, impervious rhythm of sleep, as the head rose stealthily, and the intruder paused for a long time, head and shoulders in view, motionless, listening. The silhouette of a man has neither age nor colouring, only a shape. He might have been twenty or fifty, there was no knowing. He could move with formidable silence."|"A Rare Benedictine"|"Ellis Peters"
