"ap 00:00"|12:00|"“From 10:30 to 11:30 we take our late early morning nap.
“From 11:30 to 12:00 we bide our time and then eat lunch.
“From 1:00 to 2:00 we linger and loiter."|"The Phantom Tollbooth"|"Norton Juster"
"ap 01:00"|1:00|"“From 10:30 to 11:30 we take our late early morning nap.
“From 11:30 to 12:00 we bide our time and then eat lunch.
“From 1:00 to 2:00 we linger and loiter."|"The Phantom Tollbooth"|"Norton Juster"
"ap 02:00"|2:00|"“From 10:30 to 11:30 we take our late early morning nap.
“From 11:30 to 12:00 we bide our time and then eat lunch.
“From 1:00 to 2:00 we linger and loiter."|"The Phantom Tollbooth"|"Norton Juster"
"ap 11:30"|11:30|"“From 11:30 to 12:00 we bide our time and then eat lunch.
“From 1:00 to 2:00 we linger and loiter.
“From 2:00 to 2:30 we take our early afternoon nap."|"The Phantom Tollbooth"|"Norton Juster"
"ap 00:00"|12:00|"“From 11:30 to 12:00 we bide our time and then eat lunch.
“From 1:00 to 2:00 we linger and loiter.
“From 2:00 to 2:30 we take our early afternoon nap."|"The Phantom Tollbooth"|"Norton Juster"
"ap 01:00"|1:00|"“From 11:30 to 12:00 we bide our time and then eat lunch.
“From 1:00 to 2:00 we linger and loiter.
“From 2:00 to 2:30 we take our early afternoon nap."|"The Phantom Tollbooth"|"Norton Juster"
"ap 02:00"|2:00|"“From 11:30 to 12:00 we bide our time and then eat lunch.
“From 1:00 to 2:00 we linger and loiter.
“From 2:00 to 2:30 we take our early afternoon nap."|"The Phantom Tollbooth"|"Norton Juster"
"ap 02:30"|2:30|"“From 11:30 to 12:00 we bide our time and then eat lunch.
“From 1:00 to 2:00 we linger and loiter.
“From 2:00 to 2:30 we take our early afternoon nap."|"The Phantom Tollbooth"|"Norton Juster"
"ap 01:00"|1:00|"“From 1:00 to 2:00 we linger and loiter.
“From 2:00 to 2:30 we take our early afternoon nap.
“From 2:30 to 3:30 we put off for tomorrow what we could have done today."|"The Phantom Tollbooth"|"Norton Juster"
"ap 02:00"|2:00|"“From 1:00 to 2:00 we linger and loiter.
“From 2:00 to 2:30 we take our early afternoon nap.
“From 2:30 to 3:30 we put off for tomorrow what we could have done today."|"The Phantom Tollbooth"|"Norton Juster"
"ap 02:30"|2:30|"“From 1:00 to 2:00 we linger and loiter.
“From 2:00 to 2:30 we take our early afternoon nap.
“From 2:30 to 3:30 we put off for tomorrow what we could have done today."|"The Phantom Tollbooth"|"Norton Juster"
"ap 03:30"|3:30|"“From 1:00 to 2:00 we linger and loiter.
“From 2:00 to 2:30 we take our early afternoon nap.
“From 2:30 to 3:30 we put off for tomorrow what we could have done today."|"The Phantom Tollbooth"|"Norton Juster"
"ap 02:30"|2:30|"“From 2:30 to 3:30 we put off for tomorrow what we could have done today."|"The Phantom Tollbooth"|"Norton Juster"
"ap 03:30"|3:30|"“From 2:30 to 3:30 we put off for tomorrow what we could have done today."|"The Phantom Tollbooth"|"Norton Juster"
"ap 02:30"|2:30|"“From 2:30 to 3:30 we put off for tomorrow what we could have done today.
“From 3:30 to 4:00 we take our early late afternoon nap.
“From 4:00 to 5:00 we loaf and lounge until dinner."|"The Phantom Tollbooth"|"Norton Juster"
"ap 03:30"|3:30|"“From 2:30 to 3:30 we put off for tomorrow what we could have done today.
“From 3:30 to 4:00 we take our early late afternoon nap.
“From 4:00 to 5:00 we loaf and lounge until dinner."|"The Phantom Tollbooth"|"Norton Juster"
"ap 04:00"|4:00|"“From 2:30 to 3:30 we put off for tomorrow what we could have done today.
“From 3:30 to 4:00 we take our early late afternoon nap.
“From 4:00 to 5:00 we loaf and lounge until dinner."|"The Phantom Tollbooth"|"Norton Juster"
"ap 05:00"|5:00|"“From 2:30 to 3:30 we put off for tomorrow what we could have done today.
“From 3:30 to 4:00 we take our early late afternoon nap.
“From 4:00 to 5:00 we loaf and lounge until dinner."|"The Phantom Tollbooth"|"Norton Juster"
"ap 03:30"|3:30|"“From 3:30 to 4:00 we take our early late afternoon nap.
“From 4:00 to 5:00 we loaf and lounge until dinner.
“From 6:00 to 7:00 we dillydally."|"The Phantom Tollbooth"|"Norton Juster"
"ap 04:00"|4:00|"“From 3:30 to 4:00 we take our early late afternoon nap.
“From 4:00 to 5:00 we loaf and lounge until dinner.
“From 6:00 to 7:00 we dillydally."|"The Phantom Tollbooth"|"Norton Juster"
"ap 05:00"|5:00|"“From 3:30 to 4:00 we take our early late afternoon nap.
“From 4:00 to 5:00 we loaf and lounge until dinner.
“From 6:00 to 7:00 we dillydally."|"The Phantom Tollbooth"|"Norton Juster"
"ap 06:00"|6:00|"“From 3:30 to 4:00 we take our early late afternoon nap.
“From 4:00 to 5:00 we loaf and lounge until dinner.
“From 6:00 to 7:00 we dillydally."|"The Phantom Tollbooth"|"Norton Juster"
"ap 07:00"|7:00|"“From 3:30 to 4:00 we take our early late afternoon nap.
“From 4:00 to 5:00 we loaf and lounge until dinner.
“From 6:00 to 7:00 we dillydally."|"The Phantom Tollbooth"|"Norton Juster"
"ap 04:00"|4:00|"“From 4:00 to 5:00 we loaf and lounge until dinner.
“From 6:00 to 7:00 we dillydally.
“From 7:00 to 8:00 we take our early evening nap, and then for an hour before we go to bed at 9:00 we waste time."|"The Phantom Tollbooth"|"Norton Juster"
"ap 05:00"|5:00|"“From 4:00 to 5:00 we loaf and lounge until dinner.
“From 6:00 to 7:00 we dillydally.
“From 7:00 to 8:00 we take our early evening nap, and then for an hour before we go to bed at 9:00 we waste time."|"The Phantom Tollbooth"|"Norton Juster"
"ap 06:00"|6:00|"“From 4:00 to 5:00 we loaf and lounge until dinner.
“From 6:00 to 7:00 we dillydally.
“From 7:00 to 8:00 we take our early evening nap, and then for an hour before we go to bed at 9:00 we waste time."|"The Phantom Tollbooth"|"Norton Juster"
"ap 07:00"|7:00|"“From 4:00 to 5:00 we loaf and lounge until dinner.
“From 6:00 to 7:00 we dillydally.
“From 7:00 to 8:00 we take our early evening nap, and then for an hour before we go to bed at 9:00 we waste time."|"The Phantom Tollbooth"|"Norton Juster"
"ap 08:00"|8:00|"“From 4:00 to 5:00 we loaf and lounge until dinner.
“From 6:00 to 7:00 we dillydally.
“From 7:00 to 8:00 we take our early evening nap, and then for an hour before we go to bed at 9:00 we waste time."|"The Phantom Tollbooth"|"Norton Juster"
"ap 09:00"|9:00|"“From 4:00 to 5:00 we loaf and lounge until dinner.
“From 6:00 to 7:00 we dillydally.
“From 7:00 to 8:00 we take our early evening nap, and then for an hour before we go to bed at 9:00 we waste time."|"The Phantom Tollbooth"|"Norton Juster"
"ap 07:00"|7:00|"“From 7:00 to 8:00 we take our early evening nap, and then for an hour before we go to bed at 9:00 we waste time."|"The Phantom Tollbooth"|"Norton Juster"
"ap 08:00"|8:00|"“From 7:00 to 8:00 we take our early evening nap, and then for an hour before we go to bed at 9:00 we waste time."|"The Phantom Tollbooth"|"Norton Juster"
"ap 09:00"|9:00|"“From 7:00 to 8:00 we take our early evening nap, and then for an hour before we go to bed at 9:00 we waste time."|"The Phantom Tollbooth"|"Norton Juster"
12:00|noon|"“Naturally,” answered Alec; “and they also play morning, noon, and night, when, of course, it’s morning, noon, or night. Why, there wouldn’t be any color in the world unless they played it. Each instrument plays a different one,” he explained, “and depending, of course, on what season it is and how the weather’s to be, the conductor chooses his score and directs the day. But watch: the sun has almost set, and in a moment you can ask Chroma himself.”"|"The Phantom Tollbooth"|"Norton Juster"
"ap 05:23"|5:23|"“Now I really must get some sleep.” Chroma yawned. “We’ve had lightning, fireworks, and parades for the last few nights, and I’ve had to be up to conduct them. But tonight is sure to be quiet.” Then, putting his large hand on Milo’s shoulder, he said, “Be a good fellow and watch my orchestra till morning, will you? And be sure to wake me at 5:23 for the sunrise. Good night, good night, good night.”"|"The Phantom Tollbooth"|"Norton Juster"
"ap 05:22"|5:22|"One by one, the hours passed, and at exactly 5:22 (by Tock’s very accurate clock) Milo carefully opened one eye and, in a moment, the other. Everything was still purple, dark blue, and black, yet scarcely a minute remained to the long, quiet night."|"The Phantom Tollbooth"|"Norton Juster"
05:23|"5:23 A.M."|"And so, as everyone slept peacefully on, Milo stood on tiptoes, raised his arms slowly in front of him, and made the slightest movement possible with the index finger of his right hand. It was now 5:23 A.M."|"The Phantom Tollbooth"|"Norton Juster"
05:27|"5:27 A.M."|"At last the exhausted Milo, afraid to call for help and on the verge of tears, dropped his hands to his sides. The orchestra stopped. The colors disappeared, and once again it was night. The time was 5:27 A.M."|"The Phantom Tollbooth"|"Norton Juster"
"ap 05:23"|5:23|"Tock wagged his tail proudly, but Milo didn’t say a word, and to this day no one knows of the lost week but the few people who happened to be awake at 5:23 on that very strange morning."|"The Phantom Tollbooth"|"Norton Juster"
11:35|"11:35 in the morning"|"“By all means,” he replied happily. “There’s nothing to it. If a small car carrying three people at thirty miles an hour for ten minutes along a road five miles long at 11:35 in the morning starts at the same time as three people who have been traveling in a little automobile at twenty miles an hour for fifteen minutes on another road exactly twice as long as one half the distance of the other, while a dog, a bug, and a boy travel an equal distance in the same time or the same distance in an equal time along a third road in mid-October, then which one arrives first and which is the best way to go?”"|"The Phantom Tollbooth"|"Norton Juster"
"ap 04:30"|"half-past four"|"“I think what you would like to see,” said the dog, scratching himself just under half-past four, “is the number of greatest possible magnitude.”"|"The Phantom Tollbooth"|"Norton Juster"
"ap 06:00"|"six o’clock"|"“It’s only six o’clock,” he observed with a yawn, and then, in a moment, he made an even more interesting discovery."|"The Phantom Tollbooth"|"Norton Juster"
