"ap < 01:00"|"nearly one o’clock"|"It’s nearly one o’clock and clear skies outside over the Saronian Gulf. We’ve just completed the quite dramatic navigational feat of the passage of the Corinth Canal – a man-made gorge it took us an hour to pass through."|"Travelling to Work"|"Michael Palin"
"ap ~ 03:00"|"about three o’clock"|"She has some lunch for me. Afterwards I fight against an all-embracing fatigue which is within a whisker of sending me into a deep sleep even as Ma is talking to me. The cure is exercise and about three o’clock I set off across the golf course and down onto the marshes. Hard work against a firm, westerly wind."|"Travelling to Work"|"Michael Palin"
"ap ~ 08:00"|"about eight"|"So briefly, great-grandson, and just for you, I woke about eight and was at the desk, with the phone off the hook, by ten o’clock, as I began work on the 80 Days book. I only composed two sentences – but they were the opening two, so psychologically worth a lot."|"Travelling to Work"|"Michael Palin"
"ap 10:00"|"ten o’clock"|"So briefly, great-grandson, and just for you, I woke about eight and was at the desk, with the phone off the hook, by ten o’clock, as I began work on the 80 Days book. I only composed two sentences – but they were the opening two, so psychologically worth a lot."|"Travelling to Work"|"Michael Palin"
"ap 10:45"|"quarter to eleven"|"Tristram arrives at a quarter to eleven. We discuss the future of American Friends."|"Travelling to Work"|"Michael Palin"
"~ 12:00"|"about midday"|"Thursday, January 12th: Brussels
Brussels about midday.
My first exposure to the media since Wanda work in the UK in September begins with a lunch in the hotel."|"Travelling to Work"|"Michael Palin"
"ap 00:00"|twelve|"At the end of this interminable speech Charlie is presented with a medal of the City of Brussels for his work in helping the Resistance – he made a film in 1947 with Simone Signoret on this theme. Charlie briefly replies that on his last trip to Brussels he had a lunch with some army parachutists which began at twelve and finished at twelve the next day. And that’s about all."|"Travelling to Work"|"Michael Palin"
"ap ~ 02:15"|"about 2.15"|"To sleep about 2.15. Wake five hours later, am at Amsterdam Station by five past twelve."|"Travelling to Work"|"Michael Palin"
"ap 00:05"|"five past twelve"|"To sleep about 2.15. Wake five hours later, am at Amsterdam Station by five past twelve."|"Travelling to Work"|"Michael Palin"
"ap 01:00"|"one o’clock"|"Begin at one o’clock at the Amstel Hotel. Three and a half hours’ talking and being photographed. I don’t have a lot to say about A Fish Called Wanda – the stammer, the character of Ken, all can be dealt with in 15 minutes – so I waffle on, filling in details about John, about how the film was made, what it was intended to say, desperately trying to sound as if I care a damn."|"Travelling to Work"|"Michael Palin"
"ap 23:45"|"quarter to twelve"|"With Ma by a quarter to twelve. She seems to shrink a little more every time I see her. Eyes bright, but the legs and arms thinner than ever. Her face is heavily dusted with make-up, some of which has rubbed off onto her blue cardigan. She has trouble finding things – bits of paper, envelopes, old magazines lie in piles all over the place. I long to go through them and throw a few things away, but there is a sort of haphazard system to it all."|"Travelling to Work"|"Michael Palin"
"ap ~ 03:00"|"about three o’clock"|"Leave Mum waving at the door of Sunset House and head back home. I can feel a little of her disappointment, though she is remarkably free of self-pity and only very occasionally makes me feel guilty at not giving her more time.
Arrive back about three o’clock.
An interview about stammering, for an outfit called ‘Link’, which I think makes programmes for the handicapped. The director is blind and the interviewer has a stammer. Both are quite tough and unsentimental, with a steady string of subversive one-liners."|"Travelling to Work"|"Michael Palin"
"ap 07:30"|"half past seven"|"Helen leaves for skiing holiday in St Anton at half past seven. Her yearly departure almost a routine now. Back to bed, listen to the unfamiliar sound of falling rain. A warm, wet morning."|"Travelling to Work"|"Michael Palin"
"ap 04:30"|4.30|"At 4.30 to William Ellis for Parents’ Open Day for the sixth form. Chance to meet Will’s teachers. The school does look very run-down. Tragic when you compare the money spent on corporate offices to the lack of money spent on something as vital as education."|"Travelling to Work"|"Michael Palin"
"ap 04:30"|4.30|"Leave at 4.30, with Helen in a new and very elegant dark blue outfit. She looks in a different league from me! We’re there far too early and our driver takes us round Hyde Park for a quarter of an hour. As the car is comfortable and the park about to burst into spring, it’s a very relaxing prelude to a long, hot evening."|"Travelling to Work"|"Michael Palin"
"ap 10:00"|ten|"Phone off the hook at ten and try to forget the head-swelling events of last night and concentrate on finishing the book. The Atlantic crossing is as anodyne to write about as it was to experience and I find it hard to breathe life into these last days or to say anything new about ships and oceans."|"Travelling to Work"|"Michael Palin"
"ap 08:00"|"eight o’clock"|"Maundy Thursday. Day of the washing of feet. The first I hear of it is an eight o’clock news bulletin which reports a terrorist threat to hijack a US airliner over Easter. Rachel will be at Gatwick now, preparing to leave for Florida. Are the chances of her arriving there safely increased or decreased by what I’ve heard? Better security? Not if the other stories about three youths being able to walk into the cockpit of a jumbo at Heathrow unsearched are true.18"|"Travelling to Work"|"Michael Palin"
"ap 03:30"|"half past three"|"To Prominent Studios at half past three. My first look at the new viewing theatre – very neat, and with eight sound speakers on the walls and two more at the screen it is a nice toy."|"Travelling to Work"|"Michael Palin"
01:00|"one o’clock in the morning"|"Roger returns persistently to his theme of the evening – his determination to apply for the job of Head of Religious Broadcasting. He claims to be quite religious – ‘I could dispute with the elders’ – and a ‘smells and bells’ man, who would fight against the phasing-out of Latin and the phasing-in of women priests. Helen and Jane take him on quite successfully.
We end up singing hymns at one o’clock in the morning.
Tuesday, March 28th"|"Travelling to Work"|"Michael Palin"
"ap 07:15"|"quarter past seven"|"The Zimmermans arrive at quarter past seven. Paul20 is now a rewrite man. He says the money’s much better, he’s good at it, it’s less agonising and his Apple Macintosh reduces 12 weeks’ work to seven!"|"Travelling to Work"|"Michael Palin"
"ap 09:45"|"quarter to ten"|"I drive at a quarter to ten out to Clem V’s house in Ealing to look at the 75-minute compilation of episode two of 80 Days and a 45-minute assembly of the dhow days."|"Travelling to Work"|"Michael Palin"
"ap 04:15"|4.15|"Late breakfast. Tennis in the sun at Parliament Hill and back by 4.15. Rachel tells us the news of the awful happening at Hillsborough.23"|"Travelling to Work"|"Michael Palin"
12:00|midday|"Yesterday morning’s ‘AF’ work hamstrung by demands of my Prince’s Trust appearance in the evening. Having agreed to do a quick intro, I now have to do two intros, both almost a minute long. This before a London Palladium well-heeled charity audience, the royals, Chas and Di and, later, an international TV audience.
It’s not until midday that I have two links I feel satisfied with.
American Friends writing suffers dreadfully after this. I cannot pull it together. I pace the room; wander downstairs at the slightest excuse and generally experience classic symptoms of writer’s block. And always lurking at the back of my mind is the suspicion that no project should be as difficult as this to bring to fruition."|"Travelling to Work"|"Michael Palin"
"ap 01:30"|"half past one"|"I find the LWT transport service has broken down, so I trudge up Oxford Street, collect a cab and am home, having done my bit for the future king, at half past one, almost eight hours after setting out."|"Travelling to Work"|"Michael Palin"
"ap ~ 11:00"|"about eleven"|"Tristram arrives about eleven. He’s clutching a huge and elaborate scroll which he unfolds to reveal a painstaking breakdown of characters and scenes. This doesn’t make it any easier to say what I have to say."|"Travelling to Work"|"Michael Palin"
"ap 05:30"|5.30|"He asks me some questions which I can’t answer as I’ve forgotten most of it, but I leave at 5.30 agreeing to talk further and for him to organise a read-through. He had the same thought as Colin Brough in suggesting A Bennett as director. I don’t think it’s likely."|"Travelling to Work"|"Michael Palin"
"ap 11:30"|11.30|"At 11.30 I pack my bags and my ‘AF’ script and set off for Southwold to visit Mum in hospital."|"Travelling to Work"|"Michael Palin"
"ap 01:30"|1.30|"We split up at 1.30. John to begin the long process of extricating his Bentley, TJ to Cambridge to open, he declares rather mournfully, ‘An Arctic Festival. Lots of Eskimos really.’"|"Travelling to Work"|"Michael Palin"
"ap 09:30"|9.30|"Warm and summery at last. Sue Summers arrives at 9.30 for an interview re 20 years of Python for the Sunday Telegraph. Pontificate on the Python years and become pretentious."|"Travelling to Work"|"Michael Palin"
"ap > 06:00"|"after six o’clock"|"We work for seven hours, winding up after six o’clock, the resurrection of ‘AF’ confirmed."|"Travelling to Work"|"Michael Palin"
"ap 08:00"|"eight o’clock"|"Good, deep sleep takes me into my 47th year. At eight o’clock, as I’m about to attack the pile of presents on the table before Rachel has to leave for school, the telephone rings."|"Travelling to Work"|"Michael Palin"
"ap 08:30"|"half past eight"|"I’m collected by the beards at half past eight and am surveying other early deal-makers at the Majestic dining room."|"Travelling to Work"|"Michael Palin"
"ap 08:30"|8.30|"The day is bowling along commercially, but then thick, cloggy, humid air begins to drip viscous rain as we thread our way past the building sites to the Virgin office to make a final pitch to Mike Watts.
Out to the airport and home by 8.30.
The script is waiting – fifth draft of ‘AF’ on which all my enthusiasm of the last few days is based. Read it through before bed. Find it lean, but too severely pruned. Much of the Palin character of the script lost."|"Travelling to Work"|"Michael Palin"
"ap < 05:00"|"nearly five o’clock"|"We work at a table in Café Flo until nearly five o’clock, as I explain my changes. Discuss what we both feel is the unfinished area of the script – that is the filling-out of the three main characters, especially Miss Hartley, in Oxford. The shape, direction and line now simple and clear, but more flesh I think needed."|"Travelling to Work"|"Michael Palin"
"ap 00:30"|12.30|"Look through The Weekend prior to lunchtime read-through.
With Rachel to Prominent by 12.30.
Then the actors – Edward Hardwicke, Stephanie Cole, who arrived on her bike from Swiss Cottage with a plastic black helmet. Like her immediately. As I offer a glass of champagne to Julia McKenzie, she says with great enthusiasm, ‘Wonderful, we can drink to the death of Ayatollah Khomeini’ (who snuffed it earlier this morning). Ben Whitrow, who is to read Stephen, arrives later with a worried expression and a suitcase – he’s driving on to Sheffield for a Friends of the Earth benefit."|"Travelling to Work"|"Michael Palin"
"ap ~ 07:20"|"about 7.20"|"I have been lumbered with two requests tonight – the first being the publication launch of David Day’s book Eco Wars at Canada House. TJ originally got me into it and the invitation adds that ‘there will be a statement on ecology by Michael Palin and Terry Jones’. Now, this morning, a harassed David Day calls to say that TJ can’t be there. So I cobble together a short address and, taking a taxi which edges slowly through thick traffic in St Martin’s Lane and Trafalgar Square, arrive at Canada House at about 7.20."|"Travelling to Work"|"Michael Palin"
"ap 10:30"|"half past ten"|"Norman Willis is asleep after ten minutes. A lot of people fanning their faces. The whole thing, with questions, is over by half past ten and I am not required to take part."|"Travelling to Work"|"Michael Palin"
"< 12:00"|"just before midday"|"I’m on the road by nine. Heavy traffic, but moving, and I’m not at Sunset House until just before midday. Granny moves quite quickly, and unaided, about the house. She has a loose summer dress and cream cardigan – both symbols of the new regime."|"Travelling to Work"|"Michael Palin"
"ap 05:00"|five|"Begin meeting at five. General feeling of disappointment/confusion on part of investors. They liked pitch more than script (honourable exception of Simon Relph). Not antagonism, but bemusement. Also very uncommercial line-up – no stars, except me, new director, etc. etc."|"Travelling to Work"|"Michael Palin"
"ap 10:30"|10.30|"Tristram arrives to write at 10.30. Discuss the script again, as he has implemented TJ’s suggestion that we lose American scenes at beginning and end."|"Travelling to Work"|"Michael Palin"
"ap 02:30"|"half past two"|"At half past two a Xeroxed sheet is delivered warning that the unions have called a strike for three o’clock. About five minutes later another, type-written, sheet announces that the Director-General will talk to the workforce on the internal systems at three o’clock."|"Travelling to Work"|"Michael Palin"
"ap 03:00"|"three o’clock"|"At half past two a Xeroxed sheet is delivered warning that the unions have called a strike for three o’clock. About five minutes later another, type-written, sheet announces that the Director-General will talk to the workforce on the internal systems at three o’clock."|"Travelling to Work"|"Michael Palin"
"ap 08:40"|8.40|"Armed with a thick assortment of ‘AF’ drafts, I catch the 8.40 local train from King’s Cross to St Neots for a final, concentrated assault on the problem script. I have to leave London – the continuing heat is spawning drought talk from the water authorities and disaster from the cereal farmers."|"Travelling to Work"|"Michael Palin"
"ap 10:00"|"ten o’clock"|"Granny meets me, and I’m at Helen’s father’s desk by ten o’clock. The garden is rich and full of colour and a thick haze of midsummer smells. The only irritation is the periodic eruption of batches of parachutists from a plane above. They fall, shouting and yipping shrilly and imitatively, whooping with excitement which it’s churlish to say is a real fucking nuisance."|"Travelling to Work"|"Michael Palin"
00:00|midnight|"But I complete by early evening and begin to type it up. Finish at midnight. Reeling."|"Travelling to Work"|"Michael Palin"
"ap ~ 07:30"|"about half past seven"|"A run is vital and I leave the house about half past seven. Very atmospheric up on the Heath, which is dripping and steaming. Through the woods it’s oddly, unnaturally dark, thick, claustrophobic and unreal. Expect to find strange three-headed beasts or knights in armour battling in glades."|"Travelling to Work"|"Michael Palin"
"ap 03:00"|"three o’clock"|"Leave for the airport by car at three o’clock. Flight isn’t until seven, but it’s another rail-strike Wednesday and we move slowly out to the M4, collecting Patrick on the way."|"Travelling to Work"|"Michael Palin"
"ap 07:00"|seven|"Leave for the airport by car at three o’clock. Flight isn’t until seven, but it’s another rail-strike Wednesday and we move slowly out to the M4, collecting Patrick on the way."|"Travelling to Work"|"Michael Palin"
04:45|"quarter to five a.m."|"A good chat, but Tristram and Patrick are beginning to swap names I’ve never heard of and it is a quarter to five a.m. UK time and we do have 15 girls to see tomorrow."|"Travelling to Work"|"Michael Palin"
"ap 03:30"|3.30|"Wake at 3.30 (still jet-lagged) in my room in the Mayflower Hotel knowing, with absolute certainty, that ‘AF’ is not ready to go ahead."|"Travelling to Work"|"Michael Palin"
"ap 08:00"|"eight o’clock"|"Breakfast time: eight o’clock. Called TP and PC together to discuss my concerns. Neither share my worries or seem at all inclined to share them. They listen politely then tell me that the film is certainly not in ‘no shape to shoot by September’, but quite healthy. Is my time the problem? My part the problem? My clarity of 4 a.m. desperately hard to remember."|"Travelling to Work"|"Michael Palin"
04:00|"4 a.m."|"Breakfast time: eight o’clock. Called TP and PC together to discuss my concerns. Neither share my worries or seem at all inclined to share them. They listen politely then tell me that the film is certainly not in ‘no shape to shoot by September’, but quite healthy. Is my time the problem? My part the problem? My clarity of 4 a.m. desperately hard to remember."|"Travelling to Work"|"Michael Palin"
20:00|"Eight o’clock in the evening"|"Eight o’clock in the evening at LAX. Our TWA 747 for London has pushed back two hours late from the jetty. Tristram immersed in ‘The Art of the Screenwriter’."|"Travelling to Work"|"Michael Palin"
"ap 03:30"|3.30|"Only one shot remains, and that’s HandMade – PC and Tristram both agree that we should not accept defeat without at least a call in DO’B’s35 direction. But he’s in LA and can’t be disturbed until 3.30 UK."|"Travelling to Work"|"Michael Palin"
"ap 03:30"|3.30|"Go up to the hospital to see Tom. He is in a state of constant discomfort and can only get up and walk with extreme difficulty. Some dispute as to when he can come out. An American doctor, whom he describes as ‘ruthless’, says tomorrow, the staff nurse two or three days. Leave him at 3.30 and return home."|"Travelling to Work"|"Michael Palin"
"ap 06:00"|six|"The sun is still hot when I leave at six. Straight to a party at Julian Charrington’s37 in Parsons Green."|"Travelling to Work"|"Michael Palin"
"ap 11:30"|11.30|"Talk on until 11.30, then drive home. Someone has changed the sign on Gunter Grove to ‘Cunt Grove’ so well, I nearly drove off the road."|"Travelling to Work"|"Michael Palin"
"ap ~ 03:00"|"about three o’clock"|"She remains absolutely on the ball, matching us in food and drink, and clasping both our hands about three o’clock and declaring that it’s time for her to leave us alone."|"Travelling to Work"|"Michael Palin"
"ap 10:00"|"ten o’clock"|"Taxi to Tom Phillips, for ten o’clock start on next instalment of the portrait. Today he has a video camera set up on a tripod. In his usual diffident way he affects not to know quite how to use it, and says he’s only used it on Lord Scarman41 so far. Lord Scarman rests on the wall to my right."|"Travelling to Work"|"Michael Palin"
"ap 11:00"|eleven|"At eleven Tom switches on the cricket from the Oval. Great excitement from the commentary box when Concorde flies over, and a moment later we see the beautiful and noisy creature fly past the windows of Talfourd Road."|"Travelling to Work"|"Michael Palin"
"ap 10:00"|"ten o’clock"|"Thursday, August 31st
Blearily, to Tom Phillips’ studio for ten o’clock.
He now has a name for me: I’m Milli Panache – and take my place alongside Emily Girlart and Joy Sterner."|"Travelling to Work"|"Michael Palin"
"ap 10:45"|10.45|"At Twickenham Studios by 10.45 [to film the Python 20th anniversary TV piece]."|"Travelling to Work"|"Michael Palin"
"ap ~ 02:30"|"about 2.30"|"GC arrives about 2.30, about three and a half hours after TG and I got into our schoolboy outfits. He looks very frail and his eyes are staring out of hollowed sockets."|"Travelling to Work"|"Michael Palin"
"ap 06:00"|"six o’clock"|"GC, carried and put into position by two nurses, is tremendous despite weakness. He talks and laughs and, even when squashed in a cupboard with the rest of us at six o’clock, is still uncomplaining."|"Travelling to Work"|"Michael Palin"
"ap 00:30"|"half past twelve"|"Back home. It’s half past twelve and been a long evening. There seems no point in my rushing down to Maidstone. I’m legally too drunk to drive anyway. Phone the hospital, but can never get through. Sometime after one I give up and get to bed, expecting to be woken any time."|"Travelling to Work"|"Michael Palin"
"ap 07:45"|"quarter to eight"|"Anne rings at a quarter to eight. Graham has stayed alive through the night. The anniversary party this evening is to be cancelled. I agree. There will be nothing to celebrate."|"Travelling to Work"|"Michael Palin"
"ap ~ 07:20"|"about twenty past seven"|"There’s noise outside. The clatter of patients and visiting friends. I call John and David to go in. They re-emerge a minute or so later. Graham is dead. It’s about twenty past seven. John C, David Sherlock and I hug one another together. Tears but not in torrents – just filling the eyes. David S is quite magnificent. He makes it easier for everybody by being genuinely pleased and relieved that Graham’s suffering is over."|"Travelling to Work"|"Michael Palin"
"ap 11:00"|"eleven o’clock"|"Switch on the eleven o’clock news. The train of refugees still coming out of East Germany. Odd to know that one is sitting on a headline story which the press still haven’t got hold of."|"Travelling to Work"|"Michael Palin"
"ap 07:30"|7.30|"The phone is ringing downstairs when Rachel goes to feed the cats at 7.30. Ask no-one to pick it up until I’m up, washed, dressed and fed."|"Travelling to Work"|"Michael Palin"
"ap 08:30"|8.30|"Then to my desk, at 8.30, and open up the shop. The phone calls come without a break. Fifteen times I tell of my reaction, give my assessment of ‘Graham Chapman’s contribution’ either to the phone, or the tape recorder and camera or, later, in the form of two instantly written pieces for the Guardian and the Telegraph."|"Travelling to Work"|"Michael Palin"
"ap ~ 06:00"|"about six o’clock"|"The activity subsides about six o’clock. My first interview was with CBS News in New York, my last with CBC in Toronto. I feel emotionally unmoved today. This is a job of work, but I feel I must do it to make sure the right things are said about GC, the introverted extrovert."|"Travelling to Work"|"Michael Palin"
"ap 09:45"|"quarter to ten"|"Book a room at the Swan. Am up at Sunset House by a quarter to ten. Mum fit and well, but needs her hair doing. It lies drably across her brow. Nice hour with her, then to the Swan for a drink with Dudley Clarke, the manager, and his staff before bed."|"Travelling to Work"|"Michael Palin"
"ap 08:45"|"quarter to nine"|"Clear skies as I wash and shave at a quarter to nine. To breakfast and read three obituaries for GC. My Guardian piece reads well, but has three glaring mistakes due to hasty dictation. JC has written a short and well-expressed piece in the Independent which, thank God, makes up for an appallingly insensitive piece by their own man which ends up revealing why Graham ‘was the one who was ultimately dispensable’. My Telegraph piece has had the last sentence about ‘why we all loved him’ removed."|"Travelling to Work"|"Michael Palin"
"ap 08:30"|8.30|"At BH by 8.30. Melvyn is dapper in a nattily fitting pin-stripe suit, tie and matching handkerchief. Others on the prog are gathering, including Mark Lawson of the Independent – one of my favourite journos, funny, informative and enthusiastic. In jest – well, partly in jest – I complain that the paper I’ve supported since the day of its birth should rap 80 Days so severely over the knuckles in Saturday’s preview, before anyone’s had a chance to see it. He asks after the name of the journalist … it was one Stephen Pope … ‘Oh, Pope Stephen, as they call him in the office.’"|"Travelling to Work"|"Michael Palin"
"ap 10:30"|"half past ten"|"Heavy traffic and don’t arrive at Tom Phillips’ studio until half past ten. ‘If you think your reviews are bad, listen to these,’ he greets me, with a clutch of cuttings about his recently opened exhibition of ‘portrait works’ at the National Portrait Gallery."|"Travelling to Work"|"Michael Palin"
"ap 04:30"|4.30|"Then take her out for a walk, followed by a visit to Lady Collett, to whom I present a copy of 80 Days. She is delighted. The two of them, both slightly deaf, have oddly unconnecting conversations … ‘How’s Mrs Hurran?’ ‘She fell over.’ ‘Is she better?’ ‘You know she fell over?’ Lady C gives us sherry at 4.30 and has to draw the curtains across against the piercing bright sunlight. She suggests my mother and she get together to play Scrabble."|"Travelling to Work"|"Michael Palin"
"ap 09:15"|9.15|"After breakfast, round to Ma’s by 9.15. Her Telegraph bears the headline ‘Palin for Prime Minister’ on the arts page. I’m now very jumpy about reviews and sure enough this one, with gushing praise suggesting I have all the qualities for getting on with people that Maggie T hasn’t, eventually slides into some mild but wearisome stick! Ma has seen no further than the headline and is quite delighted!"|"Travelling to Work"|"Michael Palin"
"ap < 00:00"|"just before twelve"|"At Stanford’s just before twelve, and continue signing until 2.30. They have never experienced anything like it. Trolleyloads of my book wheeled in like piles of bricks. The queue still full an hour after I was due to stop."|"Travelling to Work"|"Michael Palin"
"ap 02:30"|2.30|"At Stanford’s just before twelve, and continue signing until 2.30. They have never experienced anything like it. Trolleyloads of my book wheeled in like piles of bricks. The queue still full an hour after I was due to stop."|"Travelling to Work"|"Michael Palin"
"ap 07:15"|7.15|"Leave for Stocks at 7.15, arrive at the house less than an hour later. We’ve been given a room with a waterbed. Already guests gathering in the hall with their obligatory funny hats on."|"Travelling to Work"|"Michael Palin"
"ap 01:45"|"quarter to two"|"It’s all a great success and it’s a quarter to two before Helen and I climb aboard the waterbed, bringing on distinct memories of the dhow."|"Travelling to Work"|"Michael Palin"
"ap 09:00"|nine|"Sunday, October 29th: Stocks House–London
We are down at breakfast at nine.
Peter C arrives, looming, shambolic, cigarette held rather daintily in right hand, hair awry and one trouser leg suspended mid-calf. He says he was woken in horrific circumstances when the electric current came back on in the middle of the night. Apart from the lights, his radio and TV came back at full volume and his hairdryer began to writhe across the floor."|"Travelling to Work"|"Michael Palin"
"ap 11:00"|"eleven o’clock"|"Wake, at the Caledonian, in much the same state as I awoke last Saturday at Stocks. In a room verging on the vulgar, much bigger than any room at home, with a soft wash of luxury and indulgence about it, and in my mind a clear and clean feeling of work done, of tests survived successfully, of the calm after the storm. All that and the hint of a headache.
To breakfast, then catch the eleven o’clock shuttle south.
Since Monday morning I’ve signed 3,110 80 Days books. BBC Books have authorised a 45,000 reprint, larger than the original first run, and Clem told me last night that a further 300,000 have been added to the viewing figures, taking it up to 8.9 for the bowels and bum episode on the dhow."|"Travelling to Work"|"Michael Palin"
"ap ~ 08:45"|"About a quarter to nine"|"About a quarter to nine, feeling somehow I’ve failed, I call Kay. Ma wants a painkiller and she wants to go to bed. She can’t hear, she can’t connect, but her brain knows well that she is in a sad state."|"Travelling to Work"|"Michael Palin"
"ap 10:30"|"half past ten"|"Thursday, November 16th: Southwold–London
Leave for London at half past ten.
To Dean Street to discuss my involvement in a video to help parents of children who have speech problems – especially stammers. Awfully nice man, middle-aged, called Travers Reid. A stammerer, now almost cured, he remembers ‘the day I unlocked my T’. The teacher had gone out and he had taken over and had the class roaring with laughter … ‘I’ve had to tell jokes ever since,’ he admits, a little unhappily."|"Travelling to Work"|"Michael Palin"
"ap 10:30"|"half past ten"|"Sunday, November 19th: Belfast
To the Arts Theatre at half past ten.
Over the next hour I sort out an opening, with Michael Barnes as a psychiatrist asking me why I wanted to be a lumberjack and getting me from there into a rap about anniversaries, looking back and then into an autobiographical piece from birth to Python."|"Travelling to Work"|"Michael Palin"
