09:54|"9:54 AM"|"
From: Renee Greene – January 5, 2011 – 9:54 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
09:59|"9:59 AM"|"
From: Shelley Manning – January 5, 2011 – 9:59 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
10:05|"10:05 AM"|"
From: Renee Greene – January 5, 2011 – 10:05 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
10:07|"10:07 AM"|"
From: Shelley Manning – January 5, 2011 – 10:07 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
"ap 00:30"|12:30|"Subject: Re: The Scoop
Priss, Price. Same difference. :)  See you at 12:30.
"|"The Click Trilogy"|"Lisa Becker"
13:58|"1:58 PM"|"
From: Renee Greene – January 5, 2011 – 1:58 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
14:43|"2:43 PM"|"
From: Shelley Manning – January 5, 2011 – 2:43 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
15:30|"3:30 PM"|"
From: Renee Greene – January 5, 2011 – 3:30 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
09:07|"9:07 AM"|"
From: Ashley Price – January 6, 2011 – 9:07 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
15:12|"3:12 PM"|"
From: Renee Greene – January 6, 2011 – 3:12 PM
To: Ashley Price"|"The Click Trilogy"|"Lisa Becker"
16:45|"4:45 PM"|"
From: Ashley Price – January 6, 2011 – 4:45 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
15:36|"3:36 PM"|"
From: Renee Greene – January 9, 2011 – 3:36 PM
To: Mark Finlay"|"The Click Trilogy"|"Lisa Becker"
17:55|"5:55 PM"|"
From: Mark Finlay – January 9, 2011 – 5:55 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
23:35|"11:35 PM"|"
From: Renee Greene – January 13, 2011 – 11:35 PM
To: member.services@choosejews.com"|"The Click Trilogy"|"Lisa Becker"
01:03|"1:03 AM"|"Chapter 2 – Unsuitable Suitors
From: member.services@choosejews.com – January 14, 2011 – 1:03 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
05:54|"5:54 AM"|"
From: meet@choosejews.com/L’Chiam22 – January 14, 2011 – 5:54 AM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
09:04|"9:04 AM"|"
From: Renee Greene – January 14, 2011 – 9:04 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
01:00|"1:00 am"|"Okay, so I sent my profile in last night and thought I would take a chance that someone emailed me this morning.  Yes, I know that seems egotistical thinking that someone would email me so quickly after my profile was posted.  And considering it didn’t officially go online until 1:00 am, I’m not sure I want to date anyone who was trolling the Internet for a date in the wee hours of the morning.  But, to be honest, I’m kind of excited about the possibilities.  Imagine that.  Me…being hopeful.  Who knew?  Anyway, I was elated – yes, elated – to find I had a message.  Hurrah!  Then I read it.  He is very religious, is looking for a “spiritual” woman and lives in Israel.  Good lord!  (HA! Maybe that does indeed make me “spiritual” enough for this guy.)  Israel!!!"|"The Click Trilogy"|"Lisa Becker"
10:45|"10:45 AM"|"
From: Shelley Manning – January 14, 2011 – 10:45 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
01:00|"1:00 am"|"Okay.  So this one isn’t going to work out.  But, to your point, it’s only been a few hours.  And, in this man’s defense, it’s probably not 1:00 am his time.  It’s like two days later and early evening or something.  So, it is flattering that he thinks you are the funny, smart and…okay, maybe not “spiritual” but certainly awesome…person that you really are.  You’re going to get a TON of emails and have your pick of tons of great guys.  Just you wait.  Trust me."|"The Click Trilogy"|"Lisa Becker"
11:30|"11:30 AM"|"
From: meet@choosejews.com/PRGal1981 – January 14, 2011 – 11:30 AM
To: meet@choosejews.com/ L’Chiam22"|"The Click Trilogy"|"Lisa Becker"
11:34|"11:34 AM"|"
From: Shelley Manning – January 14, 2011 – 11:34 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
11:47|"11:47 AM"|"
From: Renee Greene – January 14, 2011 – 11:47 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
13:36|"1:36 PM"|"
From: Renee Greene – January 14, 2011 – 1:36 PM
To: Mark Finlay"|"The Click Trilogy"|"Lisa Becker"
10:30|"10:30 AM"|"
From: Mark Finlay – January 15, 2011 – 10:30 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
16:45|"4:45 PM"|"
From: Renee Greene – January 15, 2011 – 4:45 PM
To: Mark Finlay"|"The Click Trilogy"|"Lisa Becker"
12:10|"12:10 PM"|"
From: Mark Finlay – January 16, 2011 – 12:10 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
14:30|"2:30 PM"|"
From: Renee Greene – January 16, 2011 – 2:30 PM
To: Mark Finlay"|"The Click Trilogy"|"Lisa Becker"
09:04|"9:04 AM"|"
From: Mark Finlay – January 17, 2011 – 9:04 AM
To: Shelley Manning, Ashley Price, Renee Greene"|"The Click Trilogy"|"Lisa Becker"
09:10|"9:10 AM"|"
From: Shelley Manning – January 17, 2011 – 9:10 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
09:15|"9:15 AM"|"
From: Renee Greene – January 17, 2011 – 9:15 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
09:18|"9:18 AM"|"
From: Shelley Manning – January 17, 2011 – 9:18 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
15:00|"3:00 PM"|"
From: Shelley Manning – January 17, 2011 – 3:00 PM
To: Mark Finlay"|"The Click Trilogy"|"Lisa Becker"
"ap 09:00"|9:00|"Finlay!  Renee does not want to go to Pizza Party Zone for her birthday.  I’m sure she appreciated the sentiment, but I think she would prefer a quiet dinner with her closest friends.  I’ve got us a reservation at Alex’s on Melrose for 9:00.  We can all meet at my place at 8:00 for a pre-dinner mojito.  I’ll let everyone know the plan."|"The Click Trilogy"|"Lisa Becker"
"ap 08:00"|8:00|"Finlay!  Renee does not want to go to Pizza Party Zone for her birthday.  I’m sure she appreciated the sentiment, but I think she would prefer a quiet dinner with her closest friends.  I’ve got us a reservation at Alex’s on Melrose for 9:00.  We can all meet at my place at 8:00 for a pre-dinner mojito.  I’ll let everyone know the plan."|"The Click Trilogy"|"Lisa Becker"
16:03|"4:03 PM"|"
From: meet@choosejews.com/OutdoorDude – January 17, 2011 – 4:03 PM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
09:25|"9:25 AM"|"
From: Renee Greene – January 18, 2011 – 9:25 AM
To: Shelley Manning; Mark Finlay"|"The Click Trilogy"|"Lisa Becker"
11:44|"11:44 AM"|"
From: Shelley Manning – January 18, 2011 – 11:44 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
11:59|"11:59 AM"|"
From: Renee Greene – January 18, 2011 – 11:59 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
12:07|"12:07 PM"|"
From: Shelley Manning – January 18, 2011 – 12:07 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
15:00|"3:00 PM"|"
From: Mark Finlay – January 18, 2011 – 3:00 PM
To: Shelley Manning; Renee Greene"|"The Click Trilogy"|"Lisa Becker"
16:02|"4:02 PM"|"
From: meet@choosejews.com/PRGal1981 – January 18, 2011 – 4:02 PM
To: meet@choosejews.com/OutdoorDude"|"The Click Trilogy"|"Lisa Becker"
17:12|"5:12 PM"|"
From: Mark Finlay – January 18, 2011 – 5:12 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
18:30|"6:30 PM"|"
From: Shelley Manning – January 18, 2011 – 6:30 PM
Bcc: <undisclosed recipients>"|"The Click Trilogy"|"Lisa Becker"
"ap 08:00"|8:00|"Here’s the plan for Renee’s birthday celebration.  Meet at my place (Melrose near Highland, Apt. B) at 8:00 on Friday the 28th for a pre-dinner cocktail.  We have a reservation at Alex’s for 9:00.  Come dressed WEST HOLLYWOOD CHIC. Let’s be ready to celebrate our dear friend Renee’s birthday in style."|"The Click Trilogy"|"Lisa Becker"
"ap 09:00"|9:00|"Here’s the plan for Renee’s birthday celebration.  Meet at my place (Melrose near Highland, Apt. B) at 8:00 on Friday the 28th for a pre-dinner cocktail.  We have a reservation at Alex’s for 9:00.  Come dressed WEST HOLLYWOOD CHIC. Let’s be ready to celebrate our dear friend Renee’s birthday in style."|"The Click Trilogy"|"Lisa Becker"
18:32|"6:32 PM"|"
From: Renee Greene – January 18, 2011 – 6:32 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
14:45|"2:45 PM"|"
From: meet@choosejews.com/OutdoorDude – January 20, 2011 – 2:45 PM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
14:54|"2:54 PM"|"
From: Renee Greene – January 20, 2011 – 2:54 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
15:43|"3:43 PM"|"
From: Shelley Manning – January 20, 2011 – 3:43 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
15:54|"3:54 PM"|"
From: Renee Greene – January 20, 2011 – 3:54 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
16:01|"4:01 PM"|"
From: Ashley Price – January 21, 2011 – 4:01 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
16:04|"4:04 PM"|"
From: Ashley Price – January 21, 2011 – 4:04 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
17:15|"5:15 PM"|"
From: Renee Greene – January 21, 2011 – 5:15 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
17:22|"5:22 PM"|"
From: Renee Greene – January 21, 2011 – 5:22 PM
To: Mark Finlay"|"The Click Trilogy"|"Lisa Becker"
09:30|"9:30 AM"|"
From: Shelley Manning – January 22, 2011 – 9:30 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
12:22|"12:22 PM"|"
From: Renee Greene – January 22, 2011 – 12:22 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
15:46|"3:46 PM"|"
From: Mark Finlay – January 24, 2011 – 3:46 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
16:24|"4:24 PM"|"
From: Shelley Manning – January 24, 2011 – 4:24 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
18:03|"6:03 PM"|"
From: meet@choosejews.com/OutdoorDude – January 25, 2011 – 6:03 PM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
18:05|"6:05 PM"|"
From: Renee Greene – January 25, 2011 – 6:05 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
18:09|"6:09 PM"|"
From: Shelley Manning – January 25, 2011 – 6:09 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
09:03|"9:03 AM"|"
From: meet@choosejews.com/OutdoorDude – January 28, 2011 – 9:03 AM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
09:05|"9:05 AM"|"
From: Renee Greene – January 28, 2011 – 9:05 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
11:36|"11:36 AM"|"Chapter 3 – Another Year Older, Another Year Wiser?
From: Renee Greene – January 29, 2011 – 11:36 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
11:52|"11:52 AM"|"
From: Renee Greene – January 29, 2011 – 11:52 AM
To: Ashley Price"|"The Click Trilogy"|"Lisa Becker"
11:58|"11:58 AM"|"
From: Renee Greene – January 29, 2011 – 11:58 AM
To: Mark Finlay"|"The Click Trilogy"|"Lisa Becker"
14:20|"2:20 PM"|"
From: Mark Finlay – January 29, 2011 – 2:20 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
09:06|"9:06 AM"|"
From: Shelley Manning – January 31, 2011 – 9:06 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
10:45|"10:45 AM"|"
From: Ashley Price – January 31, 2011 – 10:45 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
11:58|"11:58 AM"|"
From: Renee Greene – January 31, 2011 – 11:58 AM
To: Ashley Price"|"The Click Trilogy"|"Lisa Becker"
12:01|"12:01 PM"|"
From: Ashley Price – January 31, 2011 – 12:01 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
12:04|"12:04 PM"|"
From: Renee Greene – January 31, 2011 – 12:04 PM
To: Ashley Price"|"The Click Trilogy"|"Lisa Becker"
12:14|"12:14 PM"|"
From: Ashley Price – January 31, 2011 – 12:14 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
09:12|"9:12 AM"|"
From: meet@choosejews.com/CSUMD1008 – January 31, 2011 – 9:12 AM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
09:18|"9:18 AM"|"
From: Renee Greene – January 31, 2011 – 9:18 AM
To: Shelley Manning; Mark Finlay"|"The Click Trilogy"|"Lisa Becker"
10:22|"10:22 AM"|"
From: Shelley Manning – January 31, 2011 – 10:22 AM
To: Renee Greene; Mark Finlay"|"The Click Trilogy"|"Lisa Becker"
12:04|"12:04 PM"|"
From: Mark Finlay – January 31, 2011 – 12:04 PM
To: Renee Greene; Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
12:25|"12:25 PM"|"
From: meet@choosejews.com/PRGal1981 – January 31, 2011 – 12:25 PM
To: meet@choosejews.com/CSUMD1008"|"The Click Trilogy"|"Lisa Becker"
19:06|"7:06 PM"|"
From: meet@choosejews.com/CSUMD1008 – January 31, 2011 – 7:06 PM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
09:36|"9:36 AM"|"
From: meet@choosejews.com/PRGal1981 – February 1, 2011 – 9:36 AM
To: meet@choosejews.com/CSUMD1008"|"The Click Trilogy"|"Lisa Becker"
14:45|"2:45 PM"|"
From: meet@choosejews.com/CSUMD1008 – February 1, 2011 – 2:45 PM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
04:12|"4:12 AM"|"
From: meet@choosejews.com/CSUMD1008 – February 8, 2011 – 4:12 AM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
"ap 07:00"|7:00|"So, I’m just getting back.  Fortunately, my shift ends at 7:00.  I figured I didn’t want to sleep for a few hours because it will make it oh so much harder to fall asleep when I get home."|"The Click Trilogy"|"Lisa Becker"
09:18|"9:18 AM"|"
From: Renee Greene – February 8, 2011 – 9:18 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
10:36|"10:36 AM"|"
From: Shelley Manning – February 8, 2011 – 10:36 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
12:22|"12:22 PM"|"
From: Renee Greene – February 8, 2011 – 12:22 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
12:25|"12:25 PM"|"
From: Shelley Manning – February 8, 2011 – 12:25 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
12:36|"12:36 PM"|"
From: meet@choosejews.com/PRGal1981 – February 8, 2011 – 12:36 PM
To: meet@choosejews.com/CSUMD1008"|"The Click Trilogy"|"Lisa Becker"
14:30|"2:30 PM"|"
From: meet@choosejews.com/CSUMD1008 – February 8, 2011 – 2:30 PM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
14:35|"2:35 PM"|"
From: Renee Greene – February 8, 2011 – 2:35 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
14:39|"2:39 PM"|"
From: Shelley Manning – February 8, 2011 – 2:39 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
14:43|"2:43 PM"|"
From: meet@choosejews.com/PRGal1981 – February 8, 2011 – 2:43 PM
To: meet@choosejews.com/CSUMD1008"|"The Click Trilogy"|"Lisa Becker"
18:20|"6:20 PM"|"
From: meet@choosejews.com/CSUMD1008 – February 8, 2011 – 6:20 PM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
18:32|"6:32 PM"|"
From: Shelley Manning – February 8, 2011 – 6:32 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
18:41|"6:41 PM"|"
From: Renee Greene – February 8, 2011 – 6:41 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
18:45|"6:45 PM"|"
From: Shelley Manning – February 8, 2011 – 6:45 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
18:52|"6:52 PM"|"
From: Renee Greene – February 8, 2011 – 6:52 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
20:12|"8:12 PM"|"
From: Shelley Manning – February 8, 2011 – 8:12 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
20:14|"8:14 PM"|"
From: Renee Greene – February 8, 2011 – 8:14 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
20:17|"8:17 PM"|"
From: Shelley Manning – February 8, 2011 – 8:17 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
20:20|"8:20 PM"|"
From: Renee Greene – February 8, 2011 – 8:20 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
21:02|"9:02 PM"|"
From: Renee Greene – February 10, 2011 – 9:02 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
10:10|"10:10 AM"|"
From: Shelley Manning – February 11, 2011 – 10:10 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
10:12|"10:12 AM"|"
From: Renee Greene – February 11, 2011 – 10:12 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
10:36|"10:36 AM"|"
From: Shelley Manning – February 15, 2011 – 10:36 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
10:52|"10:52 AM"|"
From: Renee Greene – February 15, 2011 – 10:52 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
"~ 01:00"|"around 1:00 a.m."|"As I recall, when I left around 1:00 a.m. (alone!), you were on a marathon make-out session  with a young man who had a wee bit of stubble.  I believe he shaved that morning as he usually does.  But, that darn 5:00 shadow creeks up quickly.  So, that basically means your face has rug burn."|"The Click Trilogy"|"Lisa Becker"
"ap 05:00"|5:00|"As I recall, when I left around 1:00 a.m. (alone!), you were on a marathon make-out session  with a young man who had a wee bit of stubble.  I believe he shaved that morning as he usually does.  But, that darn 5:00 shadow creeks up quickly.  So, that basically means your face has rug burn."|"The Click Trilogy"|"Lisa Becker"
11:05|"11:05 AM"|"
From: Shelley Manning – February 15, 2011 – 11:05 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
11:06|"11:06 AM"|"
From: Renee Greene – February 15, 2011 – 11:06 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
11:08|"11:08 AM"|"
From: Shelley Manning – February 15, 2011 – 11:08 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
11:09|"11:09 AM"|"
From: Renee Greene – February 15, 2011 – 11:09 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
11:10|"11:10 AM"|"
From: Shelley Manning – February 15, 2011 – 11:10 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
11:11|"11:11 AM"|"
From: Renee Greene – February 15, 2011 – 11:11 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
11:12|"11:12 AM"|"
From: Shelley Manning – February 15, 2011 – 11:12 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
11:18|"11:18 AM"|"
From: Renee Greene – February 15, 2011 – 11:18 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
11:21|"11:21 AM"|"
From: Shelley Manning – February 15, 2011 – 11:21 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
11:30|"11:30 AM"|"
From: Renee Greene – February 15, 2011 – 11:30 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
11:36|"11:36 AM"|"
From: Shelley Manning – February 15, 2011 – 11:36 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
11:38|"11:38 AM"|"
From: Renee Greene – February 15, 2011 – 11:38 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
11:45|"11:45 AM"|"
From: Shelley Manning – February 15, 2011 – 11:45 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
11:51|"11:51 AM"|"
From: Renee Greene – February 15, 2011 – 11:51 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
14:03|"2:03 PM"|"
From: Ashley Price – February 15, 2011 – 2:03 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
15:10|"3:10 PM"|"
From: Renee Greene – February 15, 2011 – 3:10 PM
To: Ashley Price"|"The Click Trilogy"|"Lisa Becker"
16:03|"4:03 PM"|"
From: Ashley Price – February 15, 2011 – 4:03 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
16:10|"4:10 PM"|"
From: Renee Greene – February 15, 2011 – 4:10 PM
To: Ashley Price"|"The Click Trilogy"|"Lisa Becker"
16:15|"4:15 PM"|"
From: Ashley Price – February 15, 2011 – 4:15 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
16:18|"4:18 PM"|"
From: Renee Greene – February 15, 2011 – 4:18 PM
To: Ashley Price"|"The Click Trilogy"|"Lisa Becker"
21:40|"9:40 PM"|"
From: meet@choosejews.com/Stylin’Guy – February 15, 2011 – 9:40 PM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
09:32|"9:32 AM"|"
From: Renee Greene – February 16, 2011 – 9:32 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
13:02|"1:02 PM"|"
From: Shelley Manning – February 16, 2011 – 1:02 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
15:00|"3:00 PM"|"
From: Renee Greene – February 17, 2011 – 3:00 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
17:05|"5:05 PM"|"
From: meet@choosejews.com/PRGal1981 – February 17, 2011 – 5:05 PM
To: meet@choosejews.com/Stylin’Guy"|"The Click Trilogy"|"Lisa Becker"
17:15|"5:15 PM"|"
From: Shelley Manning – February 17, 2011 – 5:15 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
09:50|"9:50 AM"|"
From: meet@choosejews.com/Stylin’Guy – February 18, 2011 – 9:50 AM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
10:46|"10:46 AM"|"
From: Renee Greene – February 18, 2011 – 10:46 AM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
11:05|"11:05 AM"|"
From: Shelley Manning – February 18, 2011 – 11:05 AM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
11:36|"11:36 AM"|"
From: meet@choosejews.com/PRGal1981 – February 18, 2011 – 11:36 AM
To: meet@choosejews.com/Stylin’Guy"|"The Click Trilogy"|"Lisa Becker"
14:25|2:25PM|"
From: meet@choosejews.com/Stylin’Guy – February 18, 2011 – 2:25PM
To: meet@choosejews.com/PRGal1981"|"The Click Trilogy"|"Lisa Becker"
14:32|"2:32 PM"|"
From: meet@choosejews.com/PRGal1981 – February 18, 2011 – 2:32 PM
To: meet@choosejews.com/Stylin’Guy"|"The Click Trilogy"|"Lisa Becker"
14:40|"2:40 PM"|"
From: Renee Greene – February 18, 2011 – 2:40 PM
To: Shelley Manning, Mark Finlay"|"The Click Trilogy"|"Lisa Becker"
"ap 11:30"|11:30|"Okay.  I’m going for it.  My first foray into online dating.  His name is Eric Rosen.  He is a costume designer for “Family Days.”  The show is at the Pantages Theatre.  I’ll call you as soon as I get home.  If you don’t hear from me by 11:30, call the police.  I’ll have last been seen in tan suede pants, black leather boots, a black turtleneck sweater and my new chandelier earrings.  Is that okay to wear on a date with a stylist?"|"The Click Trilogy"|"Lisa Becker"
14:56|"2:56 PM"|"
From: Shelley Manning – February 18, 2011 – 2:56 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
14:40|"2:40 PM"|"
From: Mark Finlay – February 18, 2011 – 2:40 PM
To: Renee Greene"|"The Click Trilogy"|"Lisa Becker"
23:46|"11:46 PM"|"
From: Renee Greene – February 19, 2011 – 11:46 PM
To: Shelley Manning"|"The Click Trilogy"|"Lisa Becker"
