00:00|Midnight|"In Preparation for Violence
Blood At Midnight
Gone"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
14:37|"fourteen … thirty-seven"|"‘Now, if you are twelve, my boy, and I am eighty-six, let us say, for I think that ought to cover me, then let us take twelve from eighty-six and halve the result. No, no. I won’t make you do it because that would be most unfair. Ah yes, indeed it would – for what’s the good of being a prisoner and then being made to do lessons too? Eh? Eh? Might as well not be punished, eh? … Let me see, where were we, where were we? Yes, yes, yes, twelve from eighty-six, that’s about seventy-four, isn’t it? Well, what is half seventy-four? I wonder … h’m, yes, twice three are six, carry one, and twice seven are fourteen … thirty-seven, I do believe. Thirty-seven. And what is thirty-seven? Why, it’s just exactly the halfway age between us. So if I tried to be thirty-seven years young – and you tried to be thirty-seven years old – but that would be very difficult, wouldn’t it? Because you’ve never been thirty-seven, have you? But then, although your old headmaster has been thirty-seven, long ago, he can’t remember a thing about it except that it was somewhere about that time that he bought a bag of glass marbles. O yes he did. And why? Because he became tired of teaching grammar and spelling and arithmetic. O yes, and because he saw how much happier the people were who played marbles than the people were who didn’t. That’s a bad sentence, my boy. So I used to play in the dark after the other young professors were asleep. We had one of the old Gormenghast tapestry-carpets in the room and I used to light a candle and place my marbles on the corners of patterns in the carpet, and in the middle of crimson and yellow flowers. I can remember the carpet perfectly as though it was here in this old fort, and there, every night by the glow of a candle, I would practise until I could flick a marble along the floor so that when it struck another it spun round and round but stayed exactly where it was, my boy, while the one it had struck shot off like a rocket to land at the other end of the room in the centre of a crimson carpet flower (if I was successful), or if not, near enough to couch itself at the next flick. And the sounds of the glass marbles in the still of the night when they struck was like the sound of tiny crystal vases breaking on stone floors – but I am getting too poetic, my boy, aren’t I? And boys don’t like poetry, do they?’"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"There was no need for him to dress. He slept in his clothes on a lice-infested mattress. There was no bed; just the crawling mattress on the carpetless floor-boards where cockroaches and beetles burrowed and insects of all kinds lived, bred and died, and where the midnight rat sat upright in the silver dust and bared its long teeth to the pale beams, when in its fullness the moon filled up the midnight window like an abstract of itself in a picture frame."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
05:00|"five in the morning"|"If Barquentine rose early from his hideous couch, Steerpike in a secret room of his own choosing, a room as spotless and bright as a new pin, arose earlier. This was not a habit with him. He had no habits in that sort of way. He did what he wanted to do. He did what furthered his plans. If getting up at five in the morning would lead to something he coveted, then it was the most natural thing in the world for him to rise at that hour. If there was no necessity for action he would lie in bed all morning reading, practising knots with the cord he kept by his bedside, making paper darts of complicated design which he would float across his bedroom, or polishing the steel of the razor-edged blade of his swordstick."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
12:00|noon|"And so, after what seemed an infinity to Titus and a whisk of time’s skirt to Barquentine, the morning that was both fleet and tardy, fructified and like a grape of air, in whose lucent body the earth was for that moment suspended – that phantom ripeness throbbed, that thing called noon."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
12:00|midday|"Before it had awoke to die on the instant of its waking, a score of bells and clocks had shouted midday and for a minute after its death, from near and far the clappers in their tents of rusted iron clanged across Gormenghast. It was as though no mechanism on earth could strike or chain that ghost of time. The clocks and the bells stuttered, boomed and rang. They trod with their iron imprint. They beat with their ancient fists and shouted with archaic voices – but the ghost was older."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
12:00|midday|"Before it had awoke to die on the instant of its waking, a score of bells and clocks had shouted midday and for a minute after its death, from near and far the clappers in their tents of rusted iron clanged across Gormenghast. It was as though no mechanism on earth could strike or chain that ghost of time. The clocks and the bells stuttered, boomed and rang. They trod with their iron imprint. They beat with their ancient fists and shouted with archaic voices – but the ghost was older.
Noon, ripe as thunder and silent as thought, had fled unfingered.
When every echo had died from even those clocks in the western outcrops, whose posthumous tolling was proverbial, so that the phrase, ‘late as a western chime’ was common in the castle – when every echo had died, Titus became aware of another sound."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
12:00|Noon|"Before it had awoke to die on the instant of its waking, a score of bells and clocks had shouted midday and for a minute after its death, from near and far the clappers in their tents of rusted iron clanged across Gormenghast. It was as though no mechanism on earth could strike or chain that ghost of time. The clocks and the bells stuttered, boomed and rang. They trod with their iron imprint. They beat with their ancient fists and shouted with archaic voices – but the ghost was older.
Noon, ripe as thunder and silent as thought, had fled unfingered.
When every echo had died from even those clocks in the western outcrops, whose posthumous tolling was proverbial, so that the phrase, ‘late as a western chime’ was common in the castle – when every echo had died, Titus became aware of another sound."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"Why had he scrambled through that midnight gap, where his hands had felt and found nothing and then nothing and then again nothing as he edged his way into the gloom? Why had he descended that flight of rusty iron to the deserted corridor and seen how it stretched into how strange a murk of weeds? Why had he not turned back, before it was too late? Turned back and climbed those iron stairs again and waited behind the giant torso for the last echo to disappear from the corridor of carvings. The Headmaster had been on his side – had told lies for him. Had he been ungrateful to steal away? And now he was lost for ever; for ever, and evermore."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"At various moments through the night he could see Steerpike running through the air, his body bent forward, his feet a few inches above the ground but never touching it. And keeping pace with him and immediately below him as though it were his shadow a swarm of rats with their fangs bared ran in a compact body like one thing, veering as he veered, pausing as he paused, most horrible and intent, filling the landscape of his midnight brain."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap 09:00"|"nine o’clock"|"‘You know as well as I do. At nine o’clock, Alfred. Shall we call in the Chef.’"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap < 09:00"|"nearly nine o’clock"|"‘And now, Alfred, since it’s nearly nine o’clock, I am going to give you a surprise. You haven’t seen anything yet. This sumptuous dress. Those jewels at my ears, these flashing stones about my white throat –’ (her brother winced) ‘… and the fancy knot-work of my silvery coiff – all this is but a setting, Alfred, a mere setting. Can you bear to wait, Alfred, or shall I tell you? Or still more better – O yes! Yes, still more better, dear, I’ll show you NOW –’"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap > 09:00"|"a few minutes past nine"|"It had been arranged that the staff should gather in the quadrangle outside the Doctor’s house at a few minutes past nine and wait for Bellgrove, who, as headmaster, had ignored the suggestion that he should be first on the spot and wait for them. Perch-Prism’s argument that it was a good deal more ludicrous for a horde of men to hang about as though they were hatching some kind of conspiracy than it would be for Bellgrove, even though he was headmaster, cut no ice with the old lion."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap > 09:00"|"a few minutes after nine"|"And so it was that a few minutes after nine a great blot formed in the darkness of the quadrangle as though a section of the dusk had coagulated. Bellgrove, who had been hiding behind a pillar of the cloisters, had decided to keep his staff waiting for at least five minutes. But he was unable to contain his impatience. Not three minutes had passed since their arrival before his excitement propelled him forwards into the open gloom. When he was halfway across the quadrangle, and could hear the muttering of their voices, quite plainly, the moon slid out from behind a cloud. In the cold light that now laid bare the rendezvous, the red gowns of the professors burned darkly, the colour of wine. Not so Bellgrove’s. His ceremonial gown was of the finest white silk, embroidered across the back with a large ‘G’. It was a magnificent, voluminous affair, this gown, but the effect was a little startling by moonlight, and more than one of the waiting professors gave a start to see what appeared to be a ghost bearing down upon them."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"Calming, in that to enter a cave of clotted midnight, with not so much as a flicker of light to gauge her distance from her partner would have been terrifying even with her knowledge of, and confidence in, so reliable and courteous a gentleman as her escort. This dappled arbour was not so fell a place. The pranked lights, more livid, it is true, than gay, removed, nevertheless, that sense of terror only known to fugitives or those benighted in a shire of ghouls."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"The rest of her was indistinguishable midnight save for a pair of large and spectral feet. She shuffled them, but this blotch of moonlight was the largest in the arbour and to evade it involved a muscular strain quite insufferable."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap 02:00"|two|"But on this particular day, when the clocks had all struck two, and the steel of his swordstick which he had been sharpening was as keen as a razor and as pointed as a needle, he wrinkled his high shining forehead as he returned the blade to the stick. At the end of the three hours that lay before him he had something very important to do."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
12:00|noon|"While the dust that lay upon the gaunt back of the castle became warm in the sun, and the birds grew drowsy in the shadows of the towers, and while there was little to hear but the droning of the bees as they hovered over the wastes of ivy – at the same time, in the green hush of noon, the spirit of Gormenghast forest held its breath like a diver. There was no sound. Hour followed hour and all things were asleep or in a state of trance. The trunks of the great oaks were blotched with honey-coloured shadows and the prodigious boughs were stretched like the arms of bygone kings and appeared to be heavy with the weight of their gold bangles, the bracelets of the sun. There seemed to be no end to the gold afternoon and then something fell from a high branch, and the faint swish of the leaves through which it passed awoke the region. The stillness had been for the moment punctured, but the wound healed over almost at once."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"It had happened first about a year ago, that first midnight attack, secret, silent and of a maliciousness quite terrible."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap ~ 08:00"|"about eight o’clock"|"‘Yesterday, or last week, or a month ago, for I do not know how long I have been lying here insensible – I entered Barquentine’s room about eight o’clock, which was my habit every evening. It was at that hour that he would give me my orders for the next day. He was sitting on his high chair and as I entered he was lighting a candlestick. I do not know why but he started at my entrance, as though I had surprised him, but when he turned his head back again, after cursing me – but he meant no harm to me for all his irritability – he misjudged his distance from the flame, his beard swept across it and a moment later was alight. I rushed to him but his hair and clothing had already caught. There were no rugs or curtains in the room with which to smother the fire. There was no water. But I beat the flames with my hands. But the fire grew fiercer and in his pain and panic he caught hold of me and I began to burn.’"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"It was this, and very little more. And yet had his fears been mere speculations he would never have made, during the last twenty days, his three unlawful journeys. For he had moved through the midnight corridors of the place – and although as yet he had made no concrete discoveries, he had become aware almost at once of a change. Something had happened, or something was happening which was evil and subversive."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"And so (after he had found the few steps that led up to the rear of the monument in the corridors of carvings), he confined his midnight journeys, for the first few weeks, to discovering what changes had taken place since he was last in Gormenghast, in the nocturnal habits of the populace. His life in the woods had taught him patience and had made even more remarkable that power, which he had always had, of losing himself against his background. Saving for broad daylight he had no need to hide; he had only to stand still and he was absorbed into a wall, into a shadow or into rotten wood-work. When he lowered his head, his hair and beard were but another cobweb in the gloom, and his rags the sunless hart’s-tongue that flourished in the dank grey corridors."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"But for all his ability to conceal himself, he took no risks, and it was a long time before he made his long midnight journeys of reconnaissance and began to discover where almost everyone of interest to him was likely to be found at various hours of the day or night."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"> 00:00"|"after midnight"|"He took no advantage of the ample opportunities he had to vary his diet. As for his drinking water, it was only necessary for him to make his way at any hour after midnight and dip his iron can into the rain-water of a near-by cistern."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap 01:00"|one|"But in the small hours of one morning, as he returned to his room after a raid upon the kitchen, something happened which turned the rest of his winter into something less isolated but more terrible. He had left the corridor of carvings a mile or more behind, and was deep in his own realm, when he decided that instead of taking his usual path along the narrow and extended passageway to the east, he would explore an alternative corridor which, he imagined, would in its own good time lead to his own district."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
12:00|mid-day|"It was mid-day. Against a dark sky, Gormenghast Mountain, for all its ruggedness, was swathed as white as wool. Steerpike stared through it. In a quarter of an hour he would be on his way to the stables, where the horses would be lined up for his inspection. It being the anniversary of the death of a nephew of the fifty-third Countess of Groan, in his day a daring horseman, he would see that the grooms were in mourning and that the traditional equine masks were being worn at the correct angle of dejection."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap 04:00"|"four o’clock"|"‘I am so pleased,’ he said. ‘You know, my young friend, that one day when I was about your age, I was suddenly taken with the idea of concentrating upon the paper which my old schoolteacher had set me. I don’t know what gave me the idea. I had never thought of doing such a thing before. I had heard of people who had tried it, you know – of paying attention, of putting their minds to the work in hand – but I had never thought of doing it myself. But – and here you must listen, my dear boy – what happened? I will tell you. I found that the paper which my dear master had set me was quite, quite simple. It was almost an insult. I concentrated more than ever. When I had finished I asked for more. And then more again. All my answers were quite perfect. And what happened? I became so fascinated at finding I was so clever, that I did too much and became ill. And so I warn you – and I warn the whole class. Take care of your health. Don’t overdo it. Go slow – or you may have a breakdown just as I had, long ago, when I was young, dear boys, and ugly, just as you are, and just as dirty, too, and if you haven’t got your work finished by four o’clock, Master Groan, my dear child, I shall be forced to keep you in until five.’"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap 05:00"|five|"‘I am so pleased,’ he said. ‘You know, my young friend, that one day when I was about your age, I was suddenly taken with the idea of concentrating upon the paper which my old schoolteacher had set me. I don’t know what gave me the idea. I had never thought of doing such a thing before. I had heard of people who had tried it, you know – of paying attention, of putting their minds to the work in hand – but I had never thought of doing it myself. But – and here you must listen, my dear boy – what happened? I will tell you. I found that the paper which my dear master had set me was quite, quite simple. It was almost an insult. I concentrated more than ever. When I had finished I asked for more. And then more again. All my answers were quite perfect. And what happened? I became so fascinated at finding I was so clever, that I did too much and became ill. And so I warn you – and I warn the whole class. Take care of your health. Don’t overdo it. Go slow – or you may have a breakdown just as I had, long ago, when I was young, dear boys, and ugly, just as you are, and just as dirty, too, and if you haven’t got your work finished by four o’clock, Master Groan, my dear child, I shall be forced to keep you in until five.’"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap 05:00"|five|"He had been thinking of Steerpike’s accession to the key position that he now occupied. He had also been reflecting upon the way he had behaved as a patient. His fortitude had been matchless and his will to live quite savage. But for the most part, the Doctor was turning over in his mind something that was quite different. It was a phrase, which, at the height of Steerpike’s delirium, had broken loose from the chaos of his ravings – ‘And the Twins will make it five,’ the young man had shouted – ‘and the Twins will make it five.’"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"And the glaze! The earthless glaze of that midnight lake! And the multitude across the water, motionless in the shadow of the sculptured chestnut trees. And the bonfires burning!"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"And all about the moon, the midnight sky. It came down, this sky, like a curtain, expansive as nemesis and under the sky the hilltops in a haze of ferns that overlapping one another with their fronds, descended the hill, fold after fold until the chestnut forest, luxuriant in its foliage, its upper canopies shining, stretched on Titus’ eye-level in a great curve. And under these trees, along the water’s edge, as thick upon the ground as nettles in wasteland, was the life of the distant castle, the teeming populace. A hundred at a time would be contained in the cast-shadow of a single tree; a hundred more be lit in a lozenge of moonlight. And then the swarms of faces, thick as bees, illumined and flushed in the red light of the lakeside bonfires. Now that the gun had fired its salute, this long strip of the canvas had begun to seethe. Across the lake it was too far for Titus to be able to make out any single creature, but movements ran through these crowds as a ripple of wind over a field of tares. But this was not all. For these ripples, these trembling blotches of shadow and moonlight, these movements on the shore, were being simultaneously repeated in the lakes. Not the least motion of a head beneath the trees but its ghost had moved beneath it in the water. Not the flicker of a fire was lost in the reflecting water."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"‘It was wicked of me,’ said Fuchsia at last, ‘and dangerous. We are supposed to have our midnight supper at the long table, with mother. And we must go back soon.’"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"And it was this contradiction within himself that was as much as anything else the cause of his blunt and uncompromising manners. With the youths of his own age he had become more and more unpopular, his schoolmates seeing no cause for the violence of his outbursts. He had ripped the lid off his desk for less than nothing. He could be dangerous and as time went on his isolation grew more complete. The boy who had been ready for any act of mischief, for any midnight venture, in the long dormitories, was now another being!"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap 05:00"|five|"The Doctor had told the Countess of Steerpike’s delirious cry ‘And the twins will make it five!’ She had stared out of the window of her room."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap 05:00"|five|"‘But your ladyship,’ he said – she was still staring through the window. The words “And the Twins will make it five” suggest to me that their ladyships Cora and Clarice would make two of the group he had in his delirious mind. He was making a list of individuals, in his fever, I will stake my brightest penny.’"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap 08:00"|"eight o’clock"|"‘And a curfew. I have to be in my room by eight o’clock. Who’s the man outside the door here?’"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap ~ 06:00"|"about six o’clock"|"The judging was a long and scrupulous affair. The carvers would eye the judges from a distance as they squatted about the courtyard in families, or leaned against the opposite wall. Hour after hour the fateful business proceeded – the only sound being the shouting and crying of the scores of urchins. At about six o’clock the long tables were carried out by the castle servants and placed end to end in three long lines. These tables were then loaded with loaves, and bowls of thick soup."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"When dusk began to fall the judging was all but completed. The sky had become overcast and an unusual darkness brooded over the scene. The air had become intolerably close. The children had ceased to run about, although in other years they had sported tirelessly until midnight. But now they sat near their mothers in a formidable silence. To lift an arm was to become tired and to sweat profusely. Many faces were turned to the sky where a world of cloud was gathering together its gloomy continents, tier behind tier like the foliage of some fabulous cedar."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"Then he began to run, his every step a crime. Through midnight corridors in any one of which the skewbald Steerpike might well have been lurking, he sped. His jaw ached with fear and excitement. His clothes stuck to his back and thighs. Turning and turning, sometimes losing himself, and sometimes colliding with the rough walls, he came at last to a flight of broad shallow steps that ran out into the open. A mile away to his right the light of the bonfire was reflected on the bulging clouds that hung above it like the ghostly bolsters of some beldam’s bed."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap 01:00"|one|"II

  The effect of his sudden appearance upon the Thing was so violent that Titus took a step backwards. Encumbered as she was with her new garment she leapt to the side of the cave where the floor was littered with loose stones, and all in a breath she had snatched at one and flung it with a vicious speed at Titus. He jerked his head to one side but the rough stone scraped his cheekbone and stung him badly, the blood running down his neck."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"His fever mounted. As he grew weaker he grew fiercer. Perhaps he was in a dream. Perhaps it was all a delusion – the heads at a thousand windows – the boats tossing like gold beetles at the foot of the midnight heights; the flooded window that yawned for blood and drama, the upper window where his mother loomed, her red hair smouldering, her face like marble."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"It was then that he knew that he was nearer death than he had ever been. Nearer than when he was caught in the burning arms of the dead Barquentine. Nearer than when he had climbed to Fuchsia’s secret attic. For he had no more breath than for a few excruciating seconds. His way was blocked above him. The side of the barge, in swelling outwards made contact with the wall below the surface and blocked his upward path. There was no pocket of air. It was solid water. But even as a great hammer of desperation beat at his temples he turned to the ivy. To drag himself up by its outer branches would simply take him to the long narrow water-filled roof. But how deep was it, this labyrinthine under-water shuffle of saturated midnight; of endless leaves, of hairy arms and fingers?"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"There was but one course for him. To burrow in as deeply as he could, and then to descend in the gloom until he found his foe. The moonlight was now so strong that a kind of deep twilight had taken the place of the rayless midnight among the leaves. Only at the deeply-hidden face of the wall itself was the darkness complete. If Titus could reach as far inward as the wall and work his way down it might be possible to see, before he reached the level of the flood, some shape that was not the shape of ivy branch or leaf – some curve or angle that loomed among the leaves – perhaps an elbow, or a knee, or the bulge of a forehead …"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
12:00|Noon|"More and more of Gormenghast Mountain became visible. The high and jagged cone grew bigger every day. At sunrise with the thin beam slanting across it and lighting the trees and rocks and ferns, it was an island mad with birdsong. Noon brought the silence: the sun slid gently over the blue sky and was reflected in the water."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
12:00|midday|"And while he gripped it, not in weakness or sentiment but for the sake of its density, and proof of its presence, and while the midday sunlight sifted itself to and fro across the room, a dreadful sound erupted in the courtyard and the open door of his room was all at once darkened, not by the chip-eared man but, more effectively, by the hindquarters of an enormous mule."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"Should watch the ponderous billows at their play
Like midnight beasts with garlands in their jaws …
"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap 01:00"|one|"It was obvious that the poem was still in its early stages. The novelty of seeing so distinguished-looking a man behave in a manner so blatant, so self-centred, so withdrawn at one and the same time had intrigued Titus so keenly that he had outlasted at least thirty guests since the poem started. The lady with the sapphires and Mr Thirst had long since edged away, but a floating population surrounded the poet who had become sightless as he declaimed, and it would have been all the same to him if he had been alone in the room."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"< 00:00"|"nearly midnight"|"By the time some balance was restored it was nearly midnight, and there was a general pulling down of cuffs, straightening of garments, fingering of coifs and toupees, a straightening of ties, a scrutiny of mouths and eyebrows and a general state of salvage."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
00:00|midnight|"Then came the stroke of midnight, and for a few moments gooseflesh ran up every leg in Lady Cusp-Canine’s party, swarmed up the thighs and mustered its hideous forces at the base of every backbone, sending forth grisly outriders throughout the lumbar landscape. Then up the spine itself, coiling like lethal ivy, fanning out, eventually, from the cervicals, draping like icy muslin across the breasts and belly. Midnight. As the last cold crash resounds, Titus, alone on the rooftop, easing the cramp in his arm, shifting the weight of his elbow, smashes suddenly the skylight and with no time to recover, falls through the glass roof in a shower of splinters."|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
"ap 00:00"|twelve|"‘Are you still there?’ said Titus.
It was twelve long seconds before Muzzlehatch replied.
‘I am. I am still here, or some of me is. The rest of me is leaning on the rails of a ship. The air is full of spices and the deep salt water shines with phosphorus. I am alone on deck and there is no one else to see the moon float out of a cloud so that a string of palms is lit like a procession. I can see the dark-white surf as it beats upon the shore; and I see, and I remember, how a figure ran along the strip of moonlit sand, with his arms raised high above his head, and his shadow ran beside him and jerked as it sped, for the beach was uneven; and then the moon slid into the clouds again and the world went black.’"|"The Illustrated Gormenghast Trilogy"|"Mervyn Peake"
