"~ 20:00"|"about eight o‘clock in the evening"|"It was about eight o‘clock in the evening: as he did not know the streets, he walked at random."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 10:00"|"ten o‘clock"|"On the eighth day when he reached the house, there was no light in the windows. “What!” said he, “the lamp is not yet lighted. But yet it is dark. Or they have gone out?” He waited till ten o‘clock. Till midnight. Till one o’clock in the morning. No light appeared in the fourth story windows, and nobody entered the house. He went away very gloomy."|"Les Miserables (Abridged)"|"Victor Hugo"
00:00|midnight|"On the eighth day when he reached the house, there was no light in the windows. “What!” said he, “the lamp is not yet lighted. But yet it is dark. Or they have gone out?” He waited till ten o‘clock. Till midnight. Till one o’clock in the morning. No light appeared in the fourth story windows, and nobody entered the house. He went away very gloomy."|"Les Miserables (Abridged)"|"Victor Hugo"
01:00|"one o’clock in the morning"|"On the eighth day when he reached the house, there was no light in the windows. “What!” said he, “the lamp is not yet lighted. But yet it is dark. Or they have gone out?” He waited till ten o‘clock. Till midnight. Till one o’clock in the morning. No light appeared in the fourth story windows, and nobody entered the house. He went away very gloomy."|"Les Miserables (Abridged)"|"Victor Hugo"
00:00|midnight|"EVERY HUMAN SOCIETY has what is called in the theatres a third substage.  The social soil is mined everywhere, sometimes for good, sometimes for evil. These works are in strata; there are upper mines and lower mines. There is a top and a bottom in this dark sub-soil which sometimes sinks beneath civilisation, and which our indifference and our carelessness trample underfoot. The EncyclopÃ¦dia, in the last century, was a mine almost on the surface. The dark caverns, these gloomy protectors of primitive Christianity, were awaiting only an opportunity to explode beneath the CÃ¦sars, and to flood the human race with light. For in these sacred shades there is latent light. Volcanoes are full of a blackness, capable of flashing flames. All lava begins at midnight. The catacombs, where the first mass was said, were not merely the cave of Rome; they were the cavern of the world."|"Les Miserables (Abridged)"|"Victor Hugo"
00:00|midnight|"By means of their ramifications and the underlying network of their relations, Babet, Gueulemer, Claquesous, and Montparnasse controlled the general ambush business of the Department of the Seine. Originators of ideas in this line, men of midnight imagination came to them for the execution. The four villains being furnished with the single draft they took charge of putting it on the stage. They worked upon scenario. They were always in condition to furnish a company proportioned and suitable to any enterprise which stood in need of aid, and was sufficiently lucrative. A crime being in search of arms, they sublet accomplices to it. They had a company of actors of darkness at the disposition of every cavernous tragedy."|"Les Miserables (Abridged)"|"Victor Hugo"
"~ 07:00"|"About seven o‘clock in the morning"|"About seven o‘clock in the morning, he had got up and breakfasted, and was trying to set about his work when there was a gentle rap at his door."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 08:00"|"eight o‘clock"|"“Yes, my noble monsieur. At eight o‘clock, I must be at my landlord’s.”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 06:00"|"six o‘clock"|"“I will be here at six o‘clock, and I will bring you the sixty francs.”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 06:00"|"Six o‘clock"|"“Till this evening, my friends,” said he.
“Six o‘clock,” said Jondrette.
“Six o‘clock precisely.”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 06:00"|"Six o‘clock"|"“Six o‘clock,” said Jondrette.
“Six o‘clock precisely.”
Just then the overcoat on the chair caught the eye of the elder daughter."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 05:00"|"five o‘clock"|"“You will be here at five o‘clock precisely. Both of you. I shall need you.”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 06:00"|"six o‘clock"|"“Listen up. He is caught, the Crœsus! or he might as well be. It is already done. Everything is arranged. I have seen the men. He will come this evening at six o‘clock. To bring his sixty francs, the rascal! did you see  how I got that out, my sixty francs, my landlord, my 4th of February! it is not even a quarter! was that stupid! He will come then at six o’clock! our neighbour is gone to dinner then. Mother Bougon is washing dishes in the city. There is nobody in the house. Our neighbour never comes back before eleven o‘clock. The girls will stand watch. You shall help us. He will comply.”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 06:00"|"six o’clock"|"“Listen up. He is caught, the Crœsus! or he might as well be. It is already done. Everything is arranged. I have seen the men. He will come this evening at six o‘clock. To bring his sixty francs, the rascal! did you see  how I got that out, my sixty francs, my landlord, my 4th of February! it is not even a quarter! was that stupid! He will come then at six o’clock! our neighbour is gone to dinner then. Mother Bougon is washing dishes in the city. There is nobody in the house. Our neighbour never comes back before eleven o‘clock. The girls will stand watch. You shall help us. He will comply.”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 11:00"|"eleven o‘clock"|"“Listen up. He is caught, the Crœsus! or he might as well be. It is already done. Everything is arranged. I have seen the men. He will come this evening at six o‘clock. To bring his sixty francs, the rascal! did you see  how I got that out, my sixty francs, my landlord, my 4th of February! it is not even a quarter! was that stupid! He will come then at six o’clock! our neighbour is gone to dinner then. Mother Bougon is washing dishes in the city. There is nobody in the house. Our neighbour never comes back before eleven o‘clock. The girls will stand watch. You shall help us. He will comply.”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 01:00"|one|"At this word from his wife, Jondrette closed the door, and Marius heard his steps recede along the hall and go rapidly down the stairs.
Just then the clock of Saint MÃ©dard struck one."|"Les Miserables (Abridged)"|"Victor Hugo"
18:00|"six o‘clock in the evening"|"But what was he to do? warn the persons threatened? where should he find them? He did not know their address. They had reappeared to his eyes for an instant, then they had again plunged into the boundless depths of Paris. Wait at the door for M. Leblanc at six o‘clock in the evening, the time when he would arrive, and warn him of the plot? But Jondrette and his men would see him watching, the place was solitary, they would be stronger than he, they would find means to seize him or get him out of the way, and he whom Marius wished to save would be lost. One o’clock had just struck, the ambush was to be carried out at six. Marius had five hours before him."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 01:00"|"One o’clock"|"But what was he to do? warn the persons threatened? where should he find them? He did not know their address. They had reappeared to his eyes for an instant, then they had again plunged into the boundless depths of Paris. Wait at the door for M. Leblanc at six o‘clock in the evening, the time when he would arrive, and warn him of the plot? But Jondrette and his men would see him watching, the place was solitary, they would be stronger than he, they would find means to seize him or get him out of the way, and he whom Marius wished to save would be lost. One o’clock had just struck, the ambush was to be carried out at six. Marius had five hours before him."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 06:00"|six|"But what was he to do? warn the persons threatened? where should he find them? He did not know their address. They had reappeared to his eyes for an instant, then they had again plunged into the boundless depths of Paris. Wait at the door for M. Leblanc at six o‘clock in the evening, the time when he would arrive, and warn him of the plot? But Jondrette and his men would see him watching, the place was solitary, they would be stronger than he, they would find means to seize him or get him out of the way, and he whom Marius wished to save would be lost. One o’clock had just struck, the ambush was to be carried out at six. Marius had five hours before him."|"Les Miserables (Abridged)"|"Victor Hugo"
18:00|"six o‘clock that evening"|"This man, calm and abrupt, was at the same time alarming and reassuring. He inspired fear and confidence. Marius related his adventure.—That a person whom he only knew by sight was to be drawn into an ambush that very evening; that occupying the room next the place, he, Marius Pontmercy, attorney, had heard the whole plot through the partition; that the scoundrel who had contrived the plot was named Jondrette; that he had accomplices, probably prowlers of the barrières, among others a certain Panchaud, alias Printanier, alias Bigrenaille; that Jondrette’s daughters would stand watch; that there was no means of warning the threatened man, as not even his name was known; and finally, that all this was to be done at six o‘clock that evening, at the most desolate spot on the Boulevard de l’Hôpital, in the house numbered 50-52."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 02:30"|"Half past two"|"“Now,” pursued the inspector, “there is not a minute to be lost by anybody. What time is it? Half past two. It is at seven?”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 07:00"|seven|"“Now,” pursued the inspector, “there is not a minute to be lost by anybody. What time is it? Half past two. It is at seven?”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 02:30"|"Half past two"|"“Now,” pursued the inspector, “there is not a minute to be lost by anybody. What time is it? Half past two. It is at seven?”
“Six o‘clock,” said Marius.
“I have time enough,” continued the inspector, “but I have only enough. Forget nothing of what I have told you. Bang. A pistol shot.”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 07:00"|seven|"“Now,” pursued the inspector, “there is not a minute to be lost by anybody. What time is it? Half past two. It is at seven?”
“Six o‘clock,” said Marius.
“I have time enough,” continued the inspector, “but I have only enough. Forget nothing of what I have told you. Bang. A pistol shot.”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 06:00"|"Six o‘clock"|"“Now,” pursued the inspector, “there is not a minute to be lost by anybody. What time is it? Half past two. It is at seven?”
“Six o‘clock,” said Marius.
“I have time enough,” continued the inspector, “but I have only enough. Forget nothing of what I have told you. Bang. A pistol shot.”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 05:30"|"half-past five o‘clock"|"MARIUS sat down on his bed. It might have been half-past five o‘clock. A half-hour only separated him from what was to come. He heard his arteries beat as one hears the ticking of a watch in the dark. He thought of this double march that was going on that moment in the darkness, crime advancing on the one hand, justice coming on the other. He was not afraid, but he could not think without a sort of shudder of the things which were so soon to take place. To him, as to all those whom some surprising adventure has suddenly befallen, this whole day seemed but a dream; and, to assure himself that he was not the prey of a nightmare, he had to feel the chill of the two steel pistols in his vest pockets."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 06:00"|"Six o‘clock"|"“What time is it?”
“Six o‘clock, almost. The half has just struck on Saint Médard.”
“The devil!” said Jondrette, “the girls must go and stand watch. Come here, you children, and listen to me.”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 00:30"|"half of one"|"The fireplace and the table, with the two chairs, were exactly opposite Marius. The furnace was hidden; the room was now lighted only by the candle ; the least thing upon the table or the mantel made a great shadow. A broken water-pitcher masked the half of one wall. There was in the room a calm which was inexpressibly hideous and threatening. The approach of some appalling thing could be felt."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 06:00"|"Six o‘clock"|"JUST THEN the distant and melancholy vibration of a bell shook the windows. Six o‘clock struck on Saint Médard."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 00:51"|"nine to one"|"For some moments, Monsieur Leblanc had seemed to follow and to watch all the movements of ThÃ©nardier, who, blinded and bewildered by his own rage, was walking to and fro in the den with the confidence inspired by the feeling that the door was guarded, having armed possession of a disarmed man, and being nine to one, even if the ThÃ©nardiess should count but for one man. In his apostrophe to the man with the pole-axe, he turned his back on Monsieur Leblanc."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 02:00"|two|"THE MAN AWAKES
As THE CATHEDRAL CLOCK struck two, Jean Valjean awoke.
What awakened him was, too good a bed. For nearly twenty years he had not slept in a bed, and, although he had not undressed, the sensation was too novel not to disturb his sleep."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 03:00"|three|"His mind wavered a whole hour, and a long one, in fluctuation and in struggle. The clock struck three. He opened his eyes, rose up hastily in bed, reached out his arm and felt his haversack, which he had put into the corner of the alcove, then he thrust out his legs and placed his feet on the ground, and found himself, he knew not how, seated on his bed."|"Les Miserables (Abridged)"|"Victor Hugo"
22:00|"ten o‘clock at night"|"It could not be her father, he was absent; it could not be Toussaint, she was in bed. It was ten o‘clock at night."|"Les Miserables (Abridged)"|"Victor Hugo"
01:00|"one o‘clock in the morning"|"The third night the moon was smaller and rose later, it might have been  one o‘clock in the morning, she heard a loud burst of laughter and her father’s voice calling her:"|"Les Miserables (Abridged)"|"Victor Hugo"
01:00|"one in the morning"|"This Magnon girl, spoken of some pages back, was the same who had succeeded in getting her two children endowed by goodman Gillenormand. She lived on the Quai des CÃ©lestins, at the corner of that ancient Rue du Petit Musc which has done what it could to change its evil renown into good odour. Many will remember that great epidemic of croup which desolated, thirty-five years ago, the quarters bordering on the Seine at Paris, and of which science took advantage to experiment on a large scale as to the efficacy of insufflations of alum, now so happily replaced by the tincture of iodine externally applied. In that epidemic, Magnon lost her two boys, still very young, on the same day, one in the morning, the other at night. This was a blow. These children were precious to their mother; they represented eighty francs a month. These eighty francs were paid with great exactness, in the name of M. Gillenormand, by his rent-agent, M. Barge, retired constable, Rue du Roi de Sicile. The children dead, the income was buried. Magnon sought for an expedient. In that dark masonry of evil of which she was a part, everything is known, secrets are kept, and each aids the other. Magnon needed two children! the ThÃ©nardiess had two. Same sex, same age. Good arrangement for one, good investment for the other. The little ThÃ©nardiers became the little Magnons. Magnon left the Quai des CÃ©lestins and went to live in the Rue  Clocheperce. In Paris, the identity which binds an individual to himself is broken from one street to another."|"Les Miserables (Abridged)"|"Victor Hugo"
12:00|noon|"Brujon, having spent a month in solitary, had had time, first, to twist a rope, secondly, to perfect a plan. Formerly these grim cells, in which prison discipline delivers the condemned to himself, were composed of four stone walls, a stone ceiling, a floor of paving-stones, a camp bed, a grated air-hole, a door reinforced with iron, and were called dungeons; but the dungeon came to be thought too horrible: today it is composed of an iron door, a grated air-hole, a camp bed, a floor of paving-stones, a stone ceiling, four stone walls, and it is called a punitive detention cell. There is little light in them even at noon. The disadvantage of these rooms which, as we see, are not dungeons, is that they allow beings to reflect who should be made to work."|"Les Miserables (Abridged)"|"Victor Hugo"
"~ 01:00"|"About one o‘clock in the morning"|"About one o‘clock in the morning, the night being very dark, he saw two shadows passing on the roof, in the rain and in the raging wind, before the window opposite his cage. One stopped at the window long enough for a look. It was Brujon. Thénardier recognised him, and understood. That was enough for him. Thénardier, described as an assassin, and detained under the charge of lying in wait by night with force and arms, was kept constantly in sight. A sentinel, who was relieved every two hours, marched with loaded gun before his cage. The Bel Air was lighted by a reflector. The prisoner had irons on his feet weighing fifty pounds. Every day, at four o’clock in the afternoon, a warden, escorted by two dogs—this was customary at that period—entered his cage, laid down near his bed a two pound loaf of black bread, a jug of water, and a dish full of very thin soup in which a few beans were swimming, examined his irons, and struck upon the bars. This man, with his dogs, returned twice in the night."|"Les Miserables (Abridged)"|"Victor Hugo"
16:00|"four o’clock in the afternoon"|"About one o‘clock in the morning, the night being very dark, he saw two shadows passing on the roof, in the rain and in the raging wind, before the window opposite his cage. One stopped at the window long enough for a look. It was Brujon. Thénardier recognised him, and understood. That was enough for him. Thénardier, described as an assassin, and detained under the charge of lying in wait by night with force and arms, was kept constantly in sight. A sentinel, who was relieved every two hours, marched with loaded gun before his cage. The Bel Air was lighted by a reflector. The prisoner had irons on his feet weighing fifty pounds. Every day, at four o’clock in the afternoon, a warden, escorted by two dogs—this was customary at that period—entered his cage, laid down near his bed a two pound loaf of black bread, a jug of water, and a dish full of very thin soup in which a few beans were swimming, examined his irons, and struck upon the bars. This man, with his dogs, returned twice in the night."|"Les Miserables (Abridged)"|"Victor Hugo"
02:00|"two o‘clock in the morning"|"At two o‘clock in the morning, the sentinel, who was an old soldier, was relieved, and his place was taken by a conscript. A few moments afterwards, the man with the dogs made his visit, and went away without noticing anything, except the extreme youth and the “peasant air” of the “greenhorn.” Two hours afterwards, at four o’clock, when they came to relieve the conscript, they found him asleep, and lying on the ground like a log near Thénardier’s cage. As to Thénardier, he was not there. His broken irons were on the floor. There was a hole in the ceiling of his cage, and above, another hole in the roof A board had been torn from his bed, and doubtless carried away, for it was not found again. There was also seized in the cell a half empty bottle, containing the rest of the drugged wine with which the soldier had been put to sleep. The soldier’s bayonet had disappeared."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 04:00"|"four o’clock"|"At two o‘clock in the morning, the sentinel, who was an old soldier, was relieved, and his place was taken by a conscript. A few moments afterwards, the man with the dogs made his visit, and went away without noticing anything, except the extreme youth and the “peasant air” of the “greenhorn.” Two hours afterwards, at four o’clock, when they came to relieve the conscript, they found him asleep, and lying on the ground like a log near Thénardier’s cage. As to Thénardier, he was not there. His broken irons were on the floor. There was a hole in the ceiling of his cage, and above, another hole in the roof A board had been torn from his bed, and doubtless carried away, for it was not found again. There was also seized in the cell a half empty bottle, containing the rest of the drugged wine with which the soldier had been put to sleep. The soldier’s bayonet had disappeared."|"Les Miserables (Abridged)"|"Victor Hugo"
"> 03:00"|"a little after three o‘clock in the morning"|"Thénardier was upon the crest of this ruin a little after three o‘clock in the morning."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 04:00"|four|"The clock struck four. ThÃ©nardier shuddered. A few moments afterwards, that wild and confused noise which follows upon the discovery of an escape, broke out in the prison. The sounds of doors opening and shutting, the grinding of gratings upon their hinges, the tumult in the guard-house, the harsh calls of the gate-keepers, the sound of the butts of muskets upon the pavement of the yards reached him. Lights moved up and down in the grated windows of the dormitories, a torch ran along the attic of the BÃ¢timent Neuf, the firemen of the barracks alongside had been called. Their caps, which the torches lighted up in the rain, were going to and fro along the roofs. At the same time ThÃ©nardier saw in the direction of the Bastille a whitish tint throwing a dismal pallor over the lower part of the sky."|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 10:00"|"ten o‘clock"|"Cosette, a little less dreamy than Marius, was cheerful, and that was enough to make Jean Valjean happy. The thoughts of Cosette, her tender preoccupations, the image of Marius which filled her soul, detracted nothing from the incomparable purity of her beautiful, chaste, and smiling forehead. She was at the age when the maiden bears her love as the angel bears her lily. So Jean Valjean’s mind was at rest. And then when two lovers have an understanding they always get along well; any third person who might disturb their love, is kept in perfect blindness by a very few precautions, always the same for all lovers. Thus never any objections from Cosette to Jean Valjean. Did he wish to take a walk? yes, my dear father. Did he wish to remain at home? very well. Would he spend the evening with Cosette? she was in raptures. As he always retired at ten o‘clock, at such times Marius would not come to the garden till after that hour, when from the street he would hear Cosette open the glass-door leading out on the steps. We need not say that Marius was never met by day. Jean Valjean no longer even thought that Marius was in existence. Once, only, one morning, he happened to say to Cosette: “Why, you have something white on your back!” The evening before, Marius, in a transport, had pressed Cosette against the wall."|"Les Miserables (Abridged)"|"Victor Hugo"
"~ 22:00"|"About ten o‘clock in the evening"|"About ten o‘clock in the evening, one of the two or three passers-by in the Rue Plumet, a belated old bourgeois who was hurrying through this deserted and ill-famed place, keeping close to the garden grating, on reaching the angle which the grating made with the wall, heard a sullen and threatening voice which said:"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 09:00"|"nine o‘clock"|"“Then I will pray God, and I will think of you from now till then, that you may succeed. I will not ask any more questions, since you wish me not to. You are my master. I shall spend my evening to-morrow singing that music of Euryanthe which you love, and which you came to hear one evening behind my shutter. But day after to-morrow you will come early; I shall expect you at night, at nine o‘clock precisely. I forewarn you. Oh, dear! how sad it is that the days are long! You understand;—when the clock strikes nine, I shall be in the garden.”"|"Les Miserables (Abridged)"|"Victor Hugo"
"ap 09:00"|nine|"“Then I will pray God, and I will think of you from now till then, that you may succeed. I will not ask any more questions, since you wish me not to. You are my master. I shall spend my evening to-morrow singing that music of Euryanthe which you love, and which you came to hear one evening behind my shutter. But day after to-morrow you will come early; I shall expect you at night, at nine o‘clock precisely. I forewarn you. Oh, dear! how sad it is that the days are long! You understand;—when the clock strikes nine, I shall be in the garden.”"|"Les Miserables (Abridged)"|"Victor Hugo"
