"ap 05:26"|5.26|"As for the two Books of the Kings, and the two books of the Chronicles, besides the places which mention such monuments, as the Writer saith, remained till his own days; such as are 1 Kings 9.13. 9.21. 10. 12. 12.19. 2 Kings 2.22. 8.22. 10.27. 14.7. 16.6. 17.23. 17.34. 17.41. 1 Chron. 4.41. 5.26. It is argument sufficient they were written after the captivity in Babylon, that the History of them is continued till that time. For the Facts Registred are alwaies more ancient than such Books as make mention of, and quote the Register; as these Books doe in divers places, referring the Reader to the Chronicles of the Kings of Juda, to the Chronicles of the Kings of Israel, to the Books of the Prophet Samuel, or the Prophet Nathan, of the Prophet Ahijah; to the Vision of Jehdo, to the Books of the Prophet Serveiah, and of the Prophet Addo."|Leviathan|"Thomas Hobbes"
"ap 03:10"|3.10|"In the Book of Judges, an extraordinary Zeal, and Courage in the defence of Gods people, is called the Spirit of God; as when it excited Othoniel, Gideon, Jeptha, and Samson to deliver them from servitude, Judg. 3.10. 6.34. 11.29. 13.25. 14.6,19. And of Saul, upon the newes of the insolence of the Ammonites towards the men of Jabeth Gilead, it is said (1 Sam.11.6.) that ""The Spirit of God came upon Saul, and his Anger (or, as it is in the Latine, His Fury) was kindled greatly."" Where it is not probable was meant a Ghost, but an extraordinary Zeal to punish the cruelty of the Ammonites. In like manner by the Spirit of God, that came upon Saul, when hee was amongst the Prophets that praised God in Songs, and Musick (1 Sam.19.20.) is to be understood, not a Ghost, but an unexpected and sudden Zeal to join with them in their devotions."|Leviathan|"Thomas Hobbes"
"ap 06:34"|6.34|"In the Book of Judges, an extraordinary Zeal, and Courage in the defence of Gods people, is called the Spirit of God; as when it excited Othoniel, Gideon, Jeptha, and Samson to deliver them from servitude, Judg. 3.10. 6.34. 11.29. 13.25. 14.6,19. And of Saul, upon the newes of the insolence of the Ammonites towards the men of Jabeth Gilead, it is said (1 Sam.11.6.) that ""The Spirit of God came upon Saul, and his Anger (or, as it is in the Latine, His Fury) was kindled greatly."" Where it is not probable was meant a Ghost, but an extraordinary Zeal to punish the cruelty of the Ammonites. In like manner by the Spirit of God, that came upon Saul, when hee was amongst the Prophets that praised God in Songs, and Musick (1 Sam.19.20.) is to be understood, not a Ghost, but an unexpected and sudden Zeal to join with them in their devotions."|Leviathan|"Thomas Hobbes"
"ap 11:29"|11.29|"In the Book of Judges, an extraordinary Zeal, and Courage in the defence of Gods people, is called the Spirit of God; as when it excited Othoniel, Gideon, Jeptha, and Samson to deliver them from servitude, Judg. 3.10. 6.34. 11.29. 13.25. 14.6,19. And of Saul, upon the newes of the insolence of the Ammonites towards the men of Jabeth Gilead, it is said (1 Sam.11.6.) that ""The Spirit of God came upon Saul, and his Anger (or, as it is in the Latine, His Fury) was kindled greatly."" Where it is not probable was meant a Ghost, but an extraordinary Zeal to punish the cruelty of the Ammonites. In like manner by the Spirit of God, that came upon Saul, when hee was amongst the Prophets that praised God in Songs, and Musick (1 Sam.19.20.) is to be understood, not a Ghost, but an unexpected and sudden Zeal to join with them in their devotions."|Leviathan|"Thomas Hobbes"
13:25|13.25|"In the Book of Judges, an extraordinary Zeal, and Courage in the defence of Gods people, is called the Spirit of God; as when it excited Othoniel, Gideon, Jeptha, and Samson to deliver them from servitude, Judg. 3.10. 6.34. 11.29. 13.25. 14.6,19. And of Saul, upon the newes of the insolence of the Ammonites towards the men of Jabeth Gilead, it is said (1 Sam.11.6.) that ""The Spirit of God came upon Saul, and his Anger (or, as it is in the Latine, His Fury) was kindled greatly."" Where it is not probable was meant a Ghost, but an extraordinary Zeal to punish the cruelty of the Ammonites. In like manner by the Spirit of God, that came upon Saul, when hee was amongst the Prophets that praised God in Songs, and Musick (1 Sam.19.20.) is to be understood, not a Ghost, but an unexpected and sudden Zeal to join with them in their devotions."|Leviathan|"Thomas Hobbes"
"ap 01:20"|1.20|"Gen. 2.7. It is said, ""God made man of the dust of the Earth, and breathed into his nostrills (spiraculum vitae) the breath of life, and man was made a living soul."" There the Breath of Life inspired by God, signifies no more, but that God gave him life; And (Job 27.3.) ""as long as the Spirit of God is in my nostrils;"" is no more then to say, ""as long as I live."" So in Ezek. 1.20. ""the Spirit of life was in the wheels,"" is equivalent to, ""the wheels were alive."" And (Ezek. 2.30.) ""the spirit entred into me, and set me on my feet,"" that is, ""I recovered my vitall strength;"" not that any Ghost, or incorporeal substance entred into, and possessed his body."|Leviathan|"Thomas Hobbes"
"ap 01:12"|1.12|"Likewise these words (Luke 4.1.) ""And Jesus full of the Holy Ghost"" (that is, as it is exprest, Mat. 4.1. and Mar. 1.12. ""of the Holy Spirit"",) may be understood, for Zeal to doe the work for which hee was sent by God the Father: but to interpret it of a Ghost, is to say, that God himselfe (for so our Saviour was,) was filled with God; which is very unproper, and unsignificant. How we came to translate Spirits, by the word Ghosts, which signifieth nothing, neither in heaven, nor earth, but the Imaginary inhabitants of mans brain, I examine not: but this I say, the word Spirit in the text signifieth no such thing; but either properly a reall Substance, or Metaphorically, some extraordinary Ability of Affection of the Mind, or of the Body."|Leviathan|"Thomas Hobbes"
14:26|14.26|"The Disciples of Christ, seeing him walking upon the sea, (Mat. 14.26. and Marke 6.49.) supposed him to be a Spirit, meaning thereby an Aeriall Body, and not a Phantasme: for it is said, they all saw him; which cannot be understood of the delusions of the brain, (which are not common to many at once, as visible Bodies are; but singular, because of the differences of Fancies), but of Bodies only. In like manner, where he was taken for a Spirit, by the same Apostles (Luke 24.3,7.): So also (Acts 12.15) when St. Peter was delivered out of Prison, it would not be beleeved; but when the Maid said he was at the dore, they said it was his Angel; by which must be meant a corporeall substance, or we must say, the Disciples themselves did follow the common opinion of both Jews and Gentiles, that some such apparitions were not Imaginary, but Reall; and such as needed not the fancy of man for their Existence: These the Jews called Spirits, and Angels, Good or Bad; as the Greeks called the same by the name of Daemons. And some such apparitions may be reall, and substantiall; that is to say, subtile Bodies, which God can form by the same power, by which he formed all things, and make use of, as of Ministers, and Messengers (that is to say, Angels) to declare his will, and execute the same when he pleaseth, in extraordinary and supernaturall manner. But when hee hath so formed them they are Substances, endued with dimensions, and take up roome, and can be moved from place to place, which is peculiar to Bodies; and therefore are not Ghosts Incorporeall, that is to say, Ghosts that are in No Place; that is to say, that are No Where; that is to say, that seeming to be Somewhat, are Nothing. But if corporeall be taken in the most vulgar manner, for such Substances as are perceptible by our externall Senses; then is Substance Incorporeall, a thing not Imaginary, but Reall; namely, a thin Substance Invisible, but that hath the same dimensions that are in grosser Bodies."|Leviathan|"Thomas Hobbes"
19:13|19.13|"For we read Gen. 16. that the same apparition is called, not onely an Angel, but God; where that which (verse 7.) is called the Angel of the Lord, in the tenth verse, saith to Agar, ""I will multiply thy seed exceedingly;"" that is, speaketh in the person of God. Neither was this apparition a Fancy figured, but a Voice. By which it is manifest, that Angel signifieth there, nothing but God himself, that caused Agar supernaturally to apprehend a voice supernaturall, testifying Gods speciall presence there. Why therefore may not the Angels that appeared to Lot, and are called Gen. 19.13. Men; and to whom, though they were but two, Lot speaketh (ver. 18.) as but one, and that one, as God, (for the words are, ""Lot said unto them, Oh not so my Lord"") be understood of images of men, supernaturally formed in the Fancy; as well as before by Angel was understood a fancyed Voice? When the Angel called to Abraham out of heaven, to stay his hand (Gen. 22.11.) from slaying Isaac, there was no Apparition, but a Voice; which neverthelesse was called properly enough a Messenger, or Angel of God, because it declared Gods will supernaturally, and saves the labour of supposing any permanent Ghosts. The Angels which Jacob saw on the Ladder of Heaven (Gen. 28.12.) were a Vision of his sleep; therefore onely Fancy, and a Dream; yet being supernaturall, and signs of Gods Speciall presence, those apparitions are not improperly called Angels. The same is to be understood (Gen.31.11.) where Jacob saith thus, ""The Angel of the Lord appeared to mee in my sleep."" For an apparition made to a man in his sleep, is that which all men call a Dreame, whether such Dreame be naturall, or supernaturall: and that which there Jacob calleth an Angel, was God himselfe; for the same Angel saith (verse 13.) ""I am the God of Bethel."""|Leviathan|"Thomas Hobbes"
"ap 05:18"|5.18|"And first we find, that Adam was created in such a condition of life, as had he not broken the commandement of God, he had enjoyed it in the Paradise of Eden Everlastingly. For there was the Tree of Life; whereof he was so long allowed to eat, as he should forbear to eat of the tree of Knowledge of Good an Evill; which was not allowed him. And therefore as soon as he had eaten of it, God thrust him out of Paradise, ""lest he should put forth his hand, and take also of the tree of life, and live for ever."" (Gen. 3. 22.) By which it seemeth to me, (with submission neverthelesse both in this, and in all questions, whereof the determination dependeth on the Scriptures, to the interpretation of the Bible authorized by the Common–wealth, whose Subject I am,) that Adam if he had not sinned, had had an Eternall Life on Earth: and that Mortality entred upon himself, and his posterity, by his first Sin. Not that actuall Death then entred; for Adam then could never have had children; whereas he lived long after, and saw a numerous posterity ere he dyed. But where it is said, ""In the day that thou eatest thereof, thou shalt surely die,"" it must needs bee meant of his Mortality, and certitude of death. Seeing then Eternall life was lost by Adams forfeiture, in committing sin, he that should cancell that forfeiture was to recover thereby, that Life again. Now Jesus Christ hath satisfied for the sins of all that beleeve in him; and therefore recovered to all beleevers, that ETERNALL LIFE, which was lost by the sin of Adam. And in this sense it is, that the comparison of St. Paul holdeth (Rom. 5.18, 19.) ""As by the offence of one, Judgment came upon all men to condemnation, even so by the righteousnesse of one, the free gift came upon all men to Justification of Life."" Which is again (1 Cor. 15.21,22) more perspicuously delivered in these words, ""For since by man came death, by man came also the resurrection of the dead. For as in Adam all die, even so in Christ shall all be made alive."""|Leviathan|"Thomas Hobbes"
"ap 08:12"|8.12|"The Torments of Hell, are expressed sometimes, by ""weeping, and gnashing of teeth,"" as Mat. 8.12. Sometimes, by ""the worm of Conscience;"" as Isa.66.24. and Mark 9.44, 46, 48; sometimes, by Fire, as in the place now quoted, ""where the worm dyeth not, and the fire is not quenched,"" and many places beside: sometimes by ""Shame, and contempt,"" as Dan. 12.2. ""And many of them that sleep in the dust of the Earth, shall awake; some to Everlasting life; and some to shame, and everlasting contempt."" All which places design metaphorically a grief, and discontent of mind, from the sight of that Eternall felicity in others, which they themselves through their own incredulity, and disobedience have lost. And because such felicity in others, is not sensible but by comparison with their own actuall miseries; it followeth that they are to suffer such bodily paines, and calamities, as are incident to those, who not onely live under evill and cruell Governours, but have also for Enemy, the Eternall King of the Saints, God Almighty. And amongst these bodily paines, is to be reckoned also to every one of the wicked a second Death. For though the Scripture bee clear for an universall Resurrection; yet wee do not read, that to any of the Reprobate is promised an Eternall life. For whereas St. Paul (1 Cor. 15.42, 43.) to the question concerning what bodies men shall rise with again, saith, that ""the body is sown in corruption, and is raised in incorruption; It is sown in dishonour, it is raised in glory; it is sown in weaknesse, it is raised in power;"" Glory and Power cannot be applyed to the bodies of the wicked: Nor can the name of Second Death, bee applyed to those that can never die but once: And although in Metaphoricall speech, a Calamitous life Everlasting, may bee called an Everlasting Death yet it cannot well be understood of a Second Death. The fire prepared for the wicked, is an Everlasting Fire: that is to say, the estate wherein no man can be without torture, both of body and mind, after the Resurrection, shall endure for ever; and in that sense the Fire shall be unquenchable, and the torments Everlasting: but it cannot thence be inferred, that hee who shall be cast into that fire, or be tormented with those torments, shall endure, and resist them so, as to be eternally burnt, and tortured, and yet never be destroyed, nor die. And though there be many places that affirm Everlasting Fire, and Torments (into which men may be cast successively one after another for ever;) yet I find none that affirm there shall bee an Eternall Life therein of any individuall person; but on the contrary, an Everlasting Death, which is the Second Death: (Apoc. 20. 13,14.) ""For after Death, and the Grave shall have delivered up the dead which were in them, and every man be judged according to his works; Death and the Grave shall also be cast into the Lake of Fire. This is the Second Death."" Whereby it is evident, that there is to bee a Second Death of every one that shall bee condemned at the day of Judgement, after which hee shall die no more."|Leviathan|"Thomas Hobbes"
15:42|15.42|"The Torments of Hell, are expressed sometimes, by ""weeping, and gnashing of teeth,"" as Mat. 8.12. Sometimes, by ""the worm of Conscience;"" as Isa.66.24. and Mark 9.44, 46, 48; sometimes, by Fire, as in the place now quoted, ""where the worm dyeth not, and the fire is not quenched,"" and many places beside: sometimes by ""Shame, and contempt,"" as Dan. 12.2. ""And many of them that sleep in the dust of the Earth, shall awake; some to Everlasting life; and some to shame, and everlasting contempt."" All which places design metaphorically a grief, and discontent of mind, from the sight of that Eternall felicity in others, which they themselves through their own incredulity, and disobedience have lost. And because such felicity in others, is not sensible but by comparison with their own actuall miseries; it followeth that they are to suffer such bodily paines, and calamities, as are incident to those, who not onely live under evill and cruell Governours, but have also for Enemy, the Eternall King of the Saints, God Almighty. And amongst these bodily paines, is to be reckoned also to every one of the wicked a second Death. For though the Scripture bee clear for an universall Resurrection; yet wee do not read, that to any of the Reprobate is promised an Eternall life. For whereas St. Paul (1 Cor. 15.42, 43.) to the question concerning what bodies men shall rise with again, saith, that ""the body is sown in corruption, and is raised in incorruption; It is sown in dishonour, it is raised in glory; it is sown in weaknesse, it is raised in power;"" Glory and Power cannot be applyed to the bodies of the wicked: Nor can the name of Second Death, bee applyed to those that can never die but once: And although in Metaphoricall speech, a Calamitous life Everlasting, may bee called an Everlasting Death yet it cannot well be understood of a Second Death. The fire prepared for the wicked, is an Everlasting Fire: that is to say, the estate wherein no man can be without torture, both of body and mind, after the Resurrection, shall endure for ever; and in that sense the Fire shall be unquenchable, and the torments Everlasting: but it cannot thence be inferred, that hee who shall be cast into that fire, or be tormented with those torments, shall endure, and resist them so, as to be eternally burnt, and tortured, and yet never be destroyed, nor die. And though there be many places that affirm Everlasting Fire, and Torments (into which men may be cast successively one after another for ever;) yet I find none that affirm there shall bee an Eternall Life therein of any individuall person; but on the contrary, an Everlasting Death, which is the Second Death: (Apoc. 20. 13,14.) ""For after Death, and the Grave shall have delivered up the dead which were in them, and every man be judged according to his works; Death and the Grave shall also be cast into the Lake of Fire. This is the Second Death."" Whereby it is evident, that there is to bee a Second Death of every one that shall bee condemned at the day of Judgement, after which hee shall die no more."|Leviathan|"Thomas Hobbes"
14:39|14.39|"Concerning Particular Salvations, such as are understood, 1 Sam. 14.39. ""as the Lord liveth that saveth Israel,"" that is, from their temporary enemies, and 2 Sam. 22.4. ""Thou art my Saviour, thou savest me from violence;"" and 2 Kings 13.5. ""God gave the Israelites a Saviour, and so they were delivered from the hand of the Assyrians,"" and the like, I need say nothing; there being neither difficulty, nor interest, to corrupt the interpretation of texts of that kind."|Leviathan|"Thomas Hobbes"
18:17|18.17|"It is taken also sometimes for the men that have right to be of the Congregation, though not actually assembled; that is to say, for the whole multitude of Christian men, how far soever they be dispersed: as (Act. 8.3.) where it is said, that ""Saul made havock of the Church:"" And in this sense is Christ said to be Head of the Church. And sometimes for a certain part of Christians, as (Col. 4.15.) ""Salute the Church that is in his house."" Sometimes also for the Elect onely; as (Ephes. 5.27.) ""A Glorious Church, without spot, or wrinkle, holy, and without blemish;"" which is meant of the Church Triumphant, or, Church To Come. Sometimes, for a Congregation assembled, of professors of Christianity, whether their profession be true, or counterfeit, as it is understood, Mat. 18.17. where it is said, ""Tell it to the Church, and if hee neglect to hear the Church, let him be to thee as a Gentile, or Publican."""|Leviathan|"Thomas Hobbes"
19:28|19.28|"The time between the Ascension, and the generall Resurrection, is called, not a Reigning, but a Regeneration; that is, a Preparation of men for the second and glorious coming of Christ, at the day of Judgment; as appeareth by the words of our Saviour, Mat. 19.28. ""You that have followed me in the Regeneration, when the Son of man shall sit in the throne of his glory, you shall also sit upon twelve Thrones;"" And of St. Paul (Ephes. 6.15.) ""Having your feet shod with the Preparation of the Gospell of Peace."""|Leviathan|"Thomas Hobbes"
"ap 01:21"|1.21|"But what then shall we say of all those Martyrs we read of in the History of the Church, that they have needlessely cast away their lives? For answer hereunto, we are to distinguish the persons that have been for that cause put to death; whereof some have received a Calling to preach, and professe the Kingdome of Christ openly; others have had no such Calling, nor more has been required of them than their owne faith. The former sort, if they have been put to death, for bearing witnesse to this point, that Jesus Christ is risen from the dead, were true Martyrs; For a Martyr is, (to give the true definition of the word) a Witnesse of the Resurrection of Jesus the Messiah; which none can be but those that conversed with him on earth, and saw him after he was risen: For a Witnesse must have seen what he testifieth, or else his testimony is not good. And that none but such, can properly be called Martyrs of Christ, is manifest out of the words of St. Peter, Act. 1.21, 22. ""Wherefore of these men which have companyed with us all the time that the Lord Jesus went in and out amongst us, beginning from the Baptisme of John unto that same day hee was taken up from us, must one be ordained to be a Martyr (that is a Witnesse) with us of his Resurrection:"" Where we may observe, that he which is to bee a Witnesse of the truth of the Resurrection of Christ, that is to say, of the truth of this fundamentall article of Christian Religion, that Jesus was the Christ, must be some Disciple that conversed with him, and saw him before, and after his Resurrection; and consequently must be one of his originall Disciples: whereas they which were not so, can Witnesse no more, but that their antecessors said it, and are therefore but Witnesses of other mens testimony; and are but second Martyrs, or Martyrs of Christs Witnesses."|Leviathan|"Thomas Hobbes"
"ap 04:14"|4.14|"According to this ancient Rite, the Apostles, and Presbyters, and the Presbytery it self, Laid Hands on them whom they ordained Pastors, and withall prayed for them that they might receive the Holy Ghost; and that not only once, but sometimes oftner, when a new occasion was presented: but the end was still the same, namely a punctuall, and religious designation of the person, ordained either to the Pastorall Charge in general, or to a particular Mission: so (Act. 6.6.) ""The Apostles Prayed, and Laid their Hands"" on the seven Deacons; which was done, not to give them the Holy Ghost, (for they were full of the Holy Ghost before thy were chosen, as appeareth immediately before, verse 3.) but to design them to that Office. And after Philip the Deacon had converted certain persons in Samaria, Peter and John went down (Act. 8.17.)"" and laid their Hands on them, and they received the Holy Ghost."" And not only an Apostle, but a Presbyter had this power: For S. Paul adviseth Timothy (1 Tim. 5.22.) ""Lay Hands suddenly on no man;"" that is, designe no man rashly to the Office of a Pastor. The whole Presbytery Laid their Hands on Timothy, as we read 1 Tim. 4.14. but this is to be understood, as that some did it by the appointment of the Presbytery, and most likely their Proestos, or Prolocutor, which it may be was St. Paul himself. For in his 2 Epist. to Tim. ver. 6. he saith to him, ""Stirre up the gift of God which is in thee, by the Laying on of my Hands:"" where note by the way, that by the Holy ghost, is not meant the third Person in the Trinity, but the Gifts necessary to the Pastorall Office. We read also, that St. Paul had Imposition of Hands twice; once from Ananias at Damascus (Acts 9.17,18.) at the time of his Baptisme; and again (Acts 13.3.) at Antioch, when he was first sent out to Preach. The use then of this ceremony considered in the Ordination of Pastors, was to design the Person to whom they gave such Power. But if there had been then any Christian, that had had the Power of Teaching before; the Baptizing of him, that is the making of him a Christian, had given him no new Power, but had onely caused him to preach true Doctrine, that is, to use his Power aright; and therefore the Imposition of Hands had been unnecessary; Baptisme it selfe had been sufficient. But every Soveraign, before Christianity, had the power of Teaching, and Ordaining Teachers; and therefore Christianity gave them no new Right, but only directed them in the way of teaching truth; and consequently they needed no Imposition of Hands (besides that which is done in Baptisme) to authorize them to exercise any part of the Pastorall Function, as namely, to Baptize, and Consecrate. And in the Old Testament, though the Priest only had right to Consecrate, during the time that the Soveraignty was in the High Priest; yet it was not so when the Soveraignty was in the King: For we read (1 Kings 8.) That Solomon Blessed the People, Consecrated the Temple, and pronounced that Publique Prayer, which is the pattern now for Consecration of all Christian Churches, and Chappels: whereby it appears, he had not only the right of Ecclesiasticall Government; but also of exercising Ecclesiasticall Functions."|Leviathan|"Thomas Hobbes"
