20:30|"8:30 P.M."|"Davis, his cabinet, and other government officials were scheduled to depart at 8:30 P.M., crowded aboard a ramshackle train, each car poignantly labeled: “War Department,” “Quartermasters Department,” “Treasury Department.” But it was not until eleven that Davis at last bade farewell to Richmond, as the train pulled away, jerking and clacking toward Danville, Virginia—the new capital of the CSA."|"April 1865"|"Jay Winik"
"~ 00:00"|"Around midnight"|"After nightfall, the military and the militia prepared to carry out their instructions. Destroy all weaponry; torch all commodities, including the vast tobacco warehouses; get rid of all liquor. As the evening faded, they complied. A few artillerists dumped cannon into the James, to join the handful of Confederate naval vessels being scuttled. It was the liquor, however, that went first—with unforeseen but dismal consequences. Around midnight, at the well-intentioned order of the City Council, the militia turned to Richmond’s stores of whiskey, bashing in some 300 barrel heads and pouring thousands of gallons into the gutters. It was a grave mistake."|"April 1865"|"Jay Winik"
07:00|"7 A.M."|"“A single blue jacket rose over the hill,” recorded one Richmonder, standing transfixed with astonishment at what she saw. Then another sprang up and another—“as if rising out of the earth.” It was just shy of 7 A.M."|"April 1865"|"Jay Winik"
"ap 08:00"|"eight o’clock"|"And even as more Richmonders stumbled up to the grassy flanks of the square, they could hear the ominous sound of military men maneuvering on the adjacent streets around city hall, the thud of enemy feet on the pavement, the sharp commands ringing in the spring air. At exactly eight o’clock, the Confederate flag that had fluttered above the capitol came down and the Stars and Stripes was run up. “My heart sickens with indignation to think that we ever should have loved that flag,” wept one woman. Another lamented, “We covered our faces and cried aloud. All through the house was the sound of sobbing. It was as the house of mourning.”"|"April 1865"|"Jay Winik"
12:00|midday|"This is not to say the obstacles weren’t considerable. By day, they fled along packed roads and stubby rural cut-throughs that necessitated traversing swollen, difficult streams and scaling high, sloping ridges. Sometimes the roads were open and expansive, but other stretches were far less hospitable, winding through uncut acres of scrub brush and pine that tore at and scratched their skin, their passage so narrow in spots that a single artillery wagon could barely slide past. Where they could, the men stepped around rocks and ruts. Where they could not, they simply went over or through them. At night, with little sleep and even less respite, the men continued to march under the cover of darkness. On and on, hour after hour, from hilltop to hilltop, for the better part of two solid nights and one continuous day, they struggled to keep their lead. By April 4, they were dirty, unwashed, mud-splattered, exhausted, and, most of all, desperately hungry. Their bread was gone, and so was their meat. Still, after months of languishing in the trenches, their morale and élan were surprisingly strong; and at the thought of food in Amelia, so were their spirits. And, too, they were comforted by this: once replenished, their lead over Grant solidified, they would complete their dash to safety. So what mattered now was each new stride, each new landmark, bringing them closer to the 350,000 rations they expected at Amelia Court House, and taking them a step farther away from Grant’s huge force, eagerly trailing behind. Under the blanket of stars and into the blistering heat of midday and back again under the shelter of night, the men rushed ahead."|"April 1865"|"Jay Winik"
07:30|"7:30 A.M."|"Managing the retreat, the stoic Lee himself made it across the Appomattox only on the morning of April 4, at 7:30 A.M. Like his men, he had scarcely slept since leaving Petersburg and Richmond. But this morning, his hopes—and theirs—rose at the stirring thought of the relief waiting for them in Confederate boxcars on the Danville line at Amelia. Here would be the sorely needed rations. Several hours later, around midday, Amelia itself came into view—a sleepy village of unpaved streets, with houses neatly tucked behind tumbled roses and weathered fences, and a few small shops converging around a grassy square. Lee raced ahead. His overarching interest was not the scenery but the rail line, where he would find the waiting commissary stores—and the much-needed food."|"April 1865"|"Jay Winik"
"~ 12:00"|"around midday"|"Managing the retreat, the stoic Lee himself made it across the Appomattox only on the morning of April 4, at 7:30 A.M. Like his men, he had scarcely slept since leaving Petersburg and Richmond. But this morning, his hopes—and theirs—rose at the stirring thought of the relief waiting for them in Confederate boxcars on the Danville line at Amelia. Here would be the sorely needed rations. Several hours later, around midday, Amelia itself came into view—a sleepy village of unpaved streets, with houses neatly tucked behind tumbled roses and weathered fences, and a few small shops converging around a grassy square. Lee raced ahead. His overarching interest was not the scenery but the rail line, where he would find the waiting commissary stores—and the much-needed food."|"April 1865"|"Jay Winik"
"> 13:00"|"after one o’clock that afternoon"|"Sometime after one o’clock that afternoon, Lee learned that the race had tightened. Just outside Jetersville, itself a ragtag town consisting of little more than a collection of weathered wooden houses scattered alongside the rail line, Union cavalry had beaten the rebels to the punch; earthworks were blocking the retreat path like a dam; battle flags had been raised; and well-fed bluecoats were peering over the lines. Dug in, “thick and high,” the Federals were waiting."|"April 1865"|"Jay Winik"
21:00|"9 P.M."|"Grant, fast on Lee’s heels, thought otherwise. Arriving in Farmville that afternoon, he took pen to paper and decided it was time to communicate directly with Lee. The note complete, he ordered Brigadier General Seth Williams, his inspector general and special envoy, to carry it under a flag of truce to the Confederate lines. Williams and an orderly set off across High Bridge, reaching rebel lines in darkness. There, they were met with a hail of gunfire from Confederate pickets that killed the orderly. But an hour later, at 9 P.M., Williams again displayed the flag. This time, the letter was received."|"April 1865"|"Jay Winik"
"ap ~ 10:00"|"about ten o’clock"|"Lee was handed Grant’s communiqué about ten o’clock, while he and Longstreet were conferring in a small cottage. Snatching the paper, he opened it himself."|"April 1865"|"Jay Winik"
10:00|"10 A.M."|"I received at a late hour your note of today. In mine of yesterday I did not intend to propose the surrender of the Army of N. Va.—but to ask the terms of your proposition. To be frank, I do not think the emergency has arisen to call for the surrender of this Army, but as the restoration of peace should be the sole object of all, I desire to know whether your proposals would lead to that and I cannot therefore meet you with a view to surrender … but as far as your proposal may affect the C.S. forces under my command & tend to the restoration of peace, I shall be pleased to meet you at 10 A.M. tomorrow on the old state road to Richmond between the picket lines of the two armies."|"April 1865"|"Jay Winik"
00:00|midnight|"But for all Grant’s confidence, and for the vast disparity between the two armies, one well-fed and abundantly armed, the other malnourished and its numbers pitifully whittled down, Grant clearly could not shake his own doubts about the ever-elusive Lee. At the day’s end, with no response from Lee, he collapsed with a severe migraine. By the time Grant received Lee’s second dispatch, he had been trying to soothe himself with mustard plasters on his wrists and neck and with hot footbaths. Nothing worked. The anxiety was killing him. Now, under a soft midnight sky, with a bright, nearly full moon overhead, Grant sat up on a sofa in a comfortable frame house, abandoned by its occupants, scanned Lee’s letter, then handed it to his chief of staff to read aloud. The aide was furious at Lee’s brash response, but Grant just coolly shook his head."|"April 1865"|"Jay Winik"
"ap < 00:54"|"nearly six to one"|"It was as though Grant read his old foe’s mind. With enemy artillery roaring in the background, that night Lee and his weary lieutenants gathered around a campfire in the woods near Appomattox Court House. In the distance, they could see the faint glow of Union fires ringing the rebel army. The Confederates were almost entirely surrounded, outnumbered nearly six to one, with little food, little hope of resupply, little prospect for immediate reinforcement. But there was still the distinct prospect of escape, especially if those fires were of cavalry, not infantrymen. And before the opportunity slipped away, Lee hoped to turn the momentary lull to his advantage. Six straight days of Lee’s relentless march westward had not dimmed his audacity, his remaining men’s courage, or his desire to avoid surrender and somehow salvage victory. He devised another plan for breaking through the enemy lines: his men would attack as soon as possible, attempting to slice a hole through Grant’s slumbering army, and if successful, they would resume the march southward. General John Gordon, one of Lee’s most daring officers, was chosen to lead the breakout. And, if necessary, there remained a fallback position: they could make their way to the Blue Ridge mountains, where, Lee had once said, he could hold out “for twenty years.”"|"April 1865"|"Jay Winik"
04:00|"four o’clock that morning"|"At four o’clock that morning, one of Grant’s aides entered his room to wake him, but it was empty. The commanding general was already up and dressed, and was found outside in the waning darkness, pacing furiously, clutching his aching head in both hands. The throbbing migraine had not abated. Gingerly, the aide suggested that a cup of coffee might do some good. Grant took his suggestion. The coffee helped, but only somewhat. The business of war, however, would not wait, and Grant finally set about answering Lee’s most recent letter. He was “anxious for peace,” he wrote back, his head still pounding, and hoped that the war might yet be settled without “the loss of another life.” But the ten o’clock meeting would “lead to no good,” he stressed. “I have no authority to treat on the subject of peace.”"|"April 1865"|"Jay Winik"
"ap 10:00"|"ten o’clock"|"At four o’clock that morning, one of Grant’s aides entered his room to wake him, but it was empty. The commanding general was already up and dressed, and was found outside in the waning darkness, pacing furiously, clutching his aching head in both hands. The throbbing migraine had not abated. Gingerly, the aide suggested that a cup of coffee might do some good. Grant took his suggestion. The coffee helped, but only somewhat. The business of war, however, would not wait, and Grant finally set about answering Lee’s most recent letter. He was “anxious for peace,” he wrote back, his head still pounding, and hoped that the war might yet be settled without “the loss of another life.” But the ten o’clock meeting would “lead to no good,” he stressed. “I have no authority to treat on the subject of peace.”"|"April 1865"|"Jay Winik"
05:00|"5 A.M."|"At 5 A.M., just beyond Appomattox Court House, the momentous day began in earnest. A fog hovered over the landscape like a thick, sprawling ghost; the rolling hills soon echoed with the staccato rattle of artillery; and the Sunday stillness was again shattered by the piercing cry of the rebel yell. Gordon’s men fought with a special fury. They drove Federal cavalry from their positions, captured several guns, duly cleared the road of bluecoats, and then swept forward to the crest of a hill. Suddenly, below them, concealed in the woodlands, lay the inexorable logic of the mathematics of war: a solid wall of blue, some two miles wide, was advancing—two Yankee infantry corps, with two other Union corps closing in on Lee’s rear. Quipped one soldier at glimpsing this awesome sight: “Lee couldn’t go forward, he couldn’t go backward, and he couldn’t go sideways.”"|"April 1865"|"Jay Winik"
"~ 08:00"|"around 8 A.M."|"Three hours later, around 8 A.M., a courier from Gordon hastily carried the apocalyptic message to Lee. “I have fought my corps to a frazzle,” he wrote. “And I fear I can do nothing …”"|"April 1865"|"Jay Winik"
05:00|"5 A.M."|"In early 1862, Quantrill and his band of bushwhackers launched a series of strikes into Kansas that all but paralyzed the state. Then, in 1863, the revenge-minded Quantrill set his sights on a new target: Lawrence, Kansas. One would be hard-pressed to find a place more thoroughly despised by Quantrill and his comrades than Lawrence. It functioned as a Free-Soil citadel during the 1850s, then as a haven for runaway slaves, and, during the war, as a headquarters to the Redlegs, a band of hated Unionist guerrillas. Early in the morning of August 21, Quantrill and his 400 bushwhackers—including Frank James and Coleman Younger—struck. At 5 A.M., Quantrill and his men silently made their way into town. Then the killing began. With a triumphant yell, Quantrill began shouting, “Kill! Kill! Lawrence must be thoroughly cleansed … Kill! Kill!” For the next few hours, his fierce and sweaty long-haired men, unshaven and unwashed, rumbled up and down the streets of Lawrence, looting stores, shops, saloons, and houses. They systematically rounded up every man they encountered and then torched the town. By day’s end, the deed was done. The city lay in ashes; 200 homes were burned to the ground. Over 150 innocent civilians, all men and young boys, had been murdered in cold blood."|"April 1865"|"Jay Winik"
"ap 10:00"|"ten o’clock"|"At ten o’clock, Robert E. Lee promptly presented himself for his appointment with the Union commander. Dismounting, he stood tall under a flag of truce and, for the first time ever in his long career, in full view of Grant’s army. But a new concern arose. With good reason, one of Lee’s aides feared that another attack was in the offing; at that very moment, intermittent firing was heard off in the distance. And when Federal couriers finally arrived, there was no Grant, only his letter asserting that the morning meeting between the two “would lead to no good.”"|"April 1865"|"Jay Winik"
"ap > 11:00"|"shortly after eleven o’clock"|"Once more, Lee was warned to leave immediately; he now stood directly in the path of an oncoming Federal advance. With blue columns a mere hundred yards away, the scene was a farrago of confusion and potential danger. His tired face set, jaw locked, soft eyes expressionless, Lee eventually mounted Traveller and rode back to his own rear guard. Finally, shortly after eleven o’clock, word came that the Union had authorized a ceasefire. Once again, Lee mounted his horse and made his way to the front, where he penned his third letter of the day to U. S. Grant."|"April 1865"|"Jay Winik"
"~ 12:00"|"around midday"|"But what exactly did that mean? Lee himself left no lasting record, although we do know that as he rode with Longstreet around midday, he talked about the possibilities for some time, often mumbling in half sentences and fragments. While he at first thought that Grant might give “good terms,” he was now clearly growing anxious. Indeed, beyond anticipating becoming the North’s prisoner, he had no real way of knowing what would happen once the two sides met."|"April 1865"|"Jay Winik"
11:50|"11:50 A.M."|"General, Your note of this date is but this moment, 11:50 A.M. reed., in consequence of my having passed from the Richmond and Lynchburg road to Farmersville & Lynchburg road. I am at this writing about four miles West of Walker’s Church and will push forward to the front for the purpose of meeting you. Notice sent to me on this road where you wish the interview to take place."|"April 1865"|"Jay Winik"
13:30|"1:30 P.M."|"Half an hour later, at 1:30 P.M., came a new sound: the trot of Union horses."|"April 1865"|"Jay Winik"
16:30|"4:30 P.M."|"Dated 4:30 P.M., April 9, and addressed to Secretary of War Stanton, the message simply stated: “General Lee surrendered the Army of Northern Virginia this afternoon on terms proposed by myself.”"|"April 1865"|"Jay Winik"
10:00|"ten that morning"|"Of almost equal import that day was a surprise message delivered to Lee at ten that morning. Grant was waiting at the Confederate picket lines. Lee immediately rode out to see him."|"April 1865"|"Jay Winik"
"~ 07:00"|"around 7 A.M."|"But in the chill, early morning of Good Friday, April 14, Lincoln wakes refreshed, around 7 A.M., and in a good mood. It is a rare occurrence, and he takes it as a good omen. Last night there were no nightmares, no haunting visages, no frantic worries about ending the war and negotiating the foundering shoals of Reconstruction. True, there has been a dream, but this time it is a heartening one, in fact, the one that has come to him before on the cusp of other major military battles. He had it on the verge of Antietam and Gettysburg, and also Vicksburg and Fort Fisher, all-important Union victories. In it, he is on a phantom ship, a “single, indescribable vessel” that moves with “great rapidity” through the water, racing toward a “vast” and “indefinite shore.” To Lincoln, rising on this day, it signals good news. He feels that it augurs Joe Johnston’s surrender in North Carolina, thereby removing the most powerful Confederate army remaining in the field, and making another large-scale rebel assault almost impossible. It speaks of peace to come. And it fills him with a visible blast of optimism."|"April 1865"|"Jay Winik"
"ap 03:00"|"three o’clock"|"At three o’clock, he breaks away from the press of activities to take a romantic carriage ride with Mary. It is now chill and blustery outside, and they huddle close together as the carriage bumps and rolls through the streets toward the Navy Yard. Lincoln is finally able to relax a bit, exuding uncommonly good spirits. You seem “so gay,” Mary tells him, so “cheerful—almost joyous.” “And well I may feel so,” he says, thinking ahead. “I consider this the day the war has come to a close.” Then, in a tender, conciliatory voice, he recalls the biting private troubles that they have experienced over the last four years, “We must both be more cheerful in the future; between the war and the loss of our darling [son] Willie, we have been very miserable.”"|"April 1865"|"Jay Winik"
"ap ~ 08:15"|"around 8:15"|"Delayed by last-minute visitors, Lincoln and Mary hop into the presidential carriage some fifteen minutes late, leaving around 8:15. Lincoln is wearing his customary black overcoat, his high silk hat, and white kid gloves, and Mary is clad in a smart low-necked gray silk dress and matching bonnet. As the carriage slips out into the street, its large wooden wheels groaning and creaking, and makes its way to Senator Harris’s place, gaslights flicker spookily in the streets. The sky is overcast, and it is so foggy out that as the Lincolns drive on, they can barely see through the moist air and wandering evening haze: pedestrians become mere silhouettes; buildings disappear altogether; and it is nearly impossible to make out what lies beyond the next corner. Only Lincoln’s personal attendant and the coachman are riding with them; Lincoln’s guard for the evening, John F. Parker, has already gone ahead. The carriage pulls up to the theater at 8:30; “This way to Ford’s!” a barker outside is crying. “This way to Ford’s!” The performance has been under way for twenty minutes. So the two couples quickly hurry inside, Mary squired on Lincoln’s arm, the attractive Clara Harris on Rathbone’s."|"April 1865"|"Jay Winik"
"ap 08:30"|8:30|"Delayed by last-minute visitors, Lincoln and Mary hop into the presidential carriage some fifteen minutes late, leaving around 8:15. Lincoln is wearing his customary black overcoat, his high silk hat, and white kid gloves, and Mary is clad in a smart low-necked gray silk dress and matching bonnet. As the carriage slips out into the street, its large wooden wheels groaning and creaking, and makes its way to Senator Harris’s place, gaslights flicker spookily in the streets. The sky is overcast, and it is so foggy out that as the Lincolns drive on, they can barely see through the moist air and wandering evening haze: pedestrians become mere silhouettes; buildings disappear altogether; and it is nearly impossible to make out what lies beyond the next corner. Only Lincoln’s personal attendant and the coachman are riding with them; Lincoln’s guard for the evening, John F. Parker, has already gone ahead. The carriage pulls up to the theater at 8:30; “This way to Ford’s!” a barker outside is crying. “This way to Ford’s!” The performance has been under way for twenty minutes. So the two couples quickly hurry inside, Mary squired on Lincoln’s arm, the attractive Clara Harris on Rathbone’s."|"April 1865"|"Jay Winik"
"ap 10:07"|10:07|"At roughly 10:07, outside the presidential box, an official-looking envelope is delivered to the White House footman, Charles Forbes; it is from S. P. Hanscom, a Lincoln ally and editor of the National Republican. Forbes takes it in to the president, then returns to his position."|"April 1865"|"Jay Winik"
"ap 10:15"|10:15|"Thus begins the choreographed decapitation of the Union government in Washington. No other attempt this bold has ever been carried out, before or since. As Lincoln slumps forward, the entire theater is enveloped in mayhem. People begin yelling hysterically, pushing one another into aisles, even rushing for the exits in fear that the assassination of the president might be the signal for a general massacre. They are not far from the truth. It is 10:15, and John Wilkes Booth’s shooting of the Union president is but one of three coordinated assaults scheduled to take place at this very moment across the city. In addition to Lincoln, the vice president, Andrew Johnson, is to be murdered. If both the president and vice president are incapacitated, the secretary of state will—according to the laws of the day—call a meeting of the electors the following December, a full eight months away, to elect a new president and vice president. And so William Seward, the secretary of state, is also targeted. In the ensuing chaos and disorder that would surely follow, Booth reasoned, the Confederacy would be poised to take advantage, perhaps winning its independence yet."|"April 1865"|"Jay Winik"
"ap < 10:15"|"Shortly before 10:15"|"Shortly before 10:15, the second attack does take place, at Seward’s elegant brick home at Lafayette Park, just across from the White House. It begins with the otherwise innocent ring of the doorbell."|"April 1865"|"Jay Winik"
"ap 10:00"|"ten o’clock"|"A few blocks away, at Twelfth and Pennsylvania, the assassination of Vice President Andrew Johnson is set to take place at the same time. All seemed ready. That evening, an unsuspecting Johnson had eaten a leisurely meal in the dining room of the Kirkwood House. Afterward, he and Leonard Farwell, the former governor of Wisconsin, share an amiable chat. Finally, Farwell announces: I am going to the theater at Ford’s. Would you like to come? Johnson declines. He prefers to read in his room, then turn in. By ten o’clock, the gaslight is flicked off, and he is asleep in Suite 68, unaware that the third-floor room above houses his designated assassin, George Atzerodt. Atzerodt is a German immigrant and a carriage maker who, in his spare time, ferried Confederate spies across the Potomac. In his room lie the nefarious implements of conspiracy, kidnapping, and murder: a bankbook, coiled rope, and two carbines hidden between the mattress and the bedsprings. But tonight, he opts for a Bowie knife, sheathed at his side."|"April 1865"|"Jay Winik"
22:00|"10 P.M."|"At 10 P.M., he enters the barroom of the hotel. In fifteen minutes, he is to carry out the relatively straightforward plan: knock on Johnson’s door and sink the knife deep into the vice president’s heart."|"April 1865"|"Jay Winik"
"ap ~ 03:30"|"around 3:30"|"But at the last moment, Atzerodt gets cold feet. The would-be assassin instead wanders out into the streets and spends this night of mayhem and murder in a local tavern, nursing his nerves and getting drunk. Still, lead conspirator John Wilkes Booth has in fact anticipated a possible problem with Atzerodt. Earlier in the day, around 3:30, he had already visited the vice president’s residence, Kirkwood House, and left a short note for Andrew Johnson. “Don’t wish to disturb you,” he slyly scribbled. “Are you at home? J. Wilkes Booth.”"|"April 1865"|"Jay Winik"
"> 00:00"|"after midnight"|"In the next terror-stricken half hour, the secretary of war, undressing himself, is told the president has been shot and Seward has been murdered. Within hours, drums are rolling, bugles sound, and the cavalry plunges into the city. Washington is now filled with military patrols who will pound throughout the streets on the lookout, as guards stand tense watch outside the homes of all top government officials. When word of the multiple attacks seeps out, the Northern capital is immediately stunned, paralyzed by the series of vicious attacks. Urgent rumors quickly sweep the city. There is widespread fear that the Confederates are trying to disrupt the Northern government with a series of carefully planned assassinations. People are literally afraid of being killed in their beds. Others fear that in the middle of the chaos, rebel spies will torch the city. Martial law is quickly declared. Sometime after midnight, Grant, who could have also been shot in Ford’s Theater, will be ordered to return immediately to Washington to defend the capital. By next morning, an overly distraught Mrs. Seward, weeping, will tell Senator Sumner, “They have murdered my husband! They have murdered my son!” By noontime that next day, the secretary of war will even send a dire note warning General Sherman: an “assassin is on your track.”"|"April 1865"|"Jay Winik"
