05:30|"five-thirty in the morning"|"‘On the day they were going to kill him, Santiago Nasar got up at five-thirty in the morning to wait for the boat the bishop was coming on …’"|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
00:00|midnight|"The words pursued Dr. Juvenal Urbino on the drive home: “this death trap of the poor.” It was not a gratuitous description. For the city, his city, stood unchanging on the edge of time: the same burning dry city of his nocturnal terrors and the solitary pleasures of puberty, where flowers rusted and salt corroded, where nothing had happened for four centuries except a slow aging among withered laurels and putrefying swamps. In winter sudden devastating downpours flooded the latrines and turned the streets into sickening bogs. In summer an invisible dust as harsh as red-hot chalk was blown into even the best-protected corners of the imagination by mad winds that took the roofs off the houses and carried away children through the air. On Saturdays the poor mulattoes, along with all their domestic animals and kitchen utensils, tumultuously abandoned their hovels of cardboard and tin on the edges of the swamps and in jubilant assault took over the rocky beaches of the colonial district. Until a few years ago, some of the older ones still bore the royal slave brand that had been burned onto their chests with flaming irons. During the weekend they danced without mercy, drank themselves blind on home-brewed alcohol, made wild love among the icaco plants, and on Sunday at midnight they broke up their own party with bloody free-for-alls. During the rest of the week the same impetuous mob swarmed into the plazas and alleys of the old neighborhoods with their stores of everything that could be bought and sold, and they infused the dead city with the frenzy of a human fair reeking of fried fish: a new life."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
14:00|"two o’clock in the afternoon"|"Independence from Spain and then the abolition of slavery precipitated the conditions of honorable decadence in which Dr. Juvenal Urbino had been born and raised. The great old families sank into their ruined palaces in silence. Along the rough cobbled streets that had served so well in surprise attacks and buccaneer landings, weeds hung from the balconies and opened cracks in the whitewashed walls of even the best-kept mansions, and the only signs of life at two o’clock in the afternoon were languid piano exercises played in the dim light of siesta. Indoors, in the cool bedrooms saturated with incense, women protected themselves from the sun as if it were a shameful infection, and even at early Mass they hid their faces in their mantillas. Their love affairs were slow and difficult and were often disturbed by sinister omens, and life seemed interminable. At nightfall, at the oppressive moment of transition, a storm of carnivorous mosquitoes rose out of the swamps, and a tender breath of human shit, warm and sad, stirred the certainty of death in the depths of one’s soul."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
16:00|"four o’clock in the afternoon"|"And so the very life of the colonial city, which the young Juvenal Urbino tended to idealize in his Parisian melancholy, was an illusion of memory. In the eighteenth century, the commerce of the city had been the most prosperous in the Caribbean, owing in the main to the thankless privilege of its being the largest African slave market in the Americas. It was also the permanent residence of the Viceroys of the New Kingdom of Granada, who preferred to govern here on the shores of the world’s ocean rather than in the distant freezing capital under a centuries-old drizzle that disturbed their sense of reality. Several times a year, fleets of galleons carrying the treasures of Potosí, Quito, and Veracruz gathered in the bay, and the city lived its years of glory. On Friday, June 8, 1708, at four o’clock in the afternoon, the galleon San José set sail for Cádiz with a cargo of precious stones and metals valued at five hundred billion pesos in the currency of the day; it was sunk by an English squadron at the entrance to the port, and two long centuries later it had not yet been salvaged. That treasure lying in its bed of coral, and the corpse of the commander floating sideways on the bridge, were evoked by historians as an emblem of the city drowned in memories."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 10:00"|"ten o’clock"|"In any case, Dr. Urbino was not when he returned home that morning before ten o’clock, shaken by the two visits that not only had obliged him to miss Pentecost Mass but also threatened to change him at an age when everything had seemed complete. He wanted a short siesta until it was time for Dr. Lácides Olivella’s gala luncheon, but he found the servants in an uproar as they attempted to catch the parrot, who had flown to the highest branches of the mango tree when they took him from his cage to clip his wings. He was a deplumed, maniacal parrot who did not speak when asked to but only when it was least expected, but then he did so with a clarity and rationality that were uncommon among human beings. He had been tutored by Dr. Urbino himself, which afforded him privileges that no one else in the family ever had, not even the children when they were young."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"~ 15:00"|"about three o’clock in the afternoon"|"He had lived in the house for over twenty years, and no one knew how many years he had been alive before then. Every afternoon after his siesta, Dr. Urbino sat with him on the terrace in the patio, the coolest spot in the house, and he had summoned the most diligent reserves of his passion for pedagogy until the parrot learned to speak French like an academician. Then, just for love of the labor, he taught him the Latin accompaniment to the Mass and selected passages from the Gospel according to St. Matthew, and he tried without success to inculcate in him a working notion of the four arithmetic functions. On one of his last trips to Europe he brought back the first phonograph with a trumpet speaker, along with many of the latest popular records as well as those by his favorite classical composers. Day after day, over and over again for several months, he played the songs of Yvette Guilbert and Aristide Bruant, who had charmed France during the last century, until the parrot learned them by heart. He sang them in a woman’s voice if they were hers, in a tenor’s voice if they were his, and ended with impudent laughter that was a masterful imitation of the servant girls when they heard him singing in French. The fame of his accomplishments was so widespread that on occasion distinguished visitors who had traveled from the interior on the riverboats would ask permission to see him, and once some of the many English tourists, who in those days sailed the banana boats from New Orleans, would have bought him at any price. But the day of his greatest glory was when the President of the Republic, Don Marco Fidel Suárez, with his entourage of cabinet ministers, visited the house in order to confirm the truth of his reputation. They arrived at about three o’clock in the afternoon, suffocating in the top hats and frock coats they had worn during three days of official visits under the burning August sky, and they had to leave as curious as when they arrived, because for two desperate hours the parrot refused to say a single syllable, ignoring the pleas and threats and public humiliation of Dr. Urbino, who had insisted on that foolhardy invitation despite the sage warnings of his wife."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 04:00"|"four o’clock"|"He was a fine parrot, lighter than he seemed, with a yellow head and a black tongue, the only way to distinguish him from mangrove parrots who did not learn to speak even with turpentine suppositories. Dr. Urbino, a good loser, bowed to the ingenuity of his wife and was even surprised at how amused he was by the advances the parrot made when he was excited by the servant girls. On rainy afternoons, his tongue loosened by the pleasure of having his feathers drenched, he uttered phrases from another time, which he could not have learned in the house and which led one to think that he was much older than he appeared. The Doctor’s final doubts collapsed one night when the thieves tried to get in again through a skylight in the attic, and the parrot frightened them with a mastiff’s barking that could not have been more realistic if it had been real, and with shouts of stop thief stop thief stop thief, two saving graces he had not learned in the house. It was then that Dr. Urbino took charge of him and ordered the construction of a perch under the mango tree with a container for water, another for ripe bananas, and a trapeze for acrobatics. From December through March, when the nights were cold and the north winds made living outdoors unbearable, he was taken inside to sleep in the bedrooms in a cage covered by a blanket, although Dr. Urbino suspected that his chronic swollen glands might be a threat to the healthy respiration of humans. For many years they clipped his wing feathers and let him wander wherever he chose to walk with his hulking old horseman’s gait. But one day he began to do acrobatic tricks on the beams in the kitchen and fell into the pot of stew with a sailor’s shout of every man for himself, and with such good luck that the cook managed to scoop him out with the ladle, scalded and deplumed but still alive. From then on he was kept in the cage even during the daytime, in defiance of the vulgar belief that caged parrots forget everything they have learned, and let out only in the four o’clock coolness for his classes with Dr. Urbino on the terrace in the patio. No one realized in time that his wings were too long, and they were about to clip them that morning when he escaped to the top of the mango tree."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
05:00|"five o’clock in the morning"|"There was no sleeper more elegant than she, with her curved body posed for a dance and her hand across her forehead, but there was also no one more ferocious when anyone disturbed the sensuality of her thinking she was still asleep when she no longer was. Dr. Urbino knew she was waiting for his slightest sound, that she even would be grateful for it, just so she could blame someone for waking her at five o’clock in the morning, so that on the few occasions when he had to feel around in the dark because he could not find his slippers in their customary place, she would suddenly say in a sleepy voice: “You left them in the bathroom last night.” Then right after that, her voice fully awake with rage, she would curse: “The worst misfortune in this house is that nobody lets you sleep.”"|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 00:00"|twelve|"The preparations had begun three months earlier, for fear that something indispensable would be left undone for lack of time. They brought in live chickens from Ciénaga de Oro, famous all along the coast not only for their size and flavor but because in colonial times they had scratched for food in alluvial deposits and little nuggets of pure gold were found in their gizzards. Señora de Olivella herself, accompanied by some of her daughters and her domestic staff, boarded the luxury ocean liners and selected the best from everywhere to honor her husband’s achievements. She had anticipated everything except that the celebration would take place on a Sunday in June in a year when the rains were late. She realized the danger that very morning when she went to High Mass and was horrified by the humidity and saw that the sky was heavy and low and that one could not see to the ocean’s horizon. Despite these ominous signs, the Director of the Astronomical Observatory, whom she met at Mass, reminded her that in all the troubled history of the city, even during the cruelest winters, it had never rained on Pentecost. Still, when the clocks struck twelve and many of the guests were already having an aperitif outdoors, a single crash of thunder made the earth tremble, and a turbulent wind from the sea knocked over the tables and blew down the canopies, and the sky collapsed in a catastrophic downpour."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 01:00"|"one o’clock"|"The downpour ended as suddenly as it had begun, and the sun began to shine in a cloudless sky, but the storm had been so violent that several trees were uprooted and the overflowing stream had turned the patio into a swamp. The greatest disaster had occurred in the kitchen. Wood fires had been built outdoors on bricks behind the house, and the cooks barely had time to rescue their pots from the rain. They lost precious time reorganizing the flooded kitchen and improvising new fires in the back gallery. But by one o’clock the crisis had been resolved and only the dessert was missing: the Sisters of St. Clare were in charge of that, and they had promised to send it before eleven. It was feared that the ditch along the King’s Highway had flooded, as it did even in less severe winters, and in that case it would be at least two hours before the dessert arrived. As soon as the weather cleared they opened the windows, and the house was cooled by air that had been purified by the sulfurous storm. Then the band was told to play its program of waltzes on the terrace of the portico, and that only heightened the confusion because everyone had to shout to be heard over the banging of copper pots inside the house. Tired of waiting, smiling even on the verge of tears, Aminta de Olivella ordered luncheon to be served."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 11:00"|eleven|"The downpour ended as suddenly as it had begun, and the sun began to shine in a cloudless sky, but the storm had been so violent that several trees were uprooted and the overflowing stream had turned the patio into a swamp. The greatest disaster had occurred in the kitchen. Wood fires had been built outdoors on bricks behind the house, and the cooks barely had time to rescue their pots from the rain. They lost precious time reorganizing the flooded kitchen and improvising new fires in the back gallery. But by one o’clock the crisis had been resolved and only the dessert was missing: the Sisters of St. Clare were in charge of that, and they had promised to send it before eleven. It was feared that the ditch along the King’s Highway had flooded, as it did even in less severe winters, and in that case it would be at least two hours before the dessert arrived. As soon as the weather cleared they opened the windows, and the house was cooled by air that had been purified by the sulfurous storm. Then the band was told to play its program of waltzes on the terrace of the portico, and that only heightened the confusion because everyone had to shout to be heard over the banging of copper pots inside the house. Tired of waiting, smiling even on the verge of tears, Aminta de Olivella ordered luncheon to be served."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap > 05:00"|"after five o’clock"|"And he did have it, although his sleep was brief and restless because he discovered when he returned home that the firemen had caused almost as much damage as a fire. In their efforts to frighten the parrot they had stripped a tree with the pressure hoses, and a misdirected jet of water through the windows of the master bedroom had caused irreparable damage to the furniture and to the portraits of unknown forebears hanging on the walls. Thinking that there really was a fire, the neighbors had hurried over when they heard the bell on the fire truck, and if the disturbance was no worse, it was because the schools were closed on Sundays. When they realized they could not reach the parrot even with their extension ladders, the firemen began to chop at the branches with machetes, and only the opportune arrival of Dr. Urbino Daza prevented them from mutilating the tree all the way to the trunk. They left, saying they would return after five o’clock if they received permission to prune, and on their way out they muddied the interior terrace and the drawing room and ripped Fermina Daza’s favorite Turkish rug. Needless disasters, all of them, because the general impression was that the parrot had taken advantage of the chaos to escape through neighboring patios. And in fact Dr. Urbino looked for him in the foliage, but there was no response in any language, not even to whistles and songs, so he gave him up for lost and went to sleep when it was almost three o’clock. But first he enjoyed the immediate pleasure of smelling a secret garden in his urine that had been purified by lukewarm asparagus."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap < 03:00"|"almost three o’clock"|"And he did have it, although his sleep was brief and restless because he discovered when he returned home that the firemen had caused almost as much damage as a fire. In their efforts to frighten the parrot they had stripped a tree with the pressure hoses, and a misdirected jet of water through the windows of the master bedroom had caused irreparable damage to the furniture and to the portraits of unknown forebears hanging on the walls. Thinking that there really was a fire, the neighbors had hurried over when they heard the bell on the fire truck, and if the disturbance was no worse, it was because the schools were closed on Sundays. When they realized they could not reach the parrot even with their extension ladders, the firemen began to chop at the branches with machetes, and only the opportune arrival of Dr. Urbino Daza prevented them from mutilating the tree all the way to the trunk. They left, saying they would return after five o’clock if they received permission to prune, and on their way out they muddied the interior terrace and the drawing room and ripped Fermina Daza’s favorite Turkish rug. Needless disasters, all of them, because the general impression was that the parrot had taken advantage of the chaos to escape through neighboring patios. And in fact Dr. Urbino looked for him in the foliage, but there was no response in any language, not even to whistles and songs, so he gave him up for lost and went to sleep when it was almost three o’clock. But first he enjoyed the immediate pleasure of smelling a secret garden in his urine that had been purified by lukewarm asparagus."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap < 04:00"|"a little before four"|"Fermina Daza had been busy straightening the bedroom that had been destroyed by the firemen, and a little before four she sent for her husband’s daily glass of lemonade with chipped ice and reminded him that he should dress for the funeral. That afternoon Dr. Urbino had two books by his hand: Man, the Unknown by Alexis Carrel and The Story of San Michele by Axel Munthe; the pages of the second book were still uncut, and he asked Digna Pardo, the cook, to bring him the marble paper cutter he had left in the bedroom. But when it was brought to him he was already reading Man, the Unknown at the place he had marked with an envelope: there were only a few pages left till the end. He read slowly, making his way through the meanderings of a slight headache that he attributed to the half glass of brandy at the final toast. When he paused in his reading he sipped the lemonade or took his time chewing on a piece of ice. He was wearing his socks, and his shirt without its starched collar; his elastic suspenders with the green stripes hung down from his waist. The mere idea of having to change for the funeral irritated him. Soon he stopped reading, placed one book on top of the other, and began to rock very slowly in the wicker rocking chair, contemplating with regret the banana plants in the mire of the patio, the stripped mango, the flying ants that came after the rain, the ephemeral splendor of another afternoon that would never return. He had forgotten that he ever owned a parrot from Paramaribo whom he loved as if he were a human being, when suddenly he heard him say: “Royal parrot.” His voice sounded close by, almost next to him, and then he saw him in the lowest branch of the mango tree."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 04:07"|"seven minutes after four"|"Dr. Urbino caught the parrot around the neck with a triumphant sigh: ça y est. But he released him immediately because the ladder slipped from, under his feet and for an instant he was suspended in air and then he realized that he had died without Communion, without time to repent of anything or to say goodbye to anyone, at seven minutes after four on Pentecost Sunday."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 11:00"|eleven|"The house was under the rule of death. Every object of value had been locked away with care for safekeeping, and on the bare walls there were only the outlines of the pictures that had been taken down. Chairs from the house, and those lent by the neighbors, were lined up against the walls from the drawing room to the bedrooms, and the empty spaces seemed immense and the voices had a ghostly resonance because the large pieces of furniture had been moved to one side, except for the concert piano which stood in its corner under a white sheet. In the middle of the library, on his father’s desk, what had once been Juvenal Urbino de la Calle was laid out with no coffin, with his final terror petrified on his face, and with the black cape and military sword of the Knights of the Holy Sepulcher. At his side, in complete mourning, tremulous, hardly moving, but very much in control of herself, Fermina Daza received condolences with no great display of feeling until eleven the following morning, when she bade farewell to her husband from the portico, waving goodbye with a handkerchief."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 11:00"|"eleven o’clock"|"It had not been easy for her to regain her self-control after she heard Digna Pardo’s shriek in the patio and found the old man of her life dying in the mud. Her first reaction was one of hope, because his eyes were open and shining with a radiant light she had never seen there before. She prayed to God to give him at least a moment so that he would not go without knowing how much she had loved him despite all their doubts, and she felt an irresistible longing to begin life with him over again so that they could say what they had left unsaid and do everything right that they had done badly in the past. But she had to give in to the intransigence of death. Her grief exploded into a blind rage against the world, even against herself, and that is what filled her with the control and the courage to face her solitude alone. From that time on she had no peace, but she was careful about any gesture that might seem to betray her grief. The only moment of pathos, although it was involuntary, occurred at eleven o’clock Sunday night when they brought in the episcopal coffin, still smelling of ship’s wax, with its copper handles and tufted silk lining. Dr. Urbino Daza ordered it closed without delay since the air in the house was already rarefied with the heady fragrance of so many flowers in the sweltering heat, and he thought he had seen the first purplish shadows on his father’s neck. An absent-minded voice was heard in the silence: “At that age you’re half decayed while you’re still alive.” Before they closed the coffin Fermina Daza took off her wedding ring and put it on her dead husband’s finger, and then she covered his hand with hers, as she always did when she caught him digressing in public."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"< 12:00"|"before noon"|"The night of Dr. Urbino’s death, he was dressed just as he had been when he first heard the news, which was how he always dressed, even in the infernal heat of June: a dark suit with a vest, a silk bow tie and a celluloid collar, a felt hat, and a shiny black umbrella that he also used a walking stick. But when it began to grow light he left the vigil for two hours and returned as fresh as the rising sun, carefully shaven and fragrant with lotions from his dressing table. He had changed into a black frock coat of the kind worn only for funerals and the offices of Holy Week, a wing collar with an artist’s bow instead of a tie, and a bowler hat. He also carried his umbrella, not just out of habit but because he was certain that it would rain before noon, and he informed Dr. Urbino Daza of this in case the funeral could be held earlier. They tried to do so, in fact, because Florentino Ariza belonged to a shipping family and was himself President of the River Company of the Caribbean, which allowed one to suppose that he knew something about predicting the weather. But they could not alter the arrangements in time with the civil and military authorities, the public and private corporations, the military band, the School of Fine Arts orchestra, and the schools and religious fraternities, which were prepared for eleven o’clock, so the funeral that had been anticipated as a historic event turned into a rout because of a devastating downpour. Very few people splashed through the mud to the family mausoleum, protected by a colonial ceiba tree whose branches spread over the cemetery wall. On the previous afternoon, under those same branches but in the section on the other side of the wall reserved for suicides, the Caribbean refugees had buried Jeremiah de Saint-Amour with his dog beside him, as he had requested."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 11:00"|"eleven o’clock"|"The night of Dr. Urbino’s death, he was dressed just as he had been when he first heard the news, which was how he always dressed, even in the infernal heat of June: a dark suit with a vest, a silk bow tie and a celluloid collar, a felt hat, and a shiny black umbrella that he also used a walking stick. But when it began to grow light he left the vigil for two hours and returned as fresh as the rising sun, carefully shaven and fragrant with lotions from his dressing table. He had changed into a black frock coat of the kind worn only for funerals and the offices of Holy Week, a wing collar with an artist’s bow instead of a tie, and a bowler hat. He also carried his umbrella, not just out of habit but because he was certain that it would rain before noon, and he informed Dr. Urbino Daza of this in case the funeral could be held earlier. They tried to do so, in fact, because Florentino Ariza belonged to a shipping family and was himself President of the River Company of the Caribbean, which allowed one to suppose that he knew something about predicting the weather. But they could not alter the arrangements in time with the civil and military authorities, the public and private corporations, the military band, the School of Fine Arts orchestra, and the schools and religious fraternities, which were prepared for eleven o’clock, so the funeral that had been anticipated as a historic event turned into a rout because of a devastating downpour. Very few people splashed through the mud to the family mausoleum, protected by a colonial ceiba tree whose branches spread over the cemetery wall. On the previous afternoon, under those same branches but in the section on the other side of the wall reserved for suicides, the Caribbean refugees had buried Jeremiah de Saint-Amour with his dog beside him, as he had requested."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 08:00"|"eight o’clock"|"Florentino Ariza was one of the few who stayed until the funeral was over. He was soaked to the skin and returned home terrified that he would catch pneumonia after so many years of meticulous care and excessive precautions. He prepared hot lemonade with a shot of brandy, drank it in bed with two aspirin tablets, and, wrapped in a wool blanket, sweated by the bucketful until the proper equilibrium had been reestablished in his body. When he returned to the wake he felt his vitality completely restored. Fermina Daza had once again assumed command of the house, which was cleaned and ready to receive visitors, and on the altar in the library she had placed a portrait in pastels of her dead husband, with a black border around the frame. By eight o’clock there were as many people and as intense a heat as the night before, but after the rosary someone circulated the request that everyone leave early so that the widow could rest for the first time since Sunday afternoon."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
07:00|"seven o’clock in the morning"|"It was in this innocent way that Florentino Ariza began his secret life as a solitary hunter. From seven o’clock in the morning, he sat on the most hidden bench in the little park, pretending to read a book of verse in the shade of the almond trees, until he saw the impossible maiden walk by in her blue-striped uniform, stockings that reached to her knees, masculine laced oxfords, and a single thick braid with a bow at the end, which hung down her back to her waist. She walked with natural haughtiness, her head high, her eyes unmoving, her step rapid, her nose pointing straight ahead, her bag of books held against her chest with crossed arms, her doe’s gait making her seem immune to gravity. At her side, struggling to keep up with her, the aunt with the brown habit and rope of St. Francis did not allow him the slightest opportunity to approach. Florentino Ariza saw them pass back and forth four times a day and once on Sundays when they came out of High Mass, and just seeing the girl was enough for him. Little by little he idealized her, endowing her with improbable virtues and imaginary sentiments, and after two weeks he thought of nothing else but her. So he decided to send Fermina Daza a simple note written on both sides of the paper in his exquisite notary’s hand. But he kept it in his pocket for several days, thinking about how to hand it to her, and while he thought he wrote several more pages before going to bed, so that the original letter was turning into a dictionary of compliments, inspired by books he had learned by heart because he read them so often during his vigils in the park."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
