"ap 08:00"|"eight o’clock"|"Mrs. Ferrars died on the night of the 16th–17th September—a Thursday. I was sent for at eight o’clock on the morning of Friday the 17th. There was nothing to be done. She had been dead some hours."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 10:19"|10:19|"I did. King’s Abbot is a mere village, but its station happens to be an important junction. Most of the big expresses stop there, and trains are shunted, re-sorted, and made up. It has two or three public telephone boxes. At that time of night, three local trains come in close upon each other, to catch the connection with the express for the north which comes in at 10:19 and leaves at 10:23. The whole place is in a bustle, and the chances of one particular person being noticed telephoning or getting into the express are very small indeed."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 10:23"|10:23|"I did. King’s Abbot is a mere village, but its station happens to be an important junction. Most of the big expresses stop there, and trains are shunted, re-sorted, and made up. It has two or three public telephone boxes. At that time of night, three local trains come in close upon each other, to catch the connection with the express for the north which comes in at 10:19 and leaves at 10:23. The whole place is in a bustle, and the chances of one particular person being noticed telephoning or getting into the express are very small indeed."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:00"|"nine o’clock"|"“You say it was nine o’clock, Dr. Sheppard, when you met this stranger outside the gate?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“You don’t understand,” he said, grinning broadly. “Lord, what a lot of difference language makes. I’m telling you how I set to work. First of all, method. Mr. Ackroyd was last seen alive at a quarter to ten by his niece, Miss Flora Ackroyd. That’s fact number one, isn’t it?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 10:30"|"half past ten"|"“Well, it is. At half past ten, the doctor here says that Mr. Ackroyd had been dead at least half an hour. You stick to that, doctor?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|9:45|"“Very good. That gives us exactly a quarter of an hour in which the crime must have been committed. I make a list of everyone in the house, and work through it, setting down opposite their names where they were and what they were doing between the hour of 9:45 and 10 p.m.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
22:00|"10 p.m."|"“Very good. That gives us exactly a quarter of an hour in which the crime must have been committed. I make a list of everyone in the house, and work through it, setting down opposite their names where they were and what they were doing between the hour of 9:45 and 10 p.m.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|9:45|"Mrs. Ackroyd 9:45 watching billiard match. Went up to bed 9:55. (Raymond and Blunt watched her up staircase.)"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:55"|9:55|"Mrs. Ackroyd 9:45 watching billiard match. Went up to bed 9:55. (Raymond and Blunt watched her up staircase.)"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:47"|9:47|"Parker Went straight to butler’s pantry. (Confirmed by housekeeper, Miss Russell, who came down to speak to him about something at 9:47, and remained at least ten minutes.)"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|9:45|"Miss Russell As above. Spoke to housemaid, Elsie Dale, upstairs at 9:45."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:55"|9:55|"Ursula Bourne (parlourmaid) In her own room until 9:55. Then in Servants’ Hall."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:25"|"twenty-five minutes past nine"|"“And what time was that?” asked Poirot, who had sat with an immovable face.
“Exactly twenty-five minutes past nine,” said the inspector gravely.
There was a silence. Then the inspector spoke again."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:25"|"twenty-five minutes past nine"|"“It’s all clear enough. It fits in without a flaw. At twenty-five minutes past nine, Captain Paton is seen passing the lodge; at nine-thirty or thereabouts, Mr. Geoffrey Raymond hears someone in here asking for money and Mr. Ackroyd refusing. What happens next? Captain Paton leaves the same way—through the window. He walks along the terrace, angry and baffled. He comes to the open drawing room window. Say it’s now a quarter to ten. Miss Flora Ackroyd is saying goodnight to her uncle. Major Blunt, Mr. Raymond, and Mrs. Ackroyd are in the billiard room. The drawing room is empty. He steals in, takes the dagger from the silver table, and returns to the study window. He slips off his shoes, climbs in, and—well, I don’t need to go into details. Then he slips out again and goes off. Hadn’t the nerve to go back to the inn. He makes for the station, rings up from there—”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“It’s all clear enough. It fits in without a flaw. At twenty-five minutes past nine, Captain Paton is seen passing the lodge; at nine-thirty or thereabouts, Mr. Geoffrey Raymond hears someone in here asking for money and Mr. Ackroyd refusing. What happens next? Captain Paton leaves the same way—through the window. He walks along the terrace, angry and baffled. He comes to the open drawing room window. Say it’s now a quarter to ten. Miss Flora Ackroyd is saying goodnight to her uncle. Major Blunt, Mr. Raymond, and Mrs. Ackroyd are in the billiard room. The drawing room is empty. He steals in, takes the dagger from the silver table, and returns to the study window. He slips off his shoes, climbs in, and—well, I don’t need to go into details. Then he slips out again and goes off. Hadn’t the nerve to go back to the inn. He makes for the station, rings up from there—”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“It’s all clear enough. It fits in without a flaw. At twenty-five minutes past nine, Captain Paton is seen passing the lodge; at nine-thirty or thereabouts, Mr. Geoffrey Raymond hears someone in here asking for money and Mr. Ackroyd refusing. What happens next? Captain Paton leaves the same way—through the window. He walks along the terrace, angry and baffled. He comes to the open drawing room window. Say it’s now a quarter to ten. Miss Flora Ackroyd is saying goodnight to her uncle. Major Blunt, Mr. Raymond, and Mrs. Ackroyd are in the billiard room. The drawing room is empty. He steals in, takes the dagger from the silver table, and returns to the study window. He slips off his shoes, climbs in, and—well, I don’t need to go into details. Then he slips out again and goes off. Hadn’t the nerve to go back to the inn. He makes for the station, rings up from there—”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap ~ 09:30"|"About half past nine"|"“About half past nine. I was walking up and down smoking in front of the drawing room window. I heard Ackroyd talking in his study—”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap ~ 06:00"|"about six o’clock"|"I went to see a couple of patients and arrived home about six o’clock. Caroline was sitting beside the wreck of tea things. She had that look of suppressed exultation on her face which I know only too well. It is a sure sign with her of either the getting or the giving of information. I wondered which it had been."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 08:50"|"ten minutes to nine"|"“But necessary—I assure you, necessary. Now first—Dr. Sheppard leaves the house at ten minutes to nine. How do I know that?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 08:50"|"ten minutes to nine"|"“But you might not be speaking the truth—or the watch you went by might be wrong. But Parker also says that you left the house at ten minutes to nine. So we accept that statement and pass on. At nine o’clock you run into a man—and here we come to what we will call the Romance of the Mysterious Stranger—just outside the Park gates. How do I know that that is so?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:00"|"nine o’clock"|"“But you might not be speaking the truth—or the watch you went by might be wrong. But Parker also says that you left the house at ten minutes to nine. So we accept that statement and pass on. At nine o’clock you run into a man—and here we come to what we will call the Romance of the Mysterious Stranger—just outside the Park gates. How do I know that that is so?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“The story of her dismissal. Does it take half an hour to dismiss a servant? Was the story of those important papers a likely one? And remember, though she says she was in her bedroom from nine-thirty until ten o’clock, there is no one to confirm her statement.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 10:00"|"ten o’clock"|"“The story of her dismissal. Does it take half an hour to dismiss a servant? Was the story of those important papers a likely one? And remember, though she says she was in her bedroom from nine-thirty until ten o’clock, there is no one to confirm her statement.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|"half past nine"|"“Point No. 1.—Mr. Ackroyd was heard talking to someone at half past nine."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“Point No. 4.—The person with Mr. Ackroyd at nine-thirty was asking for money. We know Ralph Paton was in a scrape."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“These four points go to show that the person with Mr. Ackroyd at nine-thirty was Ralph Paton. But we know that Mr. Ackroyd was alive at a quarter to ten, therefore it was not Ralph who killed him. Ralph left the window open. Afterwards the murderer came in that way.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“These four points go to show that the person with Mr. Ackroyd at nine-thirty was Ralph Paton. But we know that Mr. Ackroyd was alive at a quarter to ten, therefore it was not Ralph who killed him. Ralph left the window open. Afterwards the murderer came in that way.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“Why was Blunt so certain in his own mind that it was Raymond with Mr. Ackroyd at nine-thirty?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap < 10:00"|"Just before ten o’clock"|"I lingered, thinking that perhaps the girl would say more. Her next question surprised me.
“When do they think the murder was done? Just before ten o’clock?”
“That is the idea,” I said. “Between a quarter to ten and the hour.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"I lingered, thinking that perhaps the girl would say more. Her next question surprised me.
“When do they think the murder was done? Just before ten o’clock?”
“That is the idea,” I said. “Between a quarter to ten and the hour.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap < 10:00"|"Just before ten o’clock"|"“When do they think the murder was done? Just before ten o’clock?”
“That is the idea,” I said. “Between a quarter to ten and the hour.”
“Not earlier? Not before a quarter to ten?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“When do they think the murder was done? Just before ten o’clock?”
“That is the idea,” I said. “Between a quarter to ten and the hour.”
“Not earlier? Not before a quarter to ten?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“That is the idea,” I said. “Between a quarter to ten and the hour.”
“Not earlier? Not before a quarter to ten?”
I looked at her attentively. She was so clearly eager for a reply in the affirmative."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“That’s out of the question,” I said. “Miss Ackroyd saw her uncle alive at a quarter to ten.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“You know how it is. Suspicious-looking policemen—don’t like to admit you were hard up for money—think it will look bad to them. But I was a fool, really, because Blunt and I were in the billiard room from a quarter to ten onwards, so I’ve got a watertight alibi and nothing to fear. Still, when you thundered out that stuff about concealing things, I felt a nasty prick of conscience, and I thought I’d like to get it off my mind.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 11:00"|"eleven o’clock"|"The joint funeral of Mrs. Ferrars and Roger Ackroyd was fixed for eleven o’clock. It was a melancholy and impressive ceremony. All the party from Fernly were there."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 00:00"|"twelve o’clock"|"“Parker!” said Poirot. “I asked him to be at my house this morning at twelve o’clock. He should await us there at this very minute.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“You seem to know a hell of a lot about everything, you little foreign cock duck. Perhaps you remember this: the papers say that the old gent was croaked between a quarter to ten and ten o’clock?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 10:00"|"ten o’clock"|"“You seem to know a hell of a lot about everything, you little foreign cock duck. Perhaps you remember this: the papers say that the old gent was croaked between a quarter to ten and ten o’clock?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"He indicated Inspector Raglan. The latter hesitated, glanced at Superintendent Hayes, then at Poirot, and finally, as though receiving sanction, he said:
“That’s right. Between a quarter to ten and ten o’clock.”
“Then you’ve nothing to keep me here for,” said Kent. “I was away from Fernly Park by twenty-five minutes past nine. You can ask at the Dog and Whistle. That’s a saloon about a mile out of Fernly on the road to Cranchester. I kicked up a bit of a row there, I remember. As near as nothing to quarter to ten, it was. How about that?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 10:00"|"ten o’clock"|"He indicated Inspector Raglan. The latter hesitated, glanced at Superintendent Hayes, then at Poirot, and finally, as though receiving sanction, he said:
“That’s right. Between a quarter to ten and ten o’clock.”
“Then you’ve nothing to keep me here for,” said Kent. “I was away from Fernly Park by twenty-five minutes past nine. You can ask at the Dog and Whistle. That’s a saloon about a mile out of Fernly on the road to Cranchester. I kicked up a bit of a row there, I remember. As near as nothing to quarter to ten, it was. How about that?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:25"|"twenty-five minutes past nine"|"He indicated Inspector Raglan. The latter hesitated, glanced at Superintendent Hayes, then at Poirot, and finally, as though receiving sanction, he said:
“That’s right. Between a quarter to ten and ten o’clock.”
“Then you’ve nothing to keep me here for,” said Kent. “I was away from Fernly Park by twenty-five minutes past nine. You can ask at the Dog and Whistle. That’s a saloon about a mile out of Fernly on the road to Cranchester. I kicked up a bit of a row there, I remember. As near as nothing to quarter to ten, it was. How about that?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:25"|"twenty-five minutes past nine"|"“Then you’ve nothing to keep me here for,” said Kent. “I was away from Fernly Park by twenty-five minutes past nine. You can ask at the Dog and Whistle. That’s a saloon about a mile out of Fernly on the road to Cranchester. I kicked up a bit of a row there, I remember. As near as nothing to quarter to ten, it was. How about that?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“Then you’ve nothing to keep me here for,” said Kent. “I was away from Fernly Park by twenty-five minutes past nine. You can ask at the Dog and Whistle. That’s a saloon about a mile out of Fernly on the road to Cranchester. I kicked up a bit of a row there, I remember. As near as nothing to quarter to ten, it was. How about that?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“Charles Kent’s. The barmaid at the Dog and Whistle, Sally Jones, she remembers him perfectly. Picked out his photograph from among five others. It was just a quarter to ten when he came into the bar, and the Dog and Whistle is well over a mile from Fernly Park. The girl mentions that he had a lot of money on him—she saw him take a handful of notes out of his pocket. Rather surprised her, it did, seeing the class of fellow he was, with a pair of boots clean dropping off him. That’s where that forty pounds went right enough.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“I don’t see how you make that out. Look here, we know Mr. Ackroyd was alive at a quarter to ten. You admit that, don’t you?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“Those alibis now. Worthless! Absolutely worthless. Got to start again. Find out what everyone was doing from nine-thirty onwards. Nine-thirty—that’s the time we’ve got to hang on to. You were quite right about the man Kent—we don’t release him yet awhile. Let me see now—nine-forty-five at the Dog and Whistle. He might have got there in a quarter of an hour if he ran. It’s just possible that it was his voice Mr. Raymond heard talking to Mr. Ackroyd—asking for money which Mr. Ackroyd refused. But one thing’s clear—it wasn’t he who sent the telephone message. The station is half a mile in the other direction—over a mile and a half from the Dog and Whistle, and he was at the Dog and Whistle until about ten minutes past ten. Dang that telephone call! We always come up against it.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|nine-forty-five|"“Those alibis now. Worthless! Absolutely worthless. Got to start again. Find out what everyone was doing from nine-thirty onwards. Nine-thirty—that’s the time we’ve got to hang on to. You were quite right about the man Kent—we don’t release him yet awhile. Let me see now—nine-forty-five at the Dog and Whistle. He might have got there in a quarter of an hour if he ran. It’s just possible that it was his voice Mr. Raymond heard talking to Mr. Ackroyd—asking for money which Mr. Ackroyd refused. But one thing’s clear—it wasn’t he who sent the telephone message. The station is half a mile in the other direction—over a mile and a half from the Dog and Whistle, and he was at the Dog and Whistle until about ten minutes past ten. Dang that telephone call! We always come up against it.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap ~ 10:10"|"about ten minutes past ten"|"“Those alibis now. Worthless! Absolutely worthless. Got to start again. Find out what everyone was doing from nine-thirty onwards. Nine-thirty—that’s the time we’ve got to hang on to. You were quite right about the man Kent—we don’t release him yet awhile. Let me see now—nine-forty-five at the Dog and Whistle. He might have got there in a quarter of an hour if he ran. It’s just possible that it was his voice Mr. Raymond heard talking to Mr. Ackroyd—asking for money which Mr. Ackroyd refused. But one thing’s clear—it wasn’t he who sent the telephone message. The station is half a mile in the other direction—over a mile and a half from the Dog and Whistle, and he was at the Dog and Whistle until about ten minutes past ten. Dang that telephone call! We always come up against it.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“Fortunately for him, he has an alibi. At a quarter to ten he was at a public-house a mile from here.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“It is not quite all,” he said smoothly. “This morning fresh developments have arisen. It seems now that Mr. Ackroyd was murdered, not at a quarter to ten, but before. Between ten minutes to nine, when Dr. Sheppard left, and a quarter to ten.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 08:50"|"ten minutes to nine"|"“It is not quite all,” he said smoothly. “This morning fresh developments have arisen. It seems now that Mr. Ackroyd was murdered, not at a quarter to ten, but before. Between ten minutes to nine, when Dr. Sheppard left, and a quarter to ten.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap ~ 09:10"|"about ten minutes past nine"|"“Yes, I did. I had heard from him—saying he was coming. I dared not let him come to the house. I wrote to the address he gave me and said I would meet him in the summerhouse, and described it to him so that he would be able to find it. Then I was afraid he might not wait there patiently, and I ran out and left a piece of paper to say I would be there about ten minutes past nine. I didn’t want the servants to see me, so I slipped out through the drawing room window. As I came back, I met Dr. Sheppard, and I fancied that he would think it queer. I was out of breath, for I had been running. I had no idea that he was expected to dinner that night.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:10"|"ten minutes past nine"|"“Go on,” said Poirot. “You went out to meet him at ten minutes past nine. What did you say to each other?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap - 09:20"|"between twenty and twenty-five minutes past nine"|"“It must have been between twenty and twenty-five minutes past nine. It was not yet half past when I got back to the house.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|"half past nine"|"“I went back to the house. Major Blunt was walking up and down the terrace smoking, so I made a detour to get round to the side door. It was just then on half past nine, as I tell you.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“There seems no doubt that the man who was talking to Mr. Ackroyd in the library at nine-thirty could not possibly have been your son. Be of good courage, mademoiselle. All will yet be well.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:00"|"nine o’clock"|"“Good. I need also those in the house—that is to say: Mrs. Ackroyd, Mademoiselle Flora, Major Blunt, Mr. Raymond. I want you to be my ambassador. This little reunion is fixed for nine o’clock. You will ask them—yes?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:00"|"nine o’clock"|"“Very well,” said Mrs. Ackroyd at last, rather grudgingly, “I will tell the others, and we will be there at nine o’clock.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|"half past nine"|"“Do you think I haven’t gone over that again and again in my own mind? It was just half past nine when I went out to meet him. Major Blunt was walking up and down the terrace, so I had to go round through the bushes to avoid him. It must have been about twenty-seven minutes to ten when I reached the summerhouse. Ralph was waiting for me. I was with him ten minutes—not longer, for it was just a quarter to ten when I got back to the house.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap ~ 09:33"|"about twenty-seven minutes to ten"|"“Do you think I haven’t gone over that again and again in my own mind? It was just half past nine when I went out to meet him. Major Blunt was walking up and down the terrace, so I had to go round through the bushes to avoid him. It must have been about twenty-seven minutes to ten when I reached the summerhouse. Ralph was waiting for me. I was with him ten minutes—not longer, for it was just a quarter to ten when I got back to the house.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"“Do you think I haven’t gone over that again and again in my own mind? It was just half past nine when I went out to meet him. Major Blunt was walking up and down the terrace, so I had to go round through the bushes to avoid him. It must have been about twenty-seven minutes to ten when I reached the summerhouse. Ralph was waiting for me. I was with him ten minutes—not longer, for it was just a quarter to ten when I got back to the house.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
