"ap 07:30"|"half-past seven"|"This year it was held in the large hall of the University Y. M. C. A., a moral apartment with red wall paper, portraits of whiskered alumni who had gone out to be missionaries, and long thin pine boxes intended to resemble exposed oak beams. About the famous guests—Dr. Rouncefield the Chicago surgeon, a diabetes specialist from Omaha, a Pittsburgh internist—stood massed the faculty members. They tried to look festal, but they were worn and nervous after four months of school. They had wrinkles and tired eyes. They were all in business suits, mostly unpressed. They sounded scientific and interested; they used words like phlebarteriectasia and hepatocholangio-enterostomy, and they asked the guests, “So you just been in Rochester? What’s, uh, what’re Charley and Will doing in orthopedics?” But they were full of hunger and melancholy. It was half-past seven, and they who did not normally dine at seven, dined at six-thirty."|Arrowsmith|"Sinclair Lewis"
"ap 06:00"|"six o’clock"|"Saturday evening they went solemnly to the motion pictures—one-and two-reel films with Cowboy Billy Anderson and a girl later to be famous as Mary Pickford—and solemnly they discussed the non-existent plots as they returned, unconscious of other people on the streets; but when they walked into the country on a Sunday (with four sandwiches and a bottle of ginger ale in his threadbare pockets), he chased her up-hill and down-gully, and they lost their solemnity in joyous childishness. He intended, when he came to her room in the evening, to catch the owl-car to Mohalis and be near his work when he woke in the morning. He was resolute about it, always, and she admired his efficiency, but he never caught the car. The crew of the six o’clock morning interurban became used to a pale, quick-moving young man who sat hunched in a back seat, devouring large red books, absently gnawing a rather dreadful doughnut. But in this young man there was none of the heaviness of workers dragged out of bed at dawn for another gray and futile day of labor. He appeared curiously determined, curiously content."|Arrowsmith|"Sinclair Lewis"
00:00|Midnight|"Martin yelped the last words from the step at the back of the ambulance as it went bumping and rocking through the factory yard, through the bitter smoke, toward the shrinking crowd. He owned and commanded the city, he and the driver. They ignored traffic regulations, they disdained the people, returning from theaters and movies, who dotted the streets which unrolled before the flying gray hood. Let ’em get out of the way! The traffic officer at Chickasaw and Twentieth heard them coming, speeding like the Midnight Express—urrrrrr—blang-blang-blang-blang—and cleared the noisy corner. People were jammed against the curb, threatened by rearing horses and backing motors, and past them hurled the ambulance, blang-blang-blang-blang, with The Doctor holding a strap and swinging easily on his perilous seat."|Arrowsmith|"Sinclair Lewis"
03:00|"three o’clock in the morning"|"He took a bank-president out of a dive; he helped the family conceal the disgrace; he irritably refused their bribe; and afterward, when he thought of how he might have dined with Leora, he was sorry he had refused it. He broke into hotel-rooms reeking with gas and revived would-be suicides. He drank Trinidad rum with a Congressman who advocated prohibition. He attended a policeman assaulted by strikers, and a striker assaulted by policemen. He assisted at an emergency abdominal operation at three o’clock in the morning. The operating room—white tile walls and white tile floor and glittering frosted-glass skylight—seemed lined with fire-lit ice, and the large incandescents glared on the glass instrument cases, the cruel little knives. The surgeon, in long white gown, white turban, and pale orange rubber gloves, made his swift incision in the square of yellowish flesh exposed between towels, cutting deep into layers of fat, and Martin looked on unmoved as the first blood menacingly followed the cut. And a month after, during the Chaloosa River flood, he worked for seventy-six hours, with half-hours of sleep in the ambulance or on a police-station table."|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"After this solemnity Dad Silva took them to a musical comedy and sat between them, patting Martin’s shoulder, patting Leora’s arm, choking with delight when the comedian stepped into the pail of whitewash. In midnight volubility Martin and Leora sputtered their affection for him, and saw their Wheatsylvania venture as glory and salvation."|Arrowsmith|"Sinclair Lewis"
"ap 03:15"|"quarter after three"|"Hunziker summoned him to the office next day. Hunziker did his summoning very well indeed (unless it happened to be merely a stenographer). He sent a glossy morning-coated male secretary, who presented Mr. Hunziker’s compliments to the much less glossy Dr. Gottlieb, and hinted with the delicacy of a lilac bud that if it was quite altogether convenient, if it would not in the least interfere with Dr. Gottlieb’s experiments, Mr. Hunziker would be flattered to see him in the office at a quarter after three."|Arrowsmith|"Sinclair Lewis"
"ap 06:00"|"six o’clock"|"“If you’re going driving, don’t forget that supper is six o’clock sharp,” Mrs. Tozer had said, smiling to sugar-coat it."|Arrowsmith|"Sinclair Lewis"
"ap 06:00"|"six o’clock"|"On Main Street, Mr. Tozer waved to them and shouted, “Be back by six. Supper at six o’clock sharp.”"|Arrowsmith|"Sinclair Lewis"
"ap 06:00"|"six o’clock"|"Bert Tozer ran out from the bank, like a country schoolmaster skipping from a one-room schoolhouse, and cackled, “Say, you folks better not forget to be back at six o’clock for supper or the Old Man’ll have a fit. He’ll expect you for supper at six o’clock sharp, and when he says six o’clock sharp, he means six o’clock sharp, and not five minutes past six!”"|Arrowsmith|"Sinclair Lewis"
"ap 06:05"|"five minutes past six"|"Bert Tozer ran out from the bank, like a country schoolmaster skipping from a one-room schoolhouse, and cackled, “Say, you folks better not forget to be back at six o’clock for supper or the Old Man’ll have a fit. He’ll expect you for supper at six o’clock sharp, and when he says six o’clock sharp, he means six o’clock sharp, and not five minutes past six!”"|Arrowsmith|"Sinclair Lewis"
"ap 06:07"|"seven minutes after six"|"“Now that,” observed Leora, “is funny, because in my twenty-two years in Wheatsylvania I remember three different times when supper was as late as seven minutes after six. Let’s get out of this, Sandy. . . . I wonder were we so wise to live with the family and save money?”"|Arrowsmith|"Sinclair Lewis"
"ap 05:49"|"eleven minutes to six"|"Martin would be heroic. “We’ll by golly get back when we’re by golly good and ready!” he said to Leora; but on them both was the cumulative dread of the fussing voices, beyond every breezy prospect was the order, “Be back at six sharp”; and they whipped up to arrive at eleven minutes to six, as Mr. Tozer was returning from the creamery, full thirty seconds later than usual."|Arrowsmith|"Sinclair Lewis"
"ap < 10:00"|"almost ten o’clock"|"They went over it and over it till almost ten o’clock, but Martin was resolute, and the next day he rented Wise’s shack."|Arrowsmith|"Sinclair Lewis"
03:00|"three in the morning"|"So blank, so idle, had been the week that when he heard the telephone at the Tozers’, at three in the morning, he rushed to it as though he were awaiting a love message."|Arrowsmith|"Sinclair Lewis"
12:00|noon|"When he had telephoned, Dr. Winter shook hands ardently. He indicated his electric cabinet. “Got one of those things yet? Ought to, my boy. Don’t know as I use it very often, except with the cranks that haven’t anything the matter with ’em, but say, it would surprise you how it impresses folks. Well, Doctor, welcome to Crynssen County. Married? Won’t you and your wife come take dinner with us some Sunday noon? Mrs. Winter will be real pleased to meet you. And if I ever can be of service to you in a consultation—I only charge a very little more than my regular fee, and it looks so well, talking the case over with an older man.”"|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"She had achieved cold hands and a slow circulation, and he was called at midnight. He was soggily sleepy, after two country drives on muddy roads, and in his torpor he gave her an overdose of strychnine, which so shocked and stimulated her that she decided to be well. It was so violent a change that it made her more interesting than being an invalid—people had of late taken remarkably small pleasure in her symptoms. She went about praising Martin, and all the world said, “I hear this Doc Arrowsmith is the only fellow Agnes ever doctored with that’s done her a mite of good.”"|Arrowsmith|"Sinclair Lewis"
"ap > 02:00"|"after two"|"She had achieved cold hands and a slow circulation, and he was called at midnight. He was soggily sleepy, after two country drives on muddy roads, and in his torpor he gave her an overdose of strychnine, which so shocked and stimulated her that she decided to be well. It was so violent a change that it made her more interesting than being an invalid—people had of late taken remarkably small pleasure in her symptoms. She went about praising Martin, and all the world said, “I hear this Doc Arrowsmith is the only fellow Agnes ever doctored with that’s done her a mite of good.”"|Arrowsmith|"Sinclair Lewis"
12:00|noon|"He was worried, for all his flamboyance. Leora had undue morning sickness. Till noon she dragged about the house, pea-green and tousled and hollow-faced. He found a sort of maid, and came home to help, to wipe the dishes and sweep the front walk. All evening he read to her, not history now and Henry James but “Mrs. Wiggs of the Cabbage Patch,” which both of them esteemed a very fine tale. He sat on the floor by the grubby second-hand couch on which she lay in her weakness; he held her hand and crowed:"|Arrowsmith|"Sinclair Lewis"
04:00|"four in the morning"|"“All right. We can try out the new thermos bottles!” Dr. Coughlin, his lady, and the children started at four in the morning. The car was at first too well arranged to be interesting, but after three days, as he approached you on the flat road that without an inch of curving was slashed for leagues through the grassy young wheat, you saw the doctor in his khaki suit, his horn-rimmed spectacles, and white linen boating hat; his wife in a green flannel blouse and a lace boudoir cap. The rest of the car was slightly confused. While you motored by you noticed a canvas Egyptian Water Bottle, mud on wheels and fenders, a spade, two older children leaning perilously out and making tongues at you, the baby’s diapers hanging on a line across the tonneau, a torn copy of Snappy Stories, seven lollypop sticks, a jack, a fish-rod, and a rolled tent."|Arrowsmith|"Sinclair Lewis"
23:53|"seven to midnight"|"With no excuse and less encouragement he isolated blackleg organisms from sick cattle and prepared an attenuated vaccine of his own. It took much time. He did not neglect his patients but certainly he failed to appear in the stores, at the poker games. Leora and he dined on a sandwich every evening and hastened to the laboratory, to heat the cultures in the improvised water-bath, an ancient and leaky oatmeal cooker with an alcohol lamp. The Martin who had been impatient of Hesselink was of endless patience as he watched his results. He whistled and hummed, and the hours from seven to midnight were a moment. Leora, frowning placidly, the tip of her tongue at the corner of her mouth, guarded the temperature like a good little watchdog."|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"Each topic had its suitable refreshment. Sondelius was a fantastic drinker, and zinc-lined. He mixed Pilsner, whisky, black coffee, and a liquid which the waiter asserted to be absinthe. “I should go to bed at midnight,” he lamented, “but it is a cardinal sin to interrupt good talk. Yoost tempt me a little! I am an easy one to be tempted! But I must have five hours’ sleep. Absolute! I lecture in—it’s some place in Iowa—tomorrow evening. Now that I am past fifty, I cannot get along with three hours as I used to, and yet I have found so many new things that I want to talk about.”"|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"He was to placate voluble voters who came in to complain of everything from the smell of sewer-gas to the midnight beer parties of neighbors; he was to dictate office correspondence to the touchy stenographer, who was not a Working Girl but a Nice Girl Who Was Working; to give publicity to the newspapers; to buy paper-clips and floor-wax and report-blanks at the lowest prices; to assist, in need, the two part-time physicians in the city clinic; to direct the nurses and the two sanitary inspectors; to scold the Garbage Removal Company; to arrest—or at least to jaw at—all public spitters; to leap into a Ford and rush out to tack placards on houses in which were infectious diseases; to keep a learned implacable eye on epidemics from Vladivostok to Patagonia, and to prevent (by methods not very clearly outlined) their coming in to slay the yeomanry and even halt the business activities of Nautilus."|Arrowsmith|"Sinclair Lewis"
"ap 08:30"|"half-past eight"|"At half-past eight he had pictured his escape as life’s highest ecstasy; at twelve he took leave with nervous hesitation."|Arrowsmith|"Sinclair Lewis"
"ap 00:00"|twelve|"At half-past eight he had pictured his escape as life’s highest ecstasy; at twelve he took leave with nervous hesitation."|Arrowsmith|"Sinclair Lewis"
"> 00:00"|"after midnight"|"He sat in the Sims House office—singularly dismal it was, after midnight, and singularly smelly."|Arrowsmith|"Sinclair Lewis"
12:00|noon|"“Then come have lunch with me tomorrow at the Elks’ Club, and you and your wife take dinner with us Sunday noon.”"|Arrowsmith|"Sinclair Lewis"
"ap 01:30"|one-thirty|"It is one of the major tragedies that nothing is more discomforting than the hearty affection of the Old Friends who never were friends. Martin’s imaginative dismay at being caught here by Watters was not lessened when Leora and he reluctantly appeared on Sunday at one-thirty and were by a fury of Old Friendship dragged back into the days of Digamma Pi."|Arrowsmith|"Sinclair Lewis"
"ap 08:30"|"half-past eight"|"Martin swore, that morning of June, that she was a fool and a flirt, and he “hadn’t the slightest intention of going near her.” No! He would call on Irving Watters in the evening, or read, or have a walk with the school-clinic dentist.
But at half-past eight he was loitering toward her house.
If the elder Pickerbaughs were there—Martin could hear himself saying, “Thought I’d just drop by, Doctor, and ask you what you thought about—” Hang it! Thought about what? Pickerbaugh never thought about anything."|Arrowsmith|"Sinclair Lewis"
"ap 11:00"|eleven|"“I’m terribly sorry; he and Mama won’t be back till eleven. Won’t you sit down and cool off a little?”"|Arrowsmith|"Sinclair Lewis"
12:00|noon|"Next noon she telephoned from a drug store that she had lain awake all night, and on profound contemplation decided that they “musn’t ever do that sort of thing again”—and would he meet her at the corner of Crimmins Street and Missouri Avenue at eight, so that they might talk it all over?"|Arrowsmith|"Sinclair Lewis"
"ap 08:00"|eight|"Next noon she telephoned from a drug store that she had lain awake all night, and on profound contemplation decided that they “musn’t ever do that sort of thing again”—and would he meet her at the corner of Crimmins Street and Missouri Avenue at eight, so that they might talk it all over?"|Arrowsmith|"Sinclair Lewis"
"ap 08:30"|"half-past eight"|"In the afternoon she telephoned and changed the tryst to half-past eight."|Arrowsmith|"Sinclair Lewis"
"ap 08:30"|"half-past eight"|"In the afternoon she telephoned and changed the tryst to half-past eight.
At five she called up just to remind him—
In the laboratory that day Martin transplanted cultures no more. He was too confusedly human to be a satisfactory experimenter, too coldly thinking to be a satisfactory sinful male, and all the while he longed for the sure solace of Leora."|Arrowsmith|"Sinclair Lewis"
"ap 05:00"|five|"In the afternoon she telephoned and changed the tryst to half-past eight.
At five she called up just to remind him—
In the laboratory that day Martin transplanted cultures no more. He was too confusedly human to be a satisfactory experimenter, too coldly thinking to be a satisfactory sinful male, and all the while he longed for the sure solace of Leora."|Arrowsmith|"Sinclair Lewis"
"ap 08:30"|eight-thirty|"He met Orchid at eight-thirty, and the whole matter was unkind. He was equally distasteful of the gallant Martin of two days ago and the prosy cautious Martin of tonight. He went home desolately ascetic, and longed for Orchid all the night."|Arrowsmith|"Sinclair Lewis"
"ap 11:00"|eleven|"Klopchuk appeared at eleven, and to Klopchuk the affair was tragic. Born in a gutter in Poland, starving in New York, working twenty hours a day in Vermont, in Ohio, in Iowa, he had made this beautiful thing, his dairy."|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"It was at midnight, when the charms of bacteriology and toweling were becoming pallid, that outside the house sounded a whooping, wheezing motor horn, and in lumbered a ruddy fat man who was introduced as Mr. Schlemihl, president of the Cornbelt Insurance Company of Nautilus."|Arrowsmith|"Sinclair Lewis"
03:00|"three in the morning"|"Thus it happened that at three in the morning Martin was singing to a commendatory audience the ballad he had learned from Gustaf Sondelius:"|Arrowsmith|"Sinclair Lewis"
"ap 04:00"|four|"At four, the Arrowsmiths had been accepted by the most desperately Smart Set of Nautilus, and at four-thirty they were driven home, at a speed neither legal nor kind, by Clay Tredgold."|Arrowsmith|"Sinclair Lewis"
"ap 04:30"|four-thirty|"At four, the Arrowsmiths had been accepted by the most desperately Smart Set of Nautilus, and at four-thirty they were driven home, at a speed neither legal nor kind, by Clay Tredgold."|Arrowsmith|"Sinclair Lewis"
"ap 02:00"|two|"It happened after a party which lasted till two, when Mrs. Schlemihl had worn the new frock from Lucile’s and Jack Brundidge (by day vice-president and sales manager of the Maize Mealies Company) had danced what he belligerently asserted to be a Finnish polka, that when Martin and Leora were driving home in a borrowed Health Department car he snarled, “Lee, why can’t you ever take any trouble with what you wear? Here this morning—or yesterday morning—you were going to mend that blue dress, and as far as I can figure out you haven’t done a darn thing the whole day but sit around and read, and then you come out with that ratty embroidery—”"|Arrowsmith|"Sinclair Lewis"
12:00|noon|"There was terrific rain, the roof leaked without restraint, and the lady in charge of the Healthy Housing Booth, which also leaked, was taken home threatened with pneumonia. At noon, when the Eugenic Family were giving a demonstration of perfect vigor, their youngest blossom had an epileptic fit, and before the excitement was over, upon the Chicago anti-nicotine lady as she triumphantly assassinated a mouse charged an anti-vivisection lady, also from Chicago."|Arrowsmith|"Sinclair Lewis"
"ap 02:00"|"two o’clock"|"At two o’clock, when the rain had slackened, when the after-lunch crowd had come in and the story of the anti ladies was running strong, the fireman retired behind the Clean Up and Prevent Fires exhibit for his hourly smoke. He was a very sleepy and unhappy little fireman; he was thinking about the pleasant firehouse and the unending games of pinochle. He dropped the match, unextinguished on the back porch of the model Clean House. The Clean House had been so handsomely oiled that it was like kindling soaked in kerosene. It flared up, and instantly the huge and gloomy Tabernacle was hysterical with flames. The crowd rushed toward the exits."|Arrowsmith|"Sinclair Lewis"
"ap 11:00"|eleven|"At eleven the victory was certain, and Martin, his bowels weak with unconfidence, realized that he was now Director of Public Health, with responsibility for seventy thousand lives."|Arrowsmith|"Sinclair Lewis"
"ap 03:55"|three-fifty-five|"The train left at three-fifty-five. The station was, to the astonishment of innocent passengers gaping from the train windows, jammed with thousands."|Arrowsmith|"Sinclair Lewis"
02:00|"two in the morning"|"The first to protest was His Honor the Mayor. Returning from an extremely agreeable game of chemin de fer with F. X. Jordan, taking a short cut through the alley behind the City Hall, Mayor Pugh saw Martin at two in the morning drearily putting test tubes in the incubator, while Leora sat in a corner smoking. Next day he summoned Martin, and protested."|Arrowsmith|"Sinclair Lewis"
12:00|noon|"At dawn a gang headed by Martin and Ockford, in blue overalls, joyful and rowdyish, invaded the McCandless tenements, drove the tenants into the street, and began to tear down the flimsy buildings. At noon, when lawyers appeared and the tenants were in new flats commandeered by Martin, the wreckers set fire to the lower stories, and in half an hour the buildings had been annihilated."|Arrowsmith|"Sinclair Lewis"
"ap 08:00"|eight|"“I know, Sandy. Honestly, I don’t care. I was just wondering what kind of a flat we’ll be able to afford, so I can begin looking for it. Go on. Dr. Gottlieb said—”
It was three hours after, at eight, when they went to dinner.
IV"|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"But her real grievance arose when, after Rippleton Holabird had agreed to give midnight supper on the roof of the Institute to one of her most intellectual dinner parties, she telephoned to Gottlieb, merely asking, “Would it be too much trouble for you to go down and open your lab, so we can all enjoy just a tiny peep at it?” and he answered:"|Arrowsmith|"Sinclair Lewis"
"ap 01:00"|one|"She sat quiet (a frail child, only up to one’s shoulder, not nine minutes older than at marriage, nine years before), or she napped inoffensively, in the long living room of their flat, while he worked over his dreary digit-infested books till one, till two, and she politely awoke to let him worry at her, “But look here now, I’ve got to keep up my research at the same time. God, I am so tired!”"|Arrowsmith|"Sinclair Lewis"
"ap 02:00"|two|"She sat quiet (a frail child, only up to one’s shoulder, not nine minutes older than at marriage, nine years before), or she napped inoffensively, in the long living room of their flat, while he worked over his dreary digit-infested books till one, till two, and she politely awoke to let him worry at her, “But look here now, I’ve got to keep up my research at the same time. God, I am so tired!”"|Arrowsmith|"Sinclair Lewis"
"ap 03:00"|three|"But in a month the pleasures of being a hero became mechanical, and Martin longed for soft shirts, easy shoes, and clothes with reasonable pockets. His puttees were a nuisance to wear and an inferno to put on; his collar pinched his neck and jabbed his chin; and it was wearing on a man who sat up till three, on the perilous duty of studying calculus, to be snappy at every salute."|Arrowsmith|"Sinclair Lewis"
"ap 06:00"|"six o’clock"|"By this time it was six o’clock of a fine wide August morning, and as he ceased his swift work, as taut nerves slackened, he looked out of his lofty window and was conscious of the world below: bright roofs, jubilant towers, and a high-decked Sound steamer swaggering up the glossy river."|Arrowsmith|"Sinclair Lewis"
"ap 10:00"|ten|"She sought to reassure him but he did not wait. He dashed down to the subway, promising to telephone to her. By ten, he was peering into his incubator."|Arrowsmith|"Sinclair Lewis"
"ap < 06:00"|"before six"|"He dug down, before six, into a new layer of strength, and at six his examination showed that the flasks containing the original broth still had no growth of bacteria, and the flasks which he had seeded with the original pus had, like the first eccentric flask, after beginning to display a good growth of bacteria cleared up again under the slowly developing attack of the unknown assassin."|Arrowsmith|"Sinclair Lewis"
"ap 07:00"|seven|"When he had finished, at seven, his head was on his notebook and he was asleep."|Arrowsmith|"Sinclair Lewis"
"ap 10:00"|ten|"He awoke at ten, went home, ate like a savage, slept again, and was in the laboratory before dawn. His next rest was an hour that afternoon, sprawled on his laboratory table, with his garcon on guard; the next, a day and a half later, was eight hours in bed, from dawn till noon."|Arrowsmith|"Sinclair Lewis"
12:00|noon|"He awoke at ten, went home, ate like a savage, slept again, and was in the laboratory before dawn. His next rest was an hour that afternoon, sprawled on his laboratory table, with his garcon on guard; the next, a day and a half later, was eight hours in bed, from dawn till noon."|Arrowsmith|"Sinclair Lewis"
"ap 08:30"|eight-thirty|"Capitola McGurk, who hitherto had not perceived him except as an object less interesting than Gladys the Centrifuge, telephoned: “ . . . Dr. Tubbs so enthusiastic and Ross and I are so pleased. Be delighted if Mrs. Arrowsmith and you could dine with us next Thursday at eight-thirty.”"|Arrowsmith|"Sinclair Lewis"
"ap 04:00"|four|"At four, Terry Wickett hastened to Martin with, “Say, Slim, I’ve got a straight tip that They’ve elected Silva, dean of the Winnemac medical school. That’s your shop, isn’t it? Wha’s like?”"|Arrowsmith|"Sinclair Lewis"
"ap 05:00"|five|"At five, past doors made of attentive eyes, the Board of Trustees marched to the laboratory of Max Gottlieb."|Arrowsmith|"Sinclair Lewis"
"> 00:00"|"a little after midnight"|"Martin had always been the lone prowler. Possibly the thing he most liked in Leora was her singular ability to be cheerfully non-existent even when she was present. At first he was annoyed by Sondelius’s disturbing presence, however interesting he found his fervors about plague-bearing rats (whom Sondelius hated not at all but whom, with loving zeal, he had slaughtered by the million, with a romantic absorption in traps and poison gas). But the Sondelius who was raucous in conversation could be almost silent at work. He knew exactly how to hold the animals while Martin did intrapleural injections; he made cultures of Bacillus pestis; when Martin’s technician had gone home at but a little after midnight (the garcon liked Martin and thought well enough of science, but he was prejudiced in favor of six hours’ daily sleep and sometimes seeing his wife and children in Harlem), then Sondelius cheerfully sterilized glassware and needles, and lumbered up to the animal house to bring down victims."|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"Martin had never known greater peril than swimming a flood as a hospital intern. From waking to midnight he was too busy making phage and receiving unsolicited advice from all the Institute staff to think of the dangers of a plague epidemic, but when he went to bed, when his brain was still revolving with plans, he pictured rather too well the chance of dying, unpleasantly."|Arrowsmith|"Sinclair Lewis"
