"ap 05:00"|"five o’clock"|"It was five o’clock on a winter’s morning in Syria. Alongside the platform at Aleppo stood the train grandly designated in railway guides as the Taurus Express. It consisted of a kitchen and dining car, a sleeping car and two local coaches."|"Murder on the Orient Express"|"Agatha Christie"
"ap 09:15"|9:15|"At 9:15 punctually the train pulled out of the station, and shortly afterwards Poirot got up, said good night to his friend and made his way along the corridor back into his own coach which was in front next to the dining car."|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:37"|"twenty-three minutes to one"|"Poirot returned to bed, his mind relieved, and switched off the light. He glanced at his watch. It was just twenty-three minutes to one."|"Murder on the Orient Express"|"Agatha Christie"
"ap > 01:15"|"Just after a quarter past one"|"Hercule Poirot lay awake staring at the ceiling. Why was the station outside so silent? His throat felt dry. He had forgotten to ask for his usual bottle of mineral water. He looked at his watch again. Just after a quarter past one. He would ring for the conductor and ask him for some mineral water. His finger went out to the bell, but he paused as in the stillness he heard a ting. The man couldn’t answer every bell at once."|"Murder on the Orient Express"|"Agatha Christie"
"ap > 09:00"|"past nine o’clock"|"When he awoke the train was still at a standstill. He raised a blind and looked out. Heavy banks of snow surrounded the train.
He glanced at his watch and saw that it was past nine o’clock.
At a quarter to ten, neat, spruce, and dandified as ever, he made his way to the restaurant car, where a chorus of woe was going on."|"Murder on the Orient Express"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"When he awoke the train was still at a standstill. He raised a blind and looked out. Heavy banks of snow surrounded the train.
He glanced at his watch and saw that it was past nine o’clock.
At a quarter to ten, neat, spruce, and dandified as ever, he made his way to the restaurant car, where a chorus of woe was going on."|"Murder on the Orient Express"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"At a quarter to ten, neat, spruce, and dandified as ever, he made his way to the restaurant car, where a chorus of woe was going on."|"Murder on the Orient Express"|"Agatha Christie"
"~ 01:00"|"about 1 a.m."|"“Dr. Constantine is of the opinion that death occurred at about 1 a.m.”"|"Murder on the Orient Express"|"Agatha Christie"
00:00|midnight|"“It is difficult to say exactly in these matters,” said the doctor, “but I think I can say definitely that death occurred between midnight and two in the morning.”"|"Murder on the Orient Express"|"Agatha Christie"
02:00|"two in the morning"|"“It is difficult to say exactly in these matters,” said the doctor, “but I think I can say definitely that death occurred between midnight and two in the morning.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 00:40"|"about twenty minutes to one"|"“He is known to have been alive at about twenty minutes to one, when he spoke to the conductor,” said M. Bouc."|"Murder on the Orient Express"|"Agatha Christie"
"ap 11:00"|"eleven o’clock"|"“The valet of this M. Ratchett, he tapped several times at the door this morning. There was no answer. Then, half an hour ago, the restaurant car attendant came. He wanted to know if Monsieur was taking déjeuner. It was eleven o’clock, you comprehend."|"Murder on the Orient Express"|"Agatha Christie"
00:30|"half an hour after midnight"|"“At half an hour after midnight we ran into the snowdrift. No one can have left the train since then.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 10:00"|"ten o’clock"|"“Last evening about”—he thought for a minute—“ten o’clock, I should say. I went into his compartment to take down some memoranda from him.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:00"|twelve|"“I make it twelve. One or two are so slight as to be practically scratches. On the other hand, at least three would be capable of causing death.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 10:00"|"about ten o’clock"|"“It is difficult to say. You see it is turned off by the conductor every morning about ten o’clock.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|"quarter past one"|"From the breast pocket he brought out a gold watch. The case was dented savagely, and the hands pointed to a quarter past one."|"Murder on the Orient Express"|"Agatha Christie"
00:00|midnight|"“You see?” cried Constantine eagerly. “This gives us the hour of the crime. It agrees with my calculations. Between midnight and two in the morning is what I said, and probably about one o’clock, though it is difficult to be exact in these matters. Eh bien, here is confirmation. A quarter past one. That was the hour of the crime.”"|"Murder on the Orient Express"|"Agatha Christie"
02:00|"two in the morning"|"“You see?” cried Constantine eagerly. “This gives us the hour of the crime. It agrees with my calculations. Between midnight and two in the morning is what I said, and probably about one o’clock, though it is difficult to be exact in these matters. Eh bien, here is confirmation. A quarter past one. That was the hour of the crime.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 01:00"|"about one o’clock"|"“You see?” cried Constantine eagerly. “This gives us the hour of the crime. It agrees with my calculations. Between midnight and two in the morning is what I said, and probably about one o’clock, though it is difficult to be exact in these matters. Eh bien, here is confirmation. A quarter past one. That was the hour of the crime.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|"quarter past one"|"“You see?” cried Constantine eagerly. “This gives us the hour of the crime. It agrees with my calculations. Between midnight and two in the morning is what I said, and probably about one o’clock, though it is difficult to be exact in these matters. Eh bien, here is confirmation. A quarter past one. That was the hour of the crime.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|"quarter past one"|"“Ah! I’m coming to that. As I say, these clues, the watch stopped at a quarter past one, the handkerchief, the pipe cleaner, they may be genuine, or they may be fake. As to that I cannot yet tell. But there is one clue here which I believe—though again I may be wrong—has not been faked. I mean this flat match, M. le docteur. I believe that that match was used by the murderer, not by M. Ratchett. It was used to burn an incriminating paper of some kind. Possibly a note. If so, there was something in that note, some mistake, some error, that left a possible clue to the assailant. I am going to endeavour to resurrect what that something was.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:40"|"twenty minutes to one"|"“You say that you yourself heard Ratchett speak to the conductor at twenty minutes to one?”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:40"|"twenty minutes to one"|"“Well,” said M. Bouc, “that proves at least that Cassetti—or Ratchett, as I shall continue to call him—was certainly alive at twenty minutes to one.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:40"|"twenty minutes to one"|"“Well,” said M. Bouc, “that proves at least that Cassetti—or Ratchett, as I shall continue to call him—was certainly alive at twenty minutes to one.”
“Twenty-three minutes to one, to be precise.”
“Then at twelve thirty-seven, to put it formally, M. Ratchett was alive. That is one fact, at least.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:37"|"Twenty-three minutes to one"|"“Well,” said M. Bouc, “that proves at least that Cassetti—or Ratchett, as I shall continue to call him—was certainly alive at twenty minutes to one.”
“Twenty-three minutes to one, to be precise.”
“Then at twelve thirty-seven, to put it formally, M. Ratchett was alive. That is one fact, at least.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:37"|"twelve thirty-seven"|"“Well,” said M. Bouc, “that proves at least that Cassetti—or Ratchett, as I shall continue to call him—was certainly alive at twenty minutes to one.”
“Twenty-three minutes to one, to be precise.”
“Then at twelve thirty-seven, to put it formally, M. Ratchett was alive. That is one fact, at least.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:37"|"twelve thirty-seven"|"“Then at twelve thirty-seven, to put it formally, M. Ratchett was alive. That is one fact, at least.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 00:40"|"about twenty to one"|"“No, Monsieur. You forget, he rang his bell about twenty to one—soon after we had stopped.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|"quarter past one"|"“Now, Michel, I am going to ask you an important question. Where were you at a quarter past one?”"|"Murder on the Orient Express"|"Agatha Christie"
"ap > 01:00"|"after one o’clock"|"“I went into the next coach, the Athens coach, to speak to my colleague there. We spoke about the snow. That was at some time soon after one o’clock. I cannot say exactly.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 02:00"|"two o’clock"|"“I could not say exactly, Monsieur. Not later than two o’clock, certainly.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 11:58"|11:58|"“We should have left there at 11:58. But owing to the weather we were twenty minutes late.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 02:00"|"two o’clock"|"“Do you know what time it was when he left you?”
“Pretty late. Getting on for two o’clock, I should say.”
“You noticed that the train had stopped?”"|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 09:00"|"about nine o’clock"|"“It must have been about nine o’clock, sir, last night. That or a little after.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 10:30"|"about ten-thirty"|"“At about ten-thirty, sir, this Italian wanted to go to bed. So the conductor came and made the beds up.”"|"Murder on the Orient Express"|"Agatha Christie"
"~ 04:00"|"about four in the morning"|"“And did you not go to sleep at all?”
“Yes, sir, I dropped off about four in the morning.”
“And your companion?”"|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 10:30"|"about half-past ten"|"“Now let me think. It must have been round about half-past ten or a quarter to eleven. She’d come along to see if I’d got an aspirin. I told her where to find it, and she got it out of my grip.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 10:45"|"quarter to eleven"|"“Now let me think. It must have been round about half-past ten or a quarter to eleven. She’d come along to see if I’d got an aspirin. I told her where to find it, and she got it out of my grip.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 10:55"|"five minutes to eleven"|"“When I got into bed it was five minutes to eleven, because I look at my watch before I wind it up.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 09:15"|9:15|"He finished writing and passed the paper to M. Bouc.
9:15 Train leaves Belgrade.
about 9:40 Valet leaves Ratchett with sleeping draught beside him."|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 09:40"|"about 9:40"|"He finished writing and passed the paper to M. Bouc.
9:15 Train leaves Belgrade.
about 9:40 Valet leaves Ratchett with sleeping draught beside him."|"Murder on the Orient Express"|"Agatha Christie"
"ap 09:15"|9:15|"9:15 Train leaves Belgrade.
about 9:40 Valet leaves Ratchett with sleeping draught beside him.
about 10:00 MacQueen leaves Ratchett."|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 09:40"|"about 9:40"|"9:15 Train leaves Belgrade.
about 9:40 Valet leaves Ratchett with sleeping draught beside him.
about 10:00 MacQueen leaves Ratchett."|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 10:00"|"about 10:00"|"9:15 Train leaves Belgrade.
about 9:40 Valet leaves Ratchett with sleeping draught beside him.
about 10:00 MacQueen leaves Ratchett."|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 09:40"|"about 9:40"|"about 9:40 Valet leaves Ratchett with sleeping draught beside him.
about 10:00 MacQueen leaves Ratchett.
about 10:40 Greta Ohlsson sees Ratchett (last seen alive). N.B.—He was awake reading a book."|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 10:00"|"about 10:00"|"about 9:40 Valet leaves Ratchett with sleeping draught beside him.
about 10:00 MacQueen leaves Ratchett.
about 10:40 Greta Ohlsson sees Ratchett (last seen alive). N.B.—He was awake reading a book."|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 10:40"|"about 10:40"|"about 9:40 Valet leaves Ratchett with sleeping draught beside him.
about 10:00 MacQueen leaves Ratchett.
about 10:40 Greta Ohlsson sees Ratchett (last seen alive). N.B.—He was awake reading a book."|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 10:40"|"about 10:40"|"about 10:40 Greta Ohlsson sees Ratchett (last seen alive). N.B.—He was awake reading a book."|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 10:40"|"about 10:40"|"about 10:40 Greta Ohlsson sees Ratchett (last seen alive). N.B.—He was awake reading a book.
0:10 Train leaves Vincovci (late).
0:30 Train runs into a snowdrift."|"Murder on the Orient Express"|"Agatha Christie"
00:10|0:10|"about 10:40 Greta Ohlsson sees Ratchett (last seen alive). N.B.—He was awake reading a book.
0:10 Train leaves Vincovci (late).
0:30 Train runs into a snowdrift."|"Murder on the Orient Express"|"Agatha Christie"
00:30|0:30|"about 10:40 Greta Ohlsson sees Ratchett (last seen alive). N.B.—He was awake reading a book.
0:10 Train leaves Vincovci (late).
0:30 Train runs into a snowdrift."|"Murder on the Orient Express"|"Agatha Christie"
00:10|0:10|"0:10 Train leaves Vincovci (late).
0:30 Train runs into a snowdrift.
0:37 Ratchett’s bell rings. Conductor answers it. Ratchett says, “Ce n’est rien. Je me suis trompé.”"|"Murder on the Orient Express"|"Agatha Christie"
00:30|0:30|"0:10 Train leaves Vincovci (late).
0:30 Train runs into a snowdrift.
0:37 Ratchett’s bell rings. Conductor answers it. Ratchett says, “Ce n’est rien. Je me suis trompé.”"|"Murder on the Orient Express"|"Agatha Christie"
00:37|0:37|"0:10 Train leaves Vincovci (late).
0:30 Train runs into a snowdrift.
0:37 Ratchett’s bell rings. Conductor answers it. Ratchett says, “Ce n’est rien. Je me suis trompé.”"|"Murder on the Orient Express"|"Agatha Christie"
00:37|0:37|"0:37 Ratchett’s bell rings. Conductor answers it. Ratchett says, “Ce n’est rien. Je me suis trompé.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 01:17"|"about 1:17"|"about 1:17 Mrs. Hubbard thinks man is in her carriage. Rings for conductor."|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|1:15|"“No, it seems all quite clear and above board. It seems quite plain that the crime was committed at 1:15. The evidence of the watch shows us that, and Mrs. Hubbard’s story fits in. For my mind, I will make a guess at the identity of the murderer. I say, my friend, that it is the big Italian. He comes from America—from Chicago—and remember an Italian’s weapon is the knife, and he stabs not once but several times.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 11:00"|eleven|"“Willingly. I directed the conductor to make up my bed whilst I was in the dining car. I retired to bed immediately after dinner. I read until the hour of eleven, when I turned out my light. I was unable to sleep owing to certain rheumatic pains from which I suffer. At about a quarter to one I rang for my maid. She massaged me and then read aloud till I felt sleepy. I cannot say exactly when she left me. It may have been half an hour, it may have been later.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 00:45"|"about a quarter to one"|"“Willingly. I directed the conductor to make up my bed whilst I was in the dining car. I retired to bed immediately after dinner. I read until the hour of eleven, when I turned out my light. I was unable to sleep owing to certain rheumatic pains from which I suffer. At about a quarter to one I rang for my maid. She massaged me and then read aloud till I felt sleepy. I cannot say exactly when she left me. It may have been half an hour, it may have been later.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 11:00"|"About eleven o’clock"|"“No. 13. We played picquet together. About eleven o’clock my wife retired for the night. The conductor made up my compartment and I also went to bed. I slept soundly until morning.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|"quarter past one"|"“All this is by the way,” he said. “Let us be practical and come to facts. This crime, we have reason to believe, took place at a quarter past one last night. It is part of the necessary routine to ask everyone on the train what he or she was doing at that time.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|"quarter past one"|"“Quite so. At a quarter past one, to the best of my belief, I was talking to the young American fellow—secretary to the dead man.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:45"|"quarter to two"|"“—But I liked this young fellow. He’d got hold of some tom-fool idiotic ideas about the situation in India; that’s the worst of Americans—they’re so sentimental and idealistic. Well, he was interested in what I had to tell him. I’ve had nearly thirty years experience of the country. And I was interested in what he had to tell me about the financial situation in America. Then we got down to world politics in general. I was quite surprised to look at my watch and find it was a quarter to two.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:00"|one|"“Oh, it’s nothing. A mere detail. But as I got back to my compartment I noticed that the door of the one beyond mine—the end one, you know—”"|"Murder on the Orient Express"|"Agatha Christie"
16:00|"four o’clock this afternoon"|"Dear Sir,—You have been pointed out to me as an operative of the McNeil Detective Agency. Kindly report to my suite at four o’clock this afternoon."|"Murder on the Orient Express"|"Agatha Christie"
"~ 05:00"|"about five o’clock this morning"|"“That was the last station? Why, yes, he answered a couple of bells—that would be just after the train came to a halt for good. Then, after that, he went past me into the rear coach—was there about a quarter of an hour. There was a bell ringing like mad and he came back running. I stepped out into the corridor to see what it was all about—felt a mite nervous, you understand—but it was only the American dame. She was raising hell about something or other. I grinned. Then he went on to another compartment and came back and got a bottle of mineral water for someone. After that he settled down in his seat till he went up to the far end to make somebody’s bed up. I don’t think he stirred after that until about five o’clock this morning.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap ~ 05:00"|"about five o’clock"|"“I told you just now. I don’t know. I woke up this morning about five o’clock with the feeling that the train had been standing still for a long time. I opened the door and looked out into the corridor, thinking we might be at a station. I saw someone in a scarlet kimono some way down the corridor.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap > 10:31"|"Just after half-past ten"|"“What time was it that she went to fetch the aspirin from Mrs. Hubbard?”
“Just after half-past ten.”
“She was away—how long?”"|"Murder on the Orient Express"|"Agatha Christie"
01:15|"quarter past one this morning"|"“That, again, is one of the few things we do know,” said M. Bouc. “The crime was committed at a quarter past one this morning. Everything goes to show that was so.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|"quarter past one"|"“One: That the crime was committed, as you say, at a quarter past one. This is supported by the evidence of the German woman, Hildegarde Schmidt. It agrees with the evidence of Dr. Constantine."|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|"quarter past one"|"“Now, if we accept possibility one as the most likely to have occurred and the one supported by most evidence, we must also accept certain facts arising from it. To begin with, if the crime was committed at a quarter past one, the murderer cannot have left the train, and the question arises: Where is he? And who is he?"|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:37"|"twenty-three minutes to one"|"“It is true,” cried Constantine excitedly. “We should have seen that! I remember your laying stress on the words when you repeated them to us. Now I understand your reluctance to rely upon the evidence of the dented watch. Already, at twenty-three minutes to one, Ratchett was dead—”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:37"|"twenty-three minutes to one"|"“Let us not go too fast. And do not let us assume more than we actually know. It is safe, I think, to say that at that time, twenty-three minutes to one, some other person was in Ratchett’s compartment and that that person was either French, or could speak the French language fluently.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|"quarter past one"|"“In one way,” said M. Bouc thoughtfully, “this discovery does not affect things very much. You heard someone moving about next door. That someone was not Ratchett, but the other man. Doubtless he is washing blood from his hands, clearing up after the crime, burning the incriminating letter. Then he waits till all is still, and when he thinks it is safe and the coast is clear he locks and chains Ratchett’s door on the inside, unlocks the communicating door through into Mrs. Hubbard’s compartment and slips out that way. In fact it is exactly as we thought—with the difference that Ratchett was killed about half an hour earlier, and the watch put on to a quarter past one to create an alibi.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|1:15|"“Not such a famous alibi,” said Poirot. “The hands of the watch pointed to 1:15—the exact time when the intruder actually left the scene of the crime.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|1:15|"“If the hands were altered—I say if—then the time at which they were set must have a significance. The natural reaction would be to suspect anyone who had a reliable alibi for the time indicated—in this case 1:15.”"|"Murder on the Orient Express"|"Agatha Christie"
00:00|midnight|"Alibi: From midnight to 2 a.m. (Midnight to 1:30 vouched for by Col. Arbuthnot and 1:15 to 2 vouched for by conductor.)"|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Alibi: From midnight to 2 a.m. (Midnight to 1:30 vouched for by Col. Arbuthnot and 1:15 to 2 vouched for by conductor.)"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:30"|1:30|"Alibi: From midnight to 2 a.m. (Midnight to 1:30 vouched for by Col. Arbuthnot and 1:15 to 2 vouched for by conductor.)"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:45"|"15 to 2"|"Alibi: From midnight to 2 a.m. (Midnight to 1:30 vouched for by Col. Arbuthnot and 1:15 to 2 vouched for by conductor.)"|"Murder on the Orient Express"|"Agatha Christie"
00:00|midnight|"Alibi: From midnight to 2 a.m. (Seen by H.P. in corridor at same time as voice spoke from Ratchett’s compartment at"|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Alibi: From midnight to 2 a.m. (Seen by H.P. in corridor at same time as voice spoke from Ratchett’s compartment at"|"Murder on the Orient Express"|"Agatha Christie"
00:00|midnight|"Alibi: From midnight to 2 a.m. (Seen by H.P. in corridor at same time as voice spoke from Ratchett’s compartment at
12:37. From 1 a.m. to 1:16 vouched for by other two conductors.)
Evidence Against Him: None."|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Alibi: From midnight to 2 a.m. (Seen by H.P. in corridor at same time as voice spoke from Ratchett’s compartment at
12:37. From 1 a.m. to 1:16 vouched for by other two conductors.)
Evidence Against Him: None."|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:37"|12:37|"Alibi: From midnight to 2 a.m. (Seen by H.P. in corridor at same time as voice spoke from Ratchett’s compartment at
12:37. From 1 a.m. to 1:16 vouched for by other two conductors.)
Evidence Against Him: None."|"Murder on the Orient Express"|"Agatha Christie"
01:00|"1 a.m."|"Alibi: From midnight to 2 a.m. (Seen by H.P. in corridor at same time as voice spoke from Ratchett’s compartment at
12:37. From 1 a.m. to 1:16 vouched for by other two conductors.)
Evidence Against Him: None."|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:16"|1:16|"Alibi: From midnight to 2 a.m. (Seen by H.P. in corridor at same time as voice spoke from Ratchett’s compartment at
12:37. From 1 a.m. to 1:16 vouched for by other two conductors.)
Evidence Against Him: None."|"Murder on the Orient Express"|"Agatha Christie"
00:00|midnight|"Motive: Possibly arising out of connection with deceased, whose valet he was.
Alibi: From midnight to 2 a.m. (Vouched for by Antonio Foscarelli.)
Evidence Against Him or Suspicious Circumstances: None, except that he is the only man the right height or size to have worn the Wagon Lit uniform. On the other hand, it is unlikely that he speaks French well."|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Motive: Possibly arising out of connection with deceased, whose valet he was.
Alibi: From midnight to 2 a.m. (Vouched for by Antonio Foscarelli.)
Evidence Against Him or Suspicious Circumstances: None, except that he is the only man the right height or size to have worn the Wagon Lit uniform. On the other hand, it is unlikely that he speaks French well."|"Murder on the Orient Express"|"Agatha Christie"
00:00|midnight|"Motive: None.
Alibi: From midnight to 2 a.m.—None.
Evidence Against Her or Suspicious Circumstances: Story of man in her compartment is substantiated by the evidence of Hardman and that of the woman Schmidt."|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Motive: None.
Alibi: From midnight to 2 a.m.—None.
Evidence Against Her or Suspicious Circumstances: Story of man in her compartment is substantiated by the evidence of Hardman and that of the woman Schmidt."|"Murder on the Orient Express"|"Agatha Christie"
00:00|midnight|"Alibi: From midnight to 2 a.m. (Vouched for by Mary Debenham.) Note.—Was last to see Ratchett alive."|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Alibi: From midnight to 2 a.m. (Vouched for by Mary Debenham.) Note.—Was last to see Ratchett alive."|"Murder on the Orient Express"|"Agatha Christie"
00:00|midnight|"Motive: Was intimately acquainted with Armstrong family, and godmother to Sonia Armstrong.
Alibi: From midnight to 2 a.m. (Vouched for by conductor and maid.)
Evidence Against Her or Suspicious Circumstances: None."|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Motive: Was intimately acquainted with Armstrong family, and godmother to Sonia Armstrong.
Alibi: From midnight to 2 a.m. (Vouched for by conductor and maid.)
Evidence Against Her or Suspicious Circumstances: None."|"Murder on the Orient Express"|"Agatha Christie"
00:00|Midnight|"Alibi: Midnight to 2 a.m. (Vouched for by conductor—this does not cover period from 1 to 1:15.)"|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Alibi: Midnight to 2 a.m. (Vouched for by conductor—this does not cover period from 1 to 1:15.)"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|1:15|"Alibi: Midnight to 2 a.m. (Vouched for by conductor—this does not cover period from 1 to 1:15.)"|"Murder on the Orient Express"|"Agatha Christie"
00:00|Midnight|"Alibi: Midnight to 2 a.m. Took trional and slept. (Vouched for by husband. Trional bottle in her cupboard.)"|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Alibi: Midnight to 2 a.m. Took trional and slept. (Vouched for by husband. Trional bottle in her cupboard.)"|"Murder on the Orient Express"|"Agatha Christie"
00:00|Midnight|"Alibi: Midnight to 2 a.m. Talked with MacQueen till 1:30. Went to own compartment and did not leave it. (Substantiated by MacQueen and conductor.)"|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Alibi: Midnight to 2 a.m. Talked with MacQueen till 1:30. Went to own compartment and did not leave it. (Substantiated by MacQueen and conductor.)"|"Murder on the Orient Express"|"Agatha Christie"
