15:00|"three o’clock in the afternoon"|"“Hell, no,” said Keefer. “Especially three o’clock in the afternoon. Ah never miss it myself.”"|"The Caine Mutiny"|"Herman Wouk"
"ap 03:55"|"Five to four"|"Willie glanced at his watch as they re-entered the living room. Five to four. He made hasty excuses to the guests, overriding his mother’s loud protests. She followed him to the door. “When will I see you again, dear?” she said as he pulled the belt tight on his blue raincoat."|"The Caine Mutiny"|"Herman Wouk"
"ap 06:20"|"twenty past six"|"It was twenty past six when he rushed into the Stork Club. Hurriedly pulling off his coat at the check room, he caught a glimpse of May. The phrases of apology faded from his mind. Marty Rubin, the agent, sat with her. “Now, what is that Jew doing here at this point?” he thought. His greeting to both of them was cool."|"The Caine Mutiny"|"Herman Wouk"
"ap 10:00"|"ten o’clock"|"But when they came to the Tahiti the check-room girl and Mr. Dennis and the musicians came flocking around to admire Willie’s uniform and joke about his romance with May. The thread of the quarrel was broken. They sat drinking glumly while the place filled with a noisy swelling crowd, mostly Army and Navy officers with their girls. Just before the ten o’clock floor show Roland Keefer came rolling through the smoke and din. His hair was disheveled, his paper collar wilted, his eyes bloodshot. He was towing a fat blonde of about thirty-five in a pink satin dress. Her features were not clearly visible through her make-up."|"The Caine Mutiny"|"Herman Wouk"
"> 00:00"|"after midnight"|"“Don’t forget,” called Willie, “five demerits for every minute you’re late after midnight.”"|"The Caine Mutiny"|"Herman Wouk"
"ap 11:25"|"eleven twenty-five"|"They went out and climbed into a taxi, and fell into the most racking kisses they had ever exchanged. It was not pleasure, it was torment which neither could stop. The taxi drew up under the street lamp at the entrance to Furnald Hall. Willie’s wrist showed eleven twenty-five. “Keep going,” he said chokingly to the driver."|"The Caine Mutiny"|"Herman Wouk"
00:00|midnight|"“I don’t care. Up and down Riverside Drive. Just so we get back here by midnight.”"|"The Caine Mutiny"|"Herman Wouk"
"ap 23:57"|"three minutes to twelve"|"But when the taxi parked again at Furnald Hall and Willie had to get out and leave May behind forever, he couldn’t do it. At three minutes to twelve, he started a desperate harangue to recover lost ground. On the sidewalk outside, midshipmen were running, walking, and staggering toward the entrance. Several were kissing girls in nooks of the building. The tenor of Willie’s plea was that he and May ought to live for the hour, and gather rosebuds while they might, and drink for once dead they never would return, and youth was a stuff that would not endure, and so forth. It took him the whole three minutes to round out this message. The couples outside finished their business. The stream of midshipmen disappeared. But Willie, with demerits beginning to pile up, was compelled in courtesy to wait for May’s answer. He hoped it would be favorable and short."|"The Caine Mutiny"|"Herman Wouk"
"ap 00:04"|"four minutes past twelve"|"Willie raced into Furnald Hall. Awaiting him was a huge clock over the entrance which grinned four minutes past twelve. And under the clock, terrible in his gloating happiness, grinned Ensign Brain."|"The Caine Mutiny"|"Herman Wouk"
00:00|midnight|"Willie saluted, and walked up nine flights of steps in despair. The elevator had stopped at midnight."|"The Caine Mutiny"|"Herman Wouk"
"ap 05:00"|five|"There was a visiting time each day between five and five-thirty, when midshipmen could talk with parents or sweethearts in the lobby or on the walk in front of the hall. Willie intended to study through it, but came downstairs to buy cigarettes at the vending machine. He was surprised to see his father seated in a corner of a leather-covered sofa, the cane resting across his knees, his head leaning wearily on an arm, his eyes closed."|"The Caine Mutiny"|"Herman Wouk"
"ap 05:30"|five-thirty|"There was a visiting time each day between five and five-thirty, when midshipmen could talk with parents or sweethearts in the lobby or on the walk in front of the hall. Willie intended to study through it, but came downstairs to buy cigarettes at the vending machine. He was surprised to see his father seated in a corner of a leather-covered sofa, the cane resting across his knees, his head leaning wearily on an arm, his eyes closed."|"The Caine Mutiny"|"Herman Wouk"
"< 00:00"|"near midnight"|"Willie rolled the record between his fingers and wished he had brought his portable phonograph. How perfect a setting the evening was for May’s sweet voice, and the Mozart aria! She had recorded it for him in a Broadway shop one eight when they were both giddy with champagne. Willie smiled as he thought of the delicious April evenings with May during his ten days’ leave. He reached for the telephone, then pulled back his hand, realizing that it was near midnight in the Bronx, when all candy stores were shut and dark. Besides, he reminded himself, he was giving May up, because he couldn’t marry her, and she was too good a girl to be kept dangling. His plan had been to enjoy an ecstatic farewell, then depart and never write or answer letters, allowing the relationship to die peacefully of malnutrition. May hadn’t been informed of the plan. He had fulfilled the first part, now he must remember the second."|"The Caine Mutiny"|"Herman Wouk"
00:00|midnight|"When the party broke up at midnight, the captain slipped Willie his card. “Come and see me at 0900, Keith.”"|"The Caine Mutiny"|"Herman Wouk"
"ap 09:00"|0900|"When the party broke up at midnight, the captain slipped Willie his card. “Come and see me at 0900, Keith.”"|"The Caine Mutiny"|"Herman Wouk"
03:00|"3 A.M."|"Well, Willie, it’s 3 A.M. by my old leather-covered desk clock. A waning moon is shining through the library window, and my fingers are stiff from writing. My toe is giving me the devil, too. Sleeping pills and bed for me. Thank God for barbiturate."|"The Caine Mutiny"|"Herman Wouk"
"ap 08:00"|eight|"Willie ran out into the naval base and went from building to building until he found the telegraph office. How is Dad? he cabled, and paid the urgent rate, giving the office as his return address. Next morning at eight when the office opened Willie was waiting outside. He sat on the steps smoking until eleven-thirty, when the answer was brought to him. Dad died three days ago. Sent you his love in last words. Please write. Mother."|"The Caine Mutiny"|"Herman Wouk"
"ap 11:30"|eleven-thirty|"Willie ran out into the naval base and went from building to building until he found the telegraph office. How is Dad? he cabled, and paid the urgent rate, giving the office as his return address. Next morning at eight when the office opened Willie was waiting outside. He sat on the steps smoking until eleven-thirty, when the answer was brought to him. Dad died three days ago. Sent you his love in last words. Please write. Mother."|"The Caine Mutiny"|"Herman Wouk"
04:00|"four in the morning"|"It was the first of September when Willie and Keefer staggered into the BOQ at four in the morning, full of hog meat and whisky which they had consumed at a hilarious luau arranged by the nurses. They fell on their beds still giggling and singing ribald parodies of Hawaiian songs. Soon they were heavily, happily asleep."|"The Caine Mutiny"|"Herman Wouk"
05:00|"five in the morning"|"Outside the BOQ in the chill misty morning stood a small gray Navy dump truck. “Not very classy,” said Paynter, “but that’s all I could get at five in the morning. Pile in.”"|"The Caine Mutiny"|"Herman Wouk"
"ap 09:00"|0900|"The officers’ qualification courses were bulky mimeographed sheafs of coarse paper turning brown around the edges. They were dated 1935. Adams brought them out of his room while the ensigns were still drinking coffee, and handed a course to each of them. “There are twelve assignments,” he said. “Complete the first by 0900 tomorrow and leave it on my desk. Thereafter complete one a day while in port and one every three days while at sea.”"|"The Caine Mutiny"|"Herman Wouk"
00:00|midnight|"He crept into his bunk, holding his nose, and Harding followed. For a couple of hours he tossed and thrashed in an eerie doze full of nightmares, wakened every few minutes by a burst of clattering from the workmen. Harding passed into a dead stupor. At midnight the workmen quit, but the sudden quiet and gloom brought no relief; it merely made Willie more conscious of the heat, and of the stinking miasma of the stack gas. He staggered out on deck in his drawers, stumbled down to the wardroom, and passed out on the couch. His body was covered with soot."|"The Caine Mutiny"|"Herman Wouk"
"ap 07:56"|four-to-eight|"And again-and this was to be his most characteristic experience aboard the Caine, and his longest memory of it-he was being shaken out of his sleep. Lieutenant Adams was standing over him, dressed for a watch with gun belt and pistol, sipping coffee. Willie sat up. Through the porthole he saw black night.
“Bear a hand, Keith. We’ve got the four-to-eight.”
Willie went back to the clipping shack, got into his clothes, and dragged himself to the quarterdeck. Adams gave him a gun belt, showed him the leather-bound logs and battered Watch Officers’ Guide which were kept in a rickety tin desk by the gangway, and introduced him to the quartermaster and messenger of the watch, two sleepy sailors in dungarees. The clock on the desk under the shaded yellow electric bulb read five past four. All the ships in the nest were dark and still. “The four-to-eight is a pretty routine watch,” said Adams. “That’s good.” Willie yawned."|"The Caine Mutiny"|"Herman Wouk"
"ap 04:05"|"five past four"|"And again-and this was to be his most characteristic experience aboard the Caine, and his longest memory of it-he was being shaken out of his sleep. Lieutenant Adams was standing over him, dressed for a watch with gun belt and pistol, sipping coffee. Willie sat up. Through the porthole he saw black night.
“Bear a hand, Keith. We’ve got the four-to-eight.”
Willie went back to the clipping shack, got into his clothes, and dragged himself to the quarterdeck. Adams gave him a gun belt, showed him the leather-bound logs and battered Watch Officers’ Guide which were kept in a rickety tin desk by the gangway, and introduced him to the quartermaster and messenger of the watch, two sleepy sailors in dungarees. The clock on the desk under the shaded yellow electric bulb read five past four. All the ships in the nest were dark and still. “The four-to-eight is a pretty routine watch,” said Adams. “That’s good.” Willie yawned."|"The Caine Mutiny"|"Herman Wouk"
"ap 04:05"|"five past four"|"Willie went back to the clipping shack, got into his clothes, and dragged himself to the quarterdeck. Adams gave him a gun belt, showed him the leather-bound logs and battered Watch Officers’ Guide which were kept in a rickety tin desk by the gangway, and introduced him to the quartermaster and messenger of the watch, two sleepy sailors in dungarees. The clock on the desk under the shaded yellow electric bulb read five past four. All the ships in the nest were dark and still. “The four-to-eight is a pretty routine watch,” said Adams. “That’s good.” Willie yawned."|"The Caine Mutiny"|"Herman Wouk"
"ap 07:56"|four-to-eight|"Willie went back to the clipping shack, got into his clothes, and dragged himself to the quarterdeck. Adams gave him a gun belt, showed him the leather-bound logs and battered Watch Officers’ Guide which were kept in a rickety tin desk by the gangway, and introduced him to the quartermaster and messenger of the watch, two sleepy sailors in dungarees. The clock on the desk under the shaded yellow electric bulb read five past four. All the ships in the nest were dark and still. “The four-to-eight is a pretty routine watch,” said Adams. “That’s good.” Willie yawned."|"The Caine Mutiny"|"Herman Wouk"
"ap 03:15"|"Quarter past three"|"“What time is it?”
“Quarter past three.”
“Jesus, can’t it wait till morning?”"|"The Caine Mutiny"|"Herman Wouk"
12:00|midday|"Roland Keefer came aboard that evening for dinner, bringing a batch of mail for Willie from the BOQ. As usual, Willie ripped open May’s letter first. She had returned to college for the autumn session. It was a sacrifice, for during the summer Marty Rubin had obtained a midday radio booking for her, and she might have continued on it. The pay was a hundred dollars a week."|"The Caine Mutiny"|"Herman Wouk"
12:00|noon|"A few hours later Willie was on the bridge again with Maryk for the noon-to-four watch. Captain de Vriess dozed in his narrow chair on the starboard side of the pilothouse. The remains of his lunch in a tin tray rested on the deck under the chair: a broken corn muffin, fragments of Swiss steak, and an empty coffee mug. The weather was clear and hot, the sea choppy with whitecaps. The Caine rolled and creaked, cutting across the troughs of the waves at fifteen knots. A telephone buzzed. Willie answered it."|"The Caine Mutiny"|"Herman Wouk"
"ap 04:00"|"four o’clock"|"At four o’clock the minesweepers formed a slanting line, a thousand yards apart, and began to launch their sweep gear. Willie went to the fantail to watch."|"The Caine Mutiny"|"Herman Wouk"
20:00|2000|"Ensign Willis Keith is cordially invited to a reception for Rear Admiral Clough at the home of Rear Admiral Reynolds tonight at 2000. Transportation will be furnished by ComCarDiv Twenty barge which will arrive at the Caine at 1915.Captain H. Matson,"|"The Caine Mutiny"|"Herman Wouk"
"ap 08:00"|0800|"De Vriess regarded the invitation, smiling. “Tonight, hey? Well, far be it from me to dampen the admiral’s party. Let’s say your confinement begins at 0800 tomorrow. How’s that?”"|"The Caine Mutiny"|"Herman Wouk"
"ap 07:56"|"four to eight"|"The officer of the deck was Ensign Harding, entrusted with the gangway watch from four to eight only because Lieutenant Adams was reasonably certain that nothing complicated was going to happen in those early hours. He was dressed in wrinkled, sweaty khakis, and it was his misfortune to have no hips at all, so that his frayed gun belt sagged slantwise, precariously supported by his rump. His cap was pushed back to allow the breeze to fan his pale bald brow. He was leaning against the gangway desk, happily eating an apple, when blue sleeves with two and a half gold stripes rose along the ladder railings, followed by the face and form of Lieutenant Commander Queeg. Harding was not alarmed. Officers of such rank often came aboard; usually they were engineering specialists coming to the rescue of some vital machinery on the decaying Caine. He put down the apple, spitting out a seed, and walked to the ladder. Commander Queeg saluted the colors, and then saluted Harding. “Request permission to come aboard, sir,” he said politely."|"The Caine Mutiny"|"Herman Wouk"
"ap 04:00"|four|"“Oh, I didn’t think you were shoving off till four, sir. I just sent it over to the Frobisher to trade movies. It’ll be back in ten minutes. Sorry, sir.”"|"The Caine Mutiny"|"Herman Wouk"
"ap 04:00"|"Four o’clock"|"De Vriess put his hand on the ladder. His eye fell on the watch, glittering in the sun. “Whaddya know,” he said. “Some silly bastard left a watch lying around.” He picked it out of the box and strapped it on. “Might as well steal myself a souvenir of this old bucket. Not a bad watch, at that,” he said, glancing at it critically. “What time is it, Mister Keith?”
“Four o’clock, sir,” said Willie.
“Three-thirty,” grunted De Vriess, adjusting the hands. “I’ll always keep it half an hour slow,” he said to the sailors, “to remind me of the fouled-up crew of the Caine. Somebody toss down my gear.”"|"The Caine Mutiny"|"Herman Wouk"
"ap 03:30"|Three-thirty|"De Vriess put his hand on the ladder. His eye fell on the watch, glittering in the sun. “Whaddya know,” he said. “Some silly bastard left a watch lying around.” He picked it out of the box and strapped it on. “Might as well steal myself a souvenir of this old bucket. Not a bad watch, at that,” he said, glancing at it critically. “What time is it, Mister Keith?”
“Four o’clock, sir,” said Willie.
“Three-thirty,” grunted De Vriess, adjusting the hands. “I’ll always keep it half an hour slow,” he said to the sailors, “to remind me of the fouled-up crew of the Caine. Somebody toss down my gear.”"|"The Caine Mutiny"|"Herman Wouk"
"ap 03:30"|Three-thirty|"“Three-thirty,” grunted De Vriess, adjusting the hands. “I’ll always keep it half an hour slow,” he said to the sailors, “to remind me of the fouled-up crew of the Caine. Somebody toss down my gear.”"|"The Caine Mutiny"|"Herman Wouk"
"ap 04:30"|four-thirty|"At four-thirty the officers of the Caine were all seated around the wardroom table, except for Keith, Gorton, and the captain. Keefer and Maryk were drinking coffee. The others smoked or drummed their fingers on the green baize. Nobody spoke. The room was unnaturally tidy for that time of day. The magazines and paper-bound novels were racked, and the coding devices usually scattered on the table were absent."|"The Caine Mutiny"|"Herman Wouk"
23:00|"eleven o’clock that night"|"Willie Keith came to the quarterdeck at eleven o’clock that night, looking for Keefer. The gangway petty officer, spruce and surly in white uniform, told him that the OOD was inspecting the forward lines. Willie walked out on the breezy forecastle and found Keefer sitting on a folded blanket, his back against the anchor, his feet dangling over the side, his gun belt lying on the deck. He was smoking, and staring up at the black starry night. “Hi,” said Willie."|"The Caine Mutiny"|"Herman Wouk"
"< 00:00"|"before midnight"|"“Not before midnight, I guess,” mumbled the lieutenant, who was slouched almost horizontal in an armchair, gazing dully at a ragged Life."|"The Caine Mutiny"|"Herman Wouk"
"ap 09:00"|0900|"Maryk scratched his round, close-cropped head, yawned, and accepted a cigarette. The light streaming up from the paint locker accentuated the lines of fatigue in his face and the puffy creases under his eyes. “Well, it’s going to be a close call,” he said, “but I think I’ll make it by 0900 Friday. What are you doing-working on your book?”"|"The Caine Mutiny"|"Herman Wouk"
23:52|eight-to-midnight|"“What the hell is an eight-to-midnight gangway watch in Pearl, Steve? We ought to have one petty officer and a messenger, and that’s all.”"|"The Caine Mutiny"|"Herman Wouk"
03:00|"three in the morning"|"That night at the officers’ club in the Navy Yard the Caine wardroom had a drinking party to celebrate their departure from Pearl. Captain Queeg joined his officers for an hour or so before moving on to another party of lieutenant commanders in the patio. He was full of jocular good humor, drank faster than anybody else without becoming fuzzy, and entertained them with long anecdotes about the invasion of North Africa. Good feeling ran high. Willie was more convinced than ever that BuPers had sent the Caine a prince of a skipper to replace the sour sloven, De Vriess. He snuggled down in the clip shack at three in the morning, feeling that his term aboard the minesweeper was going to be pretty good, after all, while it lasted."|"The Caine Mutiny"|"Herman Wouk"
"ap 08:30"|eight-thirty|"The office building of Commander, Service Squadron Pacific, was a U-shaped white wooden structure atop a hill behind some warehouses in the Navy Yard. Lieutenant Gorton appeared there at eight-thirty, dressed in his cleanest, newest khakis, with gleaming fresh collar pins. He went to the operations office and, not without misgivings, presented himself to Captain Grace, a fierce-looking old officer with a square red face and heavy white eyebrows."|"The Caine Mutiny"|"Herman Wouk"
"ap 08:15"|0815|"But the blue turned light gray, then a drizzly white, and the channel echoed with the mournful, irritated hoots of foghorns, and the clock stood at 0815. From the bridge, the cranes on the fantail could barely be seen; beyond that was blank whiteness. Captain Queeg had been pacing the bridge for an hour, muttering. “Stand by to get under way,” he snapped at last."|"The Caine Mutiny"|"Herman Wouk"
"ap 03:45"|"quarter to four"|"Stilwell came up to the bridge at a quarter to four dressed in brand-new dungarees and a newly bleached white hat. He was freshly shaved and his shoes were shined. He saluted the captain smartly. “Ah, good afternoon, good afternoon, Stilwell,” said Queeg with a smile. The gunner’s mate took the wheel, and studied the compass with painful concentration, trying to keep the ship from drifting even half a degree off course."|"The Caine Mutiny"|"Herman Wouk"
11:00|"eleven o’clock in the morning"|"But no exercise was scheduled for the next day, and the Caine lay alongside the dock, doing nothing. At eleven o’clock in the morning Gorton sat at the wardroom table, sipping coffee as he worked through a basketful of correspondence. The door was opened by a smart sailor in dress blues, who whipped off a snowy hat and said to the exec, “Pardon me, sir, where is the captain’s cabin?”"|"The Caine Mutiny"|"Herman Wouk"
"ap 07:00"|seven|"The talk in the wardroom at lunch the next day was warm and jolly for the first time since the change of command. Old jokes were revived about romantic escapades in Australia and New Zealand. Maryk took the worst drubbing, for a liaison with a middle-aged waitress in an Auckland teashop. The number of moles on the lady’s face was thoroughly discussed, Gorton putting the number at seven and Maryk at two, with votes for figures in between from the others."|"The Caine Mutiny"|"Herman Wouk"
"ap 02:00"|two|"The talk in the wardroom at lunch the next day was warm and jolly for the first time since the change of command. Old jokes were revived about romantic escapades in Australia and New Zealand. Maryk took the worst drubbing, for a liaison with a middle-aged waitress in an Auckland teashop. The number of moles on the lady’s face was thoroughly discussed, Gorton putting the number at seven and Maryk at two, with votes for figures in between from the others."|"The Caine Mutiny"|"Herman Wouk"
"ap 07:30"|seven-thirty|"Carpenter’s Mate Second Class Langhorne was summoned to the captain’s cabin next morning at seven-thirty. He found the captain, in wrinkled stained gabardines, leaning over his bunk chewing a dead cigar stub, and counting an array of bottles spread across the blanket. “Hello, Langhorne. What kind of crate can you fix me up for thirty-one bottles?” the carpenter, a dour Missourian with a long bony face, protruding Power jaw, and lank black hair, goggled at the contraband. Captain Queeg said with a chuckle and a wink, “Medical supplies, Langhorne, medical supplies. Outside your province, and if asked, you’ve never seen these bottles and know nothing about them.”"|"The Caine Mutiny"|"Herman Wouk"
"ap 00:00"|"twelve o’clock"|"Ensign Keith, junior officer of the deck, was greatly enjoying this voyage. No submarines had been reported east of Hawaii for a year, but still, there was no doubt at all that Willie Keith was JOOD on a ship which was sniffing for Jap submersibles. If the OOD should drop dead or fall over the side it was conceivable that he, Ensign Keith, might take the conn, sink a submarine, and win great glory. It was not likely-but it was possible, whereas it was not possible, for example, that his mother might do it. The OOD, Keefer, added to his exaltation by putting him in charge of the zigzag plan, allowing him to give the orders to the helm. Willie tried to snap the orders out at the instant when the second hand of the bridge chronometer was cleaving the dot over twelve o’clock. The war had at last begun for him."|"The Caine Mutiny"|"Herman Wouk"
"ap 01:58"|"two minutes before two"|"Captain Queeg came on the bridge at two minutes before two, squinting around in an irritated way, followed by Gorton, who had a whipped-dog look. The exec had, in fact, just received a raking for his failure to conduct general drills more often, and was mentally composing the opening paragraphs of a written report explaining why he hadn’t held them. Queeg had come across a CincPac letter in his correspondence that morning, desiring written reports from all ships on the number of drills conducted each month. “Kay,” said the captain to Engstrand. “Hoist ‘I am conducting general drills.’ ”"|"The Caine Mutiny"|"Herman Wouk"
"ap 03:00"|three|"“I’ll talk to him this afternoon. Come to the clipping shack at three and see me.”"|"The Caine Mutiny"|"Herman Wouk"
"ap 08:00"|"eight o’clock"|"At eight o’clock May’s phone woke her out of a restless doze. She reached for the receiver and said dully, “Yes?”"|"The Caine Mutiny"|"Herman Wouk"
"ap 08:00"|"eight o’clock"|"At eight o’clock Ensign Harding staggered aboard, his face bluish-gray. He relieved the first lieutenant, wobbled to the wardroom, and fell asleep on the couch on a prickly pile of knives and forks."|"The Caine Mutiny"|"Herman Wouk"
"ap 01:00"|"one o’clock"|"Maryk went to the BOQ and tried to rouse Keefer, but the novelist groaned, “See you St. Francis lunch one o’clock,” and fell obstinately asleep in an instant. The first lieutenant changed into dress blues still rank of camphor despite a cleaning, and caught a bus to the city."|"The Caine Mutiny"|"Herman Wouk"
"ap 01:00"|"one o’clock"|"San Francisco was his boyhood home, and he had been full of nostalgia for it from the moment the Caine had steamed under the Golden Gate Bridge. But finding himself on Market Street again, he didn’t know what to do with himself. He killed time in aimless dull wandering until one o’clock."|"The Caine Mutiny"|"Herman Wouk"
"ap 08:00"|"eight o’clock"|"After a while the novelist captured two of the prettiest girls, and they went to dinner in a candlelit French restaurant overlooking the bay. Maryk telephoned the ship’s office, a routine check at eight o’clock. He came back to the table gnawing his lips; his eyes were prominent. “They want us back aboard, Tom.”"|"The Caine Mutiny"|"Herman Wouk"
"ap 00:15"|"quarter past twelve"|"Glancing at the wall clock, which showed a quarter past twelve, the exec said, “Tell her it’s urgent.”"|"The Caine Mutiny"|"Herman Wouk"
06:30|"six-thirty in the morning"|"Willie learned these two unpleasant facts by telephone at six-thirty in the morning, in his mother’s hotel suite, where he had spent the night. Jellybelly telephoned him, apologizing for disturbing him and explaining that the captain had arrived and wanted a muster at eight o’clock."|"The Caine Mutiny"|"Herman Wouk"
"ap 08:00"|"eight o’clock"|"Willie learned these two unpleasant facts by telephone at six-thirty in the morning, in his mother’s hotel suite, where he had spent the night. Jellybelly telephoned him, apologizing for disturbing him and explaining that the captain had arrived and wanted a muster at eight o’clock."|"The Caine Mutiny"|"Herman Wouk"
00:00|midnight|"But Ensign Keith had a worm’s-eye view of the war remarkably different from that of the post-war historians. Standing in the black cold wheelhouse of the Caine at midnight on New Year’s Eve, as the ship plowed its old snout through the murky sea toward the west, he took a very gloomy view of the world situation."|"The Caine Mutiny"|"Herman Wouk"
12:00|noon|"On this day Willie took a mighty leap upward in life. He stood the noon-to-four watch as officer of the deck. Keefer was present to correct any disastrous mistake, and Captain Queeg himself perched in his chair throughout the watch, alternately dozing or blinking placidly in the sunshine. Willie conducted a faultless watch. It was a simple matter of staying on station in the screen while the convoy zigzagged. Whatever his inner shakiness, he kept a bold front, and maneuvered the ship firmly. When the watch was over he penciled in the log:"|"The Caine Mutiny"|"Herman Wouk"
00:00|midnight|"Willie Keith was a full-fledged officer of the deck now, and he took for granted all the mechanical aids that eased his task. He did not consider the work easy. He was enormously and continually impressed with his quick-won mastery of the sea, and with his military authority. He prowled the wheelhouse, lips compressed, chin high, forehead puckered in a squinting scowl, shoulders hunched forward, hands clenching the binoculars through which he frequently frowned at the horizon. Histrionics apart, he was a competent OOD. He quickly developed the impalpable nervous feelers, reaching from stem to stern of the ship, which are the main equipment of a conning officer. In five months on the bridge he had picked up the tricks of station keeping, the jargon of communications and reports, and the ceremonial pattern of the ship’s life. He knew when to order the boatswain’s mate to pipe sweepers, when to darken ship, when to call away cooks and bakers in the early morning, when to rouse the captain and when to allow him to sleep. He could gain or lose a few hundred yards by slight changes of rudder or engines, and could calculate course and speed to a new screening station in ten seconds by drawing a single pencil line on a maneuvering diagram. The dense blackness of a rain squall at midnight did not scare him; not while the radar scope picked out the task force for him in a neat pattern of green dots."|"The Caine Mutiny"|"Herman Wouk"
23:52|eight-to-midnight|"The evening before the fleet was due to arrive at Kwajalein, Willie had the eight-to-midnight watch. He observed an increased tension among the sailors on the bridge. Silence, even in the captain’s absence, hung heavily in the wheelhouse. The perpetual discussion of sex in the black radar shack, among ghostly faces lit by the dim green glow of the scopes, had not ceased; but it was sluggish, and dwelt mainly on venereal disease. The signal gang crouched on the flagbags over cups of rancid coffee, muttering."|"The Caine Mutiny"|"Herman Wouk"
"ap 10:30"|Ten-thirty|"“Officer of the deck!” It was the voice of Queeg, resonating in the speaking tube from the charthouse. Surprised, Willie glanced at the dim phosphorescent clockface. Ten-thirty, time for the captain to be in his cabin. He stooped to the conical brass mouthpiece of the tube."|"The Caine Mutiny"|"Herman Wouk"
