"ap 02:00"|2|"101101011010TWO = 1 x 211 +0 x 210 +1 x 29 +1 x 28 +0 x 27 +1 x 26 +0 x 25 +1 x 24 +1 x 23 +0 x 22 +1 x 21 +0 x 20If we just add up the parts in decimal, we get 2048 + 512 + 256 + 64 + 16 + 8 + 2, which is 2,906TEN."|Code|"Charles Petzold"
00:00|0000h|"This is certainly not the easiest piece of calculating equipment ever invented. To use it, you first must close the switch labeled Clear. This clears the contents of the latch and sets the output of the 16-bit counter to 0000h. Then you close the Takeover switch on the RAM control panel. You can then enter a set of 8-bit numbers that you want to add beginning at RAM address 0000h. If you have 100 numbers, you'll store these numbers at addresses 0000h through 0063h. (You should also set all the unused entries in the RAM array to 00h.) You can then open the Takeover switch of the RAM control panel (so that the control panel no longer has control over the RAM array) and open the Clear switch. Then just sit back and watch the flashing lightbulbs."|Code|"Charles Petzold"
00:00|0000h|"Here's how it works: When the Clear switch is first opened, the address of the RAM array is 0000h. The 8-bit value stored in the RAM array at that address is an input to the adder. The other input to the adder is 00h because the latch is also cleared."|Code|"Charles Petzold"
00:01|0001h|"The oscillator provides a clock signal—a signal that alternates between 0 and 1 very quickly. After the Clear switch is opened, whenever the clock changes from a 0 to a 1, two things happen simultaneously: The latch stores the sum from the adder, and the 16-bit counter increments, thus addressing the next value in the RAM array. The first time the clock changes from 0 to 1 after the Clear switch is opened, the latch stores the first value and the counter increments to 0001h. The second time, the latch stores the sum of the first and second values, and the counter increments to 0002h. And so on."|Code|"Charles Petzold"
00:02|0002h|"The oscillator provides a clock signal—a signal that alternates between 0 and 1 very quickly. After the Clear switch is opened, whenever the clock changes from a 0 to a 1, two things happen simultaneously: The latch stores the sum from the adder, and the 16-bit counter increments, thus addressing the next value in the RAM array. The first time the clock changes from 0 to 1 after the Clear switch is opened, the latch stores the first value and the counter increments to 0001h. The second time, the latch stores the sum of the first and second values, and the counter increments to 0002h. And so on."|Code|"Charles Petzold"
00:00|0000h|"One problem with this circuit is that we have no way of stopping it! At some point, the lightbulbs will stop flashing because all the rest of the numbers in the RAM array will be 00h. At that time, you can read the binary sum. But when the counter eventually reaches FFFFh, it will roll over (just like a car odometer) to 0000h and this automated adder will begin adding the numbers again to the sum that was already calculated."|Code|"Charles Petzold"
00:00|0000h|"For example, suppose we want to add three numbers together and then add two numbers together and then add another three numbers together. We might imagine typing these numbers into the RAM array beginning at address 0000h so that the contents of the memory look like this:"|Code|"Charles Petzold"
00:00|0000h|"In gory detail, what we want the automated adder to do in this particular example is this:
Load the value at address 0000h into the accumulator.
Add the value at address 0001h to the accumulator."|Code|"Charles Petzold"
00:01|0001h|"In gory detail, what we want the automated adder to do in this particular example is this:
Load the value at address 0000h into the accumulator.
Add the value at address 0001h to the accumulator."|Code|"Charles Petzold"
00:00|0000h|"Load the value at address 0000h into the accumulator.
Add the value at address 0001h to the accumulator.
Add the value at address 0002h to the accumulator."|Code|"Charles Petzold"
00:01|0001h|"Load the value at address 0000h into the accumulator.
Add the value at address 0001h to the accumulator.
Add the value at address 0002h to the accumulator."|Code|"Charles Petzold"
00:02|0002h|"Load the value at address 0000h into the accumulator.
Add the value at address 0001h to the accumulator.
Add the value at address 0002h to the accumulator."|Code|"Charles Petzold"
00:01|0001h|"Add the value at address 0001h to the accumulator.
Add the value at address 0002h to the accumulator.
Store the contents of the accumulator at address 0003h."|Code|"Charles Petzold"
00:02|0002h|"Add the value at address 0001h to the accumulator.
Add the value at address 0002h to the accumulator.
Store the contents of the accumulator at address 0003h."|Code|"Charles Petzold"
00:03|0003h|"Add the value at address 0001h to the accumulator.
Add the value at address 0002h to the accumulator.
Store the contents of the accumulator at address 0003h."|Code|"Charles Petzold"
00:02|0002h|"Add the value at address 0002h to the accumulator.
Store the contents of the accumulator at address 0003h.
Load the value at address 0004h into the accumulator."|Code|"Charles Petzold"
00:03|0003h|"Add the value at address 0002h to the accumulator.
Store the contents of the accumulator at address 0003h.
Load the value at address 0004h into the accumulator."|Code|"Charles Petzold"
00:04|0004h|"Add the value at address 0002h to the accumulator.
Store the contents of the accumulator at address 0003h.
Load the value at address 0004h into the accumulator."|Code|"Charles Petzold"
00:03|0003h|"Store the contents of the accumulator at address 0003h.
Load the value at address 0004h into the accumulator.
Add the value at address 0005h to the accumulator."|Code|"Charles Petzold"
00:04|0004h|"Store the contents of the accumulator at address 0003h.
Load the value at address 0004h into the accumulator.
Add the value at address 0005h to the accumulator."|Code|"Charles Petzold"
00:05|0005h|"Store the contents of the accumulator at address 0003h.
Load the value at address 0004h into the accumulator.
Add the value at address 0005h to the accumulator."|Code|"Charles Petzold"
00:04|0004h|"Load the value at address 0004h into the accumulator.
Add the value at address 0005h to the accumulator.
Store the contents of the accumulator at address 0006h."|Code|"Charles Petzold"
00:05|0005h|"Load the value at address 0004h into the accumulator.
Add the value at address 0005h to the accumulator.
Store the contents of the accumulator at address 0006h."|Code|"Charles Petzold"
00:06|0006h|"Load the value at address 0004h into the accumulator.
Add the value at address 0005h to the accumulator.
Store the contents of the accumulator at address 0006h."|Code|"Charles Petzold"
00:05|0005h|"Add the value at address 0005h to the accumulator.
Store the contents of the accumulator at address 0006h.
Load the value at address 0007h into the accumulator."|Code|"Charles Petzold"
00:06|0006h|"Add the value at address 0005h to the accumulator.
Store the contents of the accumulator at address 0006h.
Load the value at address 0007h into the accumulator."|Code|"Charles Petzold"
00:07|0007h|"Add the value at address 0005h to the accumulator.
Store the contents of the accumulator at address 0006h.
Load the value at address 0007h into the accumulator."|Code|"Charles Petzold"
00:06|0006h|"Store the contents of the accumulator at address 0006h.
Load the value at address 0007h into the accumulator.
Add the value at address 0008h to the accumulator."|Code|"Charles Petzold"
00:07|0007h|"Store the contents of the accumulator at address 0006h.
Load the value at address 0007h into the accumulator.
Add the value at address 0008h to the accumulator."|Code|"Charles Petzold"
00:08|0008h|"Store the contents of the accumulator at address 0006h.
Load the value at address 0007h into the accumulator.
Add the value at address 0008h to the accumulator."|Code|"Charles Petzold"
00:07|0007h|"Load the value at address 0007h into the accumulator.
Add the value at address 0008h to the accumulator.
Add the value at address 0009h to the accumulator."|Code|"Charles Petzold"
00:08|0008h|"Load the value at address 0007h into the accumulator.
Add the value at address 0008h to the accumulator.
Add the value at address 0009h to the accumulator."|Code|"Charles Petzold"
00:09|0009h|"Load the value at address 0007h into the accumulator.
Add the value at address 0008h to the accumulator.
Add the value at address 0009h to the accumulator."|Code|"Charles Petzold"
00:08|0008h|"Add the value at address 0008h to the accumulator.
Add the value at address 0009h to the accumulator.
Store the contents of the accumulator at address 000Ah."|Code|"Charles Petzold"
00:09|0009h|"Add the value at address 0008h to the accumulator.
Add the value at address 0009h to the accumulator.
Store the contents of the accumulator at address 000Ah."|Code|"Charles Petzold"
00:00|0000h|"Notice that just as in the original automated adder, each byte of memory is still being addressed sequentially beginning at 0000h. The original automated adder simply added the contents of the memory at that address to the contents of the accumulator. In some cases, we still want to do that. But we also sometimes want to Load the accumulator directly with a value in memory or to Store the contents of the accumulator in memory. And after everything is done, we want the automated adder to simply stop so that the contents of the RAM array can be examined."|Code|"Charles Petzold"
"ap 00:58"|2-to-1|"What this diagram is missing are all the little signals that control these components, known collectively as the control signals. These include the Clock and Clear inputs to the 16-bit counter, the Clock and Clear inputs to the 8-bit latch, the Write input to the Data RAM array, and the Select input to the 2-to-1 Selector. Some of these signals will obviously be based on the output of the Code RAM array. For example, the Select input to the 2-to-1 Selector must be 0 (selecting the Data RAM output) if the output of the Code RAM array indicates a Load instruction. The Write input to the Data RAM array must be 1 only when the opcode is a Store instruction. These control signals can be generated by various combinations of logic gates."|Code|"Charles Petzold"
00:02|0002h|"the result D7h will be stored at address 0002h, and the result 99h will be stored at address 0005h."|Code|"Charles Petzold"
00:05|0005h|"the result D7h will be stored at address 0002h, and the result 99h will be stored at address 0005h."|Code|"Charles Petzold"
00:00|0000h|"Of course, actually keying these numbers into memory isn't the most rewarding job around. Not only do you have to use switches to represent binary numbers, but the numbers aren't stored in consecutive addresses. For example, the number 7A892BCDh goes into addresses 0000h, 0003h, 0006h, and 0009h starting with the least-significant byte. To get the final result, you have to examine the values located at addresses 0002h, 0005h, 0008h, and 000Bh."|Code|"Charles Petzold"
00:03|0003h|"Of course, actually keying these numbers into memory isn't the most rewarding job around. Not only do you have to use switches to represent binary numbers, but the numbers aren't stored in consecutive addresses. For example, the number 7A892BCDh goes into addresses 0000h, 0003h, 0006h, and 0009h starting with the least-significant byte. To get the final result, you have to examine the values located at addresses 0002h, 0005h, 0008h, and 000Bh."|Code|"Charles Petzold"
00:06|0006h|"Of course, actually keying these numbers into memory isn't the most rewarding job around. Not only do you have to use switches to represent binary numbers, but the numbers aren't stored in consecutive addresses. For example, the number 7A892BCDh goes into addresses 0000h, 0003h, 0006h, and 0009h starting with the least-significant byte. To get the final result, you have to examine the values located at addresses 0002h, 0005h, 0008h, and 000Bh."|Code|"Charles Petzold"
00:09|0009h|"Of course, actually keying these numbers into memory isn't the most rewarding job around. Not only do you have to use switches to represent binary numbers, but the numbers aren't stored in consecutive addresses. For example, the number 7A892BCDh goes into addresses 0000h, 0003h, 0006h, and 0009h starting with the least-significant byte. To get the final result, you have to examine the values located at addresses 0002h, 0005h, 0008h, and 000Bh."|Code|"Charles Petzold"
00:02|0002h|"Of course, actually keying these numbers into memory isn't the most rewarding job around. Not only do you have to use switches to represent binary numbers, but the numbers aren't stored in consecutive addresses. For example, the number 7A892BCDh goes into addresses 0000h, 0003h, 0006h, and 0009h starting with the least-significant byte. To get the final result, you have to examine the values located at addresses 0002h, 0005h, 0008h, and 000Bh."|Code|"Charles Petzold"
00:05|0005h|"Of course, actually keying these numbers into memory isn't the most rewarding job around. Not only do you have to use switches to represent binary numbers, but the numbers aren't stored in consecutive addresses. For example, the number 7A892BCDh goes into addresses 0000h, 0003h, 0006h, and 0009h starting with the least-significant byte. To get the final result, you have to examine the values located at addresses 0002h, 0005h, 0008h, and 000Bh."|Code|"Charles Petzold"
00:08|0008h|"Of course, actually keying these numbers into memory isn't the most rewarding job around. Not only do you have to use switches to represent binary numbers, but the numbers aren't stored in consecutive addresses. For example, the number 7A892BCDh goes into addresses 0000h, 0003h, 0006h, and 0009h starting with the least-significant byte. To get the final result, you have to examine the values located at addresses 0002h, 0005h, 0008h, and 000Bh."|Code|"Charles Petzold"
00:00|0000h|"The problem is that we've built an automated adder that addresses the Code memory and the Data memory simultaneously and sequentially beginning at address 0000h. Each instruction in the Code memory corresponds to a location in the Data memory at the same address. Once a Store instruction causes something to be stored in the Data memory, that value can't later be loaded back into the accumulator."|Code|"Charles Petzold"
00:00|0000h|"Each of the instruction codes (except Halt) is followed by 2 bytes that indicate a 16-bit address in the Data RAM array. These three addresses happen to be 0000h, 0001h, and 0002h, but they could be anything."|Code|"Charles Petzold"
00:01|0001h|"Each of the instruction codes (except Halt) is followed by 2 bytes that indicate a 16-bit address in the Data RAM array. These three addresses happen to be 0000h, 0001h, and 0002h, but they could be anything."|Code|"Charles Petzold"
00:02|0002h|"Each of the instruction codes (except Halt) is followed by 2 bytes that indicate a 16-bit address in the Data RAM array. These three addresses happen to be 0000h, 0001h, and 0002h, but they could be anything."|Code|"Charles Petzold"
00:00|0000h|"Earlier I showed how to add a pair of 16-bit numbers—specifically 76ABh and 232 Ch—using the Add and Add with Carry instructions. But we had to store the 2 low-order bytes of these numbers at memory locations 0000h and 0001h, and the 2 high-order bytes at 0003h and 0004h. The result of the addition was stored at 0002h and 0005h."|Code|"Charles Petzold"
00:01|0001h|"Earlier I showed how to add a pair of 16-bit numbers—specifically 76ABh and 232 Ch—using the Add and Add with Carry instructions. But we had to store the 2 low-order bytes of these numbers at memory locations 0000h and 0001h, and the 2 high-order bytes at 0003h and 0004h. The result of the addition was stored at 0002h and 0005h."|Code|"Charles Petzold"
00:03|0003h|"Earlier I showed how to add a pair of 16-bit numbers—specifically 76ABh and 232 Ch—using the Add and Add with Carry instructions. But we had to store the 2 low-order bytes of these numbers at memory locations 0000h and 0001h, and the 2 high-order bytes at 0003h and 0004h. The result of the addition was stored at 0002h and 0005h."|Code|"Charles Petzold"
00:04|0004h|"Earlier I showed how to add a pair of 16-bit numbers—specifically 76ABh and 232 Ch—using the Add and Add with Carry instructions. But we had to store the 2 low-order bytes of these numbers at memory locations 0000h and 0001h, and the 2 high-order bytes at 0003h and 0004h. The result of the addition was stored at 0002h and 0005h."|Code|"Charles Petzold"
00:02|0002h|"Earlier I showed how to add a pair of 16-bit numbers—specifically 76ABh and 232 Ch—using the Add and Add with Carry instructions. But we had to store the 2 low-order bytes of these numbers at memory locations 0000h and 0001h, and the 2 high-order bytes at 0003h and 0004h. The result of the addition was stored at 0002h and 0005h."|Code|"Charles Petzold"
00:05|0005h|"Earlier I showed how to add a pair of 16-bit numbers—specifically 76ABh and 232 Ch—using the Add and Add with Carry instructions. But we had to store the 2 low-order bytes of these numbers at memory locations 0000h and 0001h, and the 2 high-order bytes at 0003h and 0004h. The result of the addition was stored at 0002h and 0005h."|Code|"Charles Petzold"
00:00|0000h|"If you were actually building such a machine out of relays, the bulk of the circuit would obviously be the two 64-KB RAM arrays. Indeed, much earlier you might have skimped on these components and decided that initially you would need only 1 KB of memory. If you made sure you stored everything in addresses 0000h through 03FFh, using less memory than 64 KB would work out just fine."|Code|"Charles Petzold"
00:00|0000h|"As usual, the instructions begin at 0000h because that's where the counter starts accessing the RAM array after it has been reset. The final Halt instruction is stored at address 000Ch. We could have stored the three numbers and the results anywhere in the RAM array (except in the first 13 bytes, of course, because those memory locations are occupied by instructions), but we chose to store the data starting at address 0010h."|Code|"Charles Petzold"
00:10|0010h|"As usual, the instructions begin at 0000h because that's where the counter starts accessing the RAM array after it has been reset. The final Halt instruction is stored at address 000Ch. We could have stored the three numbers and the results anywhere in the RAM array (except in the first 13 bytes, of course, because those memory locations are occupied by instructions), but we chose to store the data starting at address 0010h."|Code|"Charles Petzold"
00:10|0010h|"Now suppose you discover that you need to add two more numbers to that result. Well, you can replace all the instructions you just entered with some new instructions, but maybe you don't want to do that. Maybe you'd prefer to just continue with the new instructions starting at the end of these instructions, first replacing the Halt instruction with a new Load instruction at address 000Ch. But you also need two new Add instructions, a Store instruction, and a new Halt instruction. Your only problem is that you have some data stored at address 0010h. You have to move that data someplace at a higher memory address. And you then have to change the instructions that refer to those memory instructions."|Code|"Charles Petzold"
00:20|0020h|"Hmmm, you think. Maybe combining Code and Data into a single RAM array wasn't such a hot idea after all. But I assure you, a problem such as this would have come up sooner or later. So let's solve it. In this case, maybe what you'd like to do is enter the new instructions beginning at address 0020h and the new data at address 0030h:"|Code|"Charles Petzold"
00:30|0030h|"Hmmm, you think. Maybe combining Code and Data into a single RAM array wasn't such a hot idea after all. But I assure you, a problem such as this would have come up sooner or later. So let's solve it. In this case, maybe what you'd like to do is enter the new instructions beginning at address 0020h and the new data at address 0030h:"|Code|"Charles Petzold"
00:13|0013h|"Notice that the first Load instruction refers to the memory location 0013h, which is where the result of the first calculation was stored."|Code|"Charles Petzold"
00:00|0000h|"So now we have some instructions starting at address 0000h, some data starting at 0010h, some more instructions at 0020h, and some more data at 0030h. We want to let the automated adding machine start at 0000h and execute all the instructions."|Code|"Charles Petzold"
00:10|0010h|"So now we have some instructions starting at address 0000h, some data starting at 0010h, some more instructions at 0020h, and some more data at 0030h. We want to let the automated adding machine start at 0000h and execute all the instructions."|Code|"Charles Petzold"
00:20|0020h|"So now we have some instructions starting at address 0000h, some data starting at 0010h, some more instructions at 0020h, and some more data at 0030h. We want to let the automated adding machine start at 0000h and execute all the instructions."|Code|"Charles Petzold"
00:30|0030h|"So now we have some instructions starting at address 0000h, some data starting at 0010h, some more instructions at 0020h, and some more data at 0030h. We want to let the automated adding machine start at 0000h and execute all the instructions."|Code|"Charles Petzold"
00:12|0012h|"We know we must remove that Halt instruction at address 000Ch, and by remove I really mean replace it with something else. But is that sufficient? The problem is that whatever we replace the Halt instruction with is going to be interpreted as an instruction byte. And so will the bytes stored every 3 bytes after that—at 000Fh, and 0012h, and 0015h, and 0018h, and 001Bh, and 001Eh. What if one of these bytes just happens to be an 11h? That's a Store instruction. And what if the 2 bytes following that Store instruction happened to refer to address 0023h? That would cause the machine to write the contents of the accumulator to that address. But that address contains something important already! And even if nothing like this happened, the next instruction byte that the adder retrieves from memory after the one at 001Eh will be at address 0021h, not 0020h, which is where our next real instruction happens to be."|Code|"Charles Petzold"
00:15|0015h|"We know we must remove that Halt instruction at address 000Ch, and by remove I really mean replace it with something else. But is that sufficient? The problem is that whatever we replace the Halt instruction with is going to be interpreted as an instruction byte. And so will the bytes stored every 3 bytes after that—at 000Fh, and 0012h, and 0015h, and 0018h, and 001Bh, and 001Eh. What if one of these bytes just happens to be an 11h? That's a Store instruction. And what if the 2 bytes following that Store instruction happened to refer to address 0023h? That would cause the machine to write the contents of the accumulator to that address. But that address contains something important already! And even if nothing like this happened, the next instruction byte that the adder retrieves from memory after the one at 001Eh will be at address 0021h, not 0020h, which is where our next real instruction happens to be."|Code|"Charles Petzold"
00:18|0018h|"We know we must remove that Halt instruction at address 000Ch, and by remove I really mean replace it with something else. But is that sufficient? The problem is that whatever we replace the Halt instruction with is going to be interpreted as an instruction byte. And so will the bytes stored every 3 bytes after that—at 000Fh, and 0012h, and 0015h, and 0018h, and 001Bh, and 001Eh. What if one of these bytes just happens to be an 11h? That's a Store instruction. And what if the 2 bytes following that Store instruction happened to refer to address 0023h? That would cause the machine to write the contents of the accumulator to that address. But that address contains something important already! And even if nothing like this happened, the next instruction byte that the adder retrieves from memory after the one at 001Eh will be at address 0021h, not 0020h, which is where our next real instruction happens to be."|Code|"Charles Petzold"
00:23|0023h|"We know we must remove that Halt instruction at address 000Ch, and by remove I really mean replace it with something else. But is that sufficient? The problem is that whatever we replace the Halt instruction with is going to be interpreted as an instruction byte. And so will the bytes stored every 3 bytes after that—at 000Fh, and 0012h, and 0015h, and 0018h, and 001Bh, and 001Eh. What if one of these bytes just happens to be an 11h? That's a Store instruction. And what if the 2 bytes following that Store instruction happened to refer to address 0023h? That would cause the machine to write the contents of the accumulator to that address. But that address contains something important already! And even if nothing like this happened, the next instruction byte that the adder retrieves from memory after the one at 001Eh will be at address 0021h, not 0020h, which is where our next real instruction happens to be."|Code|"Charles Petzold"
00:21|0021h|"We know we must remove that Halt instruction at address 000Ch, and by remove I really mean replace it with something else. But is that sufficient? The problem is that whatever we replace the Halt instruction with is going to be interpreted as an instruction byte. And so will the bytes stored every 3 bytes after that—at 000Fh, and 0012h, and 0015h, and 0018h, and 001Bh, and 001Eh. What if one of these bytes just happens to be an 11h? That's a Store instruction. And what if the 2 bytes following that Store instruction happened to refer to address 0023h? That would cause the machine to write the contents of the accumulator to that address. But that address contains something important already! And even if nothing like this happened, the next instruction byte that the adder retrieves from memory after the one at 001Eh will be at address 0021h, not 0020h, which is where our next real instruction happens to be."|Code|"Charles Petzold"
00:20|0020h|"We know we must remove that Halt instruction at address 000Ch, and by remove I really mean replace it with something else. But is that sufficient? The problem is that whatever we replace the Halt instruction with is going to be interpreted as an instruction byte. And so will the bytes stored every 3 bytes after that—at 000Fh, and 0012h, and 0015h, and 0018h, and 001Bh, and 001Eh. What if one of these bytes just happens to be an 11h? That's a Store instruction. And what if the 2 bytes following that Store instruction happened to refer to address 0023h? That would cause the machine to write the contents of the accumulator to that address. But that address contains something important already! And even if nothing like this happened, the next instruction byte that the adder retrieves from memory after the one at 001Eh will be at address 0021h, not 0020h, which is where our next real instruction happens to be."|Code|"Charles Petzold"
00:00|0000h|"So in the preceding example, the automated adder begins at 0000h, as usual, and does a Load instruction, an Add, a Subtract, and a Store. It then does the Jump instruction and continues at address 0020h with a Load, two Add instructions, a Store, and finally Halt."|Code|"Charles Petzold"
00:20|0020h|"So in the preceding example, the automated adder begins at 0000h, as usual, and does a Load instruction, an Add, a Subtract, and a Store. It then does the Jump instruction and continues at address 0020h with a Load, two Add instructions, a Store, and finally Halt."|Code|"Charles Petzold"
10:04|1004h|"Everyone knows that multiplying A7h and 1Ch (which is 28 in decimal) is the same as 28 additions of A7h. So the 16-bit location at addresses 1004h and 1005h will actually be an accumulated summation. Here's the code for adding A7h to that location once:"|Code|"Charles Petzold"
10:05|1005h|"Everyone knows that multiplying A7h and 1Ch (which is 28 in decimal) is the same as 28 additions of A7h. So the 16-bit location at addresses 1004h and 1005h will actually be an accumulated summation. Here's the code for adding A7h to that location once:"|Code|"Charles Petzold"
10:04|1004h|"At the completion of these six instructions, the 16-bit value at memory locations 1004h and 1005h will equal A7h times 1. Therefore, these six instructions have to be repeated 27 more times in order for that 16-bit value to equal A7h times 1Ch. You can achieve this by typing in these six instructions 27 more times beginning at address 0012h. Or you can put a Halt instruction at 0012h and press the Reset button 28 times to get the final answer."|Code|"Charles Petzold"
10:05|1005h|"At the completion of these six instructions, the 16-bit value at memory locations 1004h and 1005h will equal A7h times 1. Therefore, these six instructions have to be repeated 27 more times in order for that 16-bit value to equal A7h times 1Ch. You can achieve this by typing in these six instructions 27 more times beginning at address 0012h. Or you can put a Halt instruction at 0012h and press the Reset button 28 times to get the final answer."|Code|"Charles Petzold"
