"ap ~ 09:00"|"About nine o'clock"|"'I don't know – not for certain, that is. It was about an hour ago.' He made an effort to collect his wits, and added: 'About nine o'clock. I was clearing the table in the dining room, so it couldn't have been much later.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:30"|"half-past nine"|"'Well, sir, we'll say that some time between 9.00 and 10.00 you went up to your room.'
'At half-past nine,' said Neville.
'At – A moment ago, sir, you said you had no idea what time it was!'"|"A Blunt Instrument"|"Georgette Heyer"
"> 22:00"|"just after 10 p.m."|"'I don't see as there's any objection, sir. The fact is, a man was seen sneaking out by the side gate just after 10 p.m., and unless I'm mistaken he's the chap we're after.'"|"A Blunt Instrument"|"Georgette Heyer"
"~ 00:30"|"about 12.30 that night"|"'Precious little. The butler saw young Neville walking off down the drive at about 12.30 that night, which makes it look as though what he told me was true. Otherwise, I wasted my time. Old-fashioned sort of servants: been employed there several years, seem to be fond of both master and mistress, and aren't talking. Come to think of it, it's a pity there aren't more like them – though not from our point of view. Did you get the impression Mrs North was working in cahoots with her husband, or what?'"|"A Blunt Instrument"|"Georgette Heyer"
22:00|"10.00 p.m."|"'I have roared by reason of the disquietness of my heart,' apologised Glass, with a groan. 'But I will make my report.' He produced a notebook, and with a bewilderingly sudden change from zeal to officialdom, read in a toneless voice: 'On the night of 17 June, having cleared the box at the corner of Glynne Road at 10.00 p.m. precisely, the postman, by name Horace  Smart,  of  14  Astley  Villas,  Marley,  mounted  his bicycle, and pro ceeded in an easterly direction, passing the gates of Greystones. Smart states he saw a woman walking down the drive.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap ~ 10:00"|"about  ten o'clock"|"'Forget him! I wish I could! Thanks to you, he's been to the pictures, and what he's got to say about it would make your hair stand on end. However, he found the postman, and Mrs North was  seen  about  ten o'clock  – though  not recognised – and she was not carrying any thing. So at any rate  she  was  speaking  the  truth  about  the  time  she  left Greystones. You heard about Carpenter?'"|"A Blunt Instrument"|"Georgette Heyer"
"> 21:30"|"after 9.30 p.m."|"'Yes, I've been talking to Fenton about that. From what he could  pick  up from  this Light-Fingered  Alec  of  his, it looks  as  though we  ought to  find  Carpenter  at  home  any time after 9.30 p.m. We'll drop round to see him, Skipper.'"|"A Blunt Instrument"|"Georgette Heyer"
22:00|"10.00 p.m."|"'Oh! Give him half-an-hour's law, just to be sure of catching him. I'll meet you at the corner of Glassmere Road and Barnsley Street at 10.00 p.m. Meanwhile, you'll like to hear that the hall porter at Chumley Mansions recognised Fletcher's photograph as soon as I showed it to him. He was ""Smith"" all right.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap < 10:00"|"a little before ten o'clock"|"He arrived a little before ten o'clock at the appointed rendezvous  that  evening,  and  found  Barnsley  Street to  be a drab road  connecting  the  main thoroughfare of Glassmere Road with the prim respectability of Letchley Gardens. Glassmere Road, which the Sergeant knew well, was  a  busy  street,  and  at  the  corner  of  Barosley  Street, close  to  an  omnibus  stopping-place,  was  a  coffee-stall. The Sergeant bought himself a cup of coffee, and entered into idle chat with the proprietor. He was soon joined by Hannasyde, who came walking along the Glassmere Road from  an  Underground  Railway  Station  a  few  hundred yards distant."|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:30"|9.30|"He walked down the passage to the kitchen at the back of the house, where he found the landlady fortifying herself with  gin.  She  whisked  the  bottle  out  of  sight  when  he appeared,  and  broke  at once  into a torrent  of  words. She knew  nothing;  and  her  poor  husband,  whom  the  shock would kill, was upstairs in bed with the influenza, and she had been with him for the past hour. All she could take her oath to was that Carpenter was alive at 9.30, because he had shouted up the stairs to her, wanting to know if a parcel of shoes hadn't come for him from the cobbler, as though she  wouldn't have put it in his room if it had, as she told him, pretty straight."|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:30"|9.30|"'Yes,  I  got  something,'  the  Sergeant  answered.  ' The coffee-merchant  only  arrived  at  his  pitch  at  9.30,  since when, Chief, the only person he's seen come down the road, setting aside  you,  me  and the  Constable  on his  beat,  was a medium-sized man in evening dress, who walked quickly down the other side of the street, making for the taxi-rank in Glassmere Road. And what do you make of that?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:58"|9.58|"'Look here, Hemingway, if Carpenter was shown off the  premises at  9.58  by  Fletcher, how can  he  have seen the murder?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap > 10:00"|"just after 10"|"'All right,' said the Sergeant, in long-suffering accents.  'We'll  take  it  he  was  there  all  the  time.  Came  in  while Budd was with the late Ernest. Instead of hopping out of his hiding-place the instant Budd left, he waited a moment to be sure the coast was clear. Then Mrs North came into the garden, and he continued to lie low. When she left the late Ernest, North had just arrived. She hid, just as she told us, recognised her husband, and bunked – No, she didn't, though! The postman saw her leaving by the front entrance just after 10.00! Wait a bit! Yes, I've got it. North killed the late Ernest somewhere between 9.45 and 10.00, and left by way of the garden-gate, watched by Mrs North, and our friend Charlie.  Not knowing  of  Charlie's presence, Mrs North slipped into the study, just to see what kind of fun and games had been going on, found the late Ernest, got into  a  panic, and bunked  through  the house.  Carpenter, meanwhile, made his exit by way of the garden-gate – time 10.02 – was seen by Ichabod, and bolted in the same direc tion  that  North  had  taken.  He  came  in  sight  of  North, followed him –'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"'Right! North leaves at 10.02. He's the man Ichabod saw. Mrs North, not knowing what's been happening, creeps up to the study window to see. That's reasonable, isn't it?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"'Yes, possibly, but bearing in mind the fact that the other man left the garden at 10.02, and made off as fast as he could walk towards the Arden Road, and was seen by Glass to turn the corner into it, how did Carpenter manage (a) to guess in which direction he'd gone, and (b) to catch up with him?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 08:30"|"half-past eight"|"Superintendent Hannasyde reached Marley at half-past eight on  the  following  morning,  but  he  was  not  the  first visitor to the Chestnuts. At twenty minutes to nine, as Miss Drew  sat down to a  solitary breakfast, a  slender figure in disreputable grey flannel trousers, a leather-patched tweed coat, and a flowing tie, was ushered into the room by the slightly affronted butler."|"A Blunt Instrument"|"Georgette Heyer"
"ap 08:40"|"twenty minutes to nine"|"Superintendent Hannasyde reached Marley at half-past eight on  the  following  morning,  but  he  was  not  the  first visitor to the Chestnuts. At twenty minutes to nine, as Miss Drew  sat down to a  solitary breakfast, a  slender figure in disreputable grey flannel trousers, a leather-patched tweed coat, and a flowing tie, was ushered into the room by the slightly affronted butler."|"A Blunt Instrument"|"Georgette Heyer"
21:00|"9.00 p.m."|"'I'm not bluffing, Miss Drew. I have proof that between the hours of 9.00 p.m. and 11.45 p.m. Mr North was not at his flat.'"|"A Blunt Instrument"|"Georgette Heyer"
23:45|"11.45 p.m."|"'I'm not bluffing, Miss Drew. I have proof that between the hours of 9.00 p.m. and 11.45 p.m. Mr North was not at his flat.'"|"A Blunt Instrument"|"Georgette Heyer"
22:00|"10.00 p.m."|"' That  is  what  I  propose  to  find  out,'  said  Hannasyde. 'You yourself have given me two separate accounts of your move ments on the night of the 17th. The first was before your husband arrived here on the morning after the murder; the second, which was apparently designed to convince me, first,  that  the mysterious man  seen  by  you was  shown  off the premises by Fletcher himself; and, second, that Fletcher was alive at 10.00 p.m., you told me after the arrival of your husband.  You  will  admit that  this  gives  me food for  very serious thought. Added to this, I have discovered that Mr North left his flat at 9.00 p.m. on the evening of the 17th, and only returned to it at 11.45.'"|"A Blunt Instrument"|"Georgette Heyer"
21:00|"9.00 p.m."|"' That  is  what  I  propose  to  find  out,'  said  Hannasyde. 'You yourself have given me two separate accounts of your move ments on the night of the 17th. The first was before your husband arrived here on the morning after the murder; the second, which was apparently designed to convince me, first,  that  the mysterious man  seen  by  you was  shown  off the premises by Fletcher himself; and, second, that Fletcher was alive at 10.00 p.m., you told me after the arrival of your husband.  You  will  admit that  this  gives  me food for  very serious thought. Added to this, I have discovered that Mr North left his flat at 9.00 p.m. on the evening of the 17th, and only returned to it at 11.45.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 11:45"|11.45|"' That  is  what  I  propose  to  find  out,'  said  Hannasyde. 'You yourself have given me two separate accounts of your move ments on the night of the 17th. The first was before your husband arrived here on the morning after the murder; the second, which was apparently designed to convince me, first,  that  the mysterious man  seen  by  you was  shown  off the premises by Fletcher himself; and, second, that Fletcher was alive at 10.00 p.m., you told me after the arrival of your husband.  You  will  admit that  this  gives  me food for  very serious thought. Added to this, I have discovered that Mr North left his flat at 9.00 p.m. on the evening of the 17th, and only returned to it at 11.45.'"|"A Blunt Instrument"|"Georgette Heyer"
21:00|"9.00 p.m."|"'Yes, Mr North. But I, too, should like some facts. At my previous interview with you, you informed me that you spent the evening of the 17th at your flat. I have discovered this to have been untrue. Where were you between the hours of 9.00 p.m. and 11.45 p.m.?'"|"A Blunt Instrument"|"Georgette Heyer"
23:45|"11.45 p.m."|"'Yes, Mr North. But I, too, should like some facts. At my previous interview with you, you informed me that you spent the evening of the 17th at your flat. I have discovered this to have been untrue. Where were you between the hours of 9.00 p.m. and 11.45 p.m.?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:00"|9|"Hannasyde nodded, as though he had been expecting this response. 'And yesterday evening, Mr North? Where were you between the hours of 9.15 and 10.00?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:00"|10.00|"Hannasyde nodded, as though he had been expecting this response. 'And yesterday evening, Mr North? Where were you between the hours of 9.15 and 10.00?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:58"|9.58|"Hannasyde took  a minute  to  reply to  North. When  he at last spoke it was in his most expressionless voice. 'I think perhaps it  would be  as well if  you  were put in possession of  the facts, Mr North. Your  wife  has  stated that  at  9.58, on the night of the murder, Ernest Fletcher escorted this unknown visitor to the garden-gate. While he was doing this Mrs North re-entered the study, with the object of obtaining possession of certain IOUs of hers which were in Fletcher's possession. According to her story, Fletcher returned to find her  there. A quarrel  took place,  which  terminated  in  Mrs North's striking Fletcher with the paper-weight which, she informs  me, stood upon the desk.  She  then escaped from the study by the door that leads into the hall, leaving her finger-prints on one of the panels. The time was then one minute past ten. At five minutes past ten Constable Glass here discovered the body of Ernest Fletcher.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:01"|"one minute past ten"|"Hannasyde took  a minute  to  reply to  North. When  he at last spoke it was in his most expressionless voice. 'I think perhaps it  would be  as well if  you  were put in possession of  the facts, Mr North. Your  wife  has  stated that  at  9.58, on the night of the murder, Ernest Fletcher escorted this unknown visitor to the garden-gate. While he was doing this Mrs North re-entered the study, with the object of obtaining possession of certain IOUs of hers which were in Fletcher's possession. According to her story, Fletcher returned to find her  there. A quarrel  took place,  which  terminated  in  Mrs North's striking Fletcher with the paper-weight which, she informs  me, stood upon the desk.  She  then escaped from the study by the door that leads into the hall, leaving her finger-prints on one of the panels. The time was then one minute past ten. At five minutes past ten Constable Glass here discovered the body of Ernest Fletcher.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:05"|"five minutes past ten"|"Hannasyde took  a minute  to  reply to  North. When  he at last spoke it was in his most expressionless voice. 'I think perhaps it  would be  as well if  you  were put in possession of  the facts, Mr North. Your  wife  has  stated that  at  9.58, on the night of the murder, Ernest Fletcher escorted this unknown visitor to the garden-gate. While he was doing this Mrs North re-entered the study, with the object of obtaining possession of certain IOUs of hers which were in Fletcher's possession. According to her story, Fletcher returned to find her  there. A quarrel  took place,  which  terminated  in  Mrs North's striking Fletcher with the paper-weight which, she informs  me, stood upon the desk.  She  then escaped from the study by the door that leads into the hall, leaving her finger-prints on one of the panels. The time was then one minute past ten. At five minutes past ten Constable Glass here discovered the body of Ernest Fletcher.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"From the window, Sally spoke swiftly. 'Leaving out some thing,  aren't  you?  What  about the  man  whom  Glass  saw leaving the garden at 10.02?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:01"|10.01|"'I think we need not consider Mrs North's first story. If her second story, that she left the study at 10.01, just before Fletcher  returned  to it,  was correct,  the  man seen  by the Constable cannot have had time to commit the murder. If, on the other hand, it is true that she herself killed Fletcher –'"|"A Blunt Instrument"|"Georgette Heyer"
"< 00:00"|"Just before midnight"|"'When did you leave your tutor?'
'Just before midnight. Anything else you'd like to know?'
'Nothing else, thank you. I shall ask you presently to give me the name and address of your tutor, so that I can just check up on your story.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap > 10:00"|"just after ten o'clock"|"'No,  I  only  believe  that  your  husband  was  in  Oxford yesterday evening, Mrs North. But I think you had better not swear to anything more. You have already done your best to obstruct the course of justice, which is quite a serious offence, you know. As for you, Mr North, I'm afraid your account of the murder of Fletcher doesn't fit the facts. If I am to believe that you killed him, I must also believe the story your wife told me at the police station on the day I first interviewed you both. Your wife did leave Greystones by way of the front drive just after ten o'clock, for she was seen. That means that you murdered Fletcher, cleaned the poker with such scrupu lous care as to defy even the microscope, and reached the side gate all within the space of one minute. I sympathise with the  motive that prompted you to concoct your fairy story, but I must request you to stop trying to hinder me.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 08:30"|"half-past eight"|"'Oh, but I don't know! After dinner. I expect it was some where between half-past eight and nine.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:00"|nine|"'Oh, but I don't know! After dinner. I expect it was some where between half-past eight and nine.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"'Forgive the interruption,' said Sally to Hannasyde, 'but if you are trying, as I gather you are, to convict Mr Fletcher of having murdered his uncle, do you mind telling me how you account for the man Malachi saw leaving Greystones at 10.02?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:00"|9|"'His  name  was  Charles  Carpenter.  He  was  present  at Greystones on the night of the murder, and was murdered yesterday evening between the hours of 9.30 and 10.00.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:00"|10.00|"'His  name  was  Charles  Carpenter.  He  was  present  at Greystones on the night of the murder, and was murdered yesterday evening between the hours of 9.30 and 10.00.'"|"A Blunt Instrument"|"Georgette Heyer"
22:00|"10.00 p.m."|"'And the man you saw enter the study? You're quite sure that Fletcher saw him off the premises before 10.00 p.m.?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:01"|10.01|"'Just a moment,' said Neville, who had been jotting some notes down on the back of an envelope. 'Do you think I could have done this?  10.01, my  uncle alive and kicking; 10.02, man seen making off down Maple Grove; 10.05, my uncle discovered dead. Who was the mysterious second man? Did  he do  it?  Was  I  he?  And  if so, why?  Actions strange and apparently senseless. I shall resist arrest.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"'Just a moment,' said Neville, who had been jotting some notes down on the back of an envelope. 'Do you think I could have done this?  10.01, my  uncle alive and kicking; 10.02, man seen making off down Maple Grove; 10.05, my uncle discovered dead. Who was the mysterious second man? Did  he do  it?  Was  I  he?  And  if so, why?  Actions strange and apparently senseless. I shall resist arrest.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:05"|10.05|"'Just a moment,' said Neville, who had been jotting some notes down on the back of an envelope. 'Do you think I could have done this?  10.01, my  uncle alive and kicking; 10.02, man seen making off down Maple Grove; 10.05, my uncle discovered dead. Who was the mysterious second man? Did  he do  it?  Was  I  he?  And  if so, why?  Actions strange and apparently senseless. I shall resist arrest.'"|"A Blunt Instrument"|"Georgette Heyer"
22:00|"10.00 p.m."|"'Peeping  at  you  over  the  banisters,  darling,'  explained Neville.  'When you think that Helen was in  the study at 10.00 p.m., and my dear friend Malachi at 10.05, I had a lot of luck, hadn't I? What do you think, Super intendent?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:05"|10.05|"'Peeping  at  you  over  the  banisters,  darling,'  explained Neville.  'When you think that Helen was in  the study at 10.00 p.m., and my dear friend Malachi at 10.05, I had a lot of luck, hadn't I? What do you think, Super intendent?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"'Less time than that,' corrected Hannasyde. ' The murder must have been committed after 10.01 and before 10.02.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"The Sergeant scratched his chin. 'It's my belief Carpenter didn't see it done. If he left at 10.02, he couldn't have. Stands to reason.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:58"|9.58|"' That's  what  I  haven't  worked  out  yet,'  admitted  the Sergeant. 'But it seems to me as though he knew some thing which would have told him who must have commit ted the murder. Wonder if Angela Angel had any other boy-friends?' He  paused,  his  intelligent eyes  more  bird-like than ever. 'Suppose he was shown out at 9.58? And suppose, when he was walking off, he caught sight of a chap he knew, sneaking in at that side gate? Think that might put ideas into his head? Seems to me he'd add two and two together and make 'em four when he read about the late Ernie's being found with his head bashed in.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"'Yes,  quite  reasonable  except  for  one  detail  you've forgotten. You're assuming that the man Glass saw at 10.02 was  not Carpenter,  but  the  murderer,  and we're  agreed that whenever that man may have entered the garden he cannot have murdered Fletcher until after 10.01. And that won't do.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap > 10:01"|"after 10.01"|"'Yes,  quite  reasonable  except  for  one  detail  you've forgotten. You're assuming that the man Glass saw at 10.02 was  not Carpenter,  but  the  murderer,  and we're  agreed that whenever that man may have entered the garden he cannot have murdered Fletcher until after 10.01. And that won't do.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap > 10:00"|"just after 10"|"'I'm not being absurd,  Chief. If  you  could  chuck  Mrs North's evidence overboard, all well and good. But, setting aside the fact that she's got no reason to tell lies now she knows that precious husband of hers isn't implicated in the crime,  we  have  the  post man's  word  for it that a  woman dressed like her came out of Greystones at just after 10.00 p.m.  on  the  17th.  So  that fixes her. If  it  weren't  for  his having  compared  his  watch  with  the  clock  in  the  late Ernest's  study,  I'd  say  old  Ichabod  was  mistaken  in  the time he saw a chap coming out of the side gate. But he's a conscientious, painstaking officer, is Ichabod, and he's not the sort to state positively that it was 10.02 if it wasn't. I  mean to say, you ought to hear him on the subject of false witnesses. Ticked me off properly, when I tried to shake his evidence a bit. But if you can make his evidence fit Mrs North's, all I can say is you're cleverer than I am. It wasn't so bad when the only fixed times we had were 10.02, when Ichabod saw the unknown, and 10.05 when he discovered the body of the late Ernest. But the moment we began to collect more fixed times the whole case got so cock-eyed there was no doing anything with it. We're now faced with four highly incompatible times, unless you assume young Neville  murdered  his  uncle,  and  Carpenter  saw  it,  and bolted for his life. We've got 9.58, or thereabouts, when Ernest saw Mrs North's man off; 10.01, when Mrs North left; 10.02 when Ichabod's man left by the side gate; and 10.05  when  Ernest  was  found  dead.  Well,  it  just  doesn't add up, and that's all there is to it. Unless you think Neville did it, and Mrs North's covering him up?'"|"A Blunt Instrument"|"Georgette Heyer"
12:00|"00 p.m."|"'I'm not being absurd,  Chief. If  you  could  chuck  Mrs North's evidence overboard, all well and good. But, setting aside the fact that she's got no reason to tell lies now she knows that precious husband of hers isn't implicated in the crime,  we  have  the  post man's  word  for it that a  woman dressed like her came out of Greystones at just after 10.00 p.m.  on  the  17th.  So  that fixes her. If  it  weren't  for  his having  compared  his  watch  with  the  clock  in  the  late Ernest's  study,  I'd  say  old  Ichabod  was  mistaken  in  the time he saw a chap coming out of the side gate. But he's a conscientious, painstaking officer, is Ichabod, and he's not the sort to state positively that it was 10.02 if it wasn't. I  mean to say, you ought to hear him on the subject of false witnesses. Ticked me off properly, when I tried to shake his evidence a bit. But if you can make his evidence fit Mrs North's, all I can say is you're cleverer than I am. It wasn't so bad when the only fixed times we had were 10.02, when Ichabod saw the unknown, and 10.05 when he discovered the body of the late Ernest. But the moment we began to collect more fixed times the whole case got so cock-eyed there was no doing anything with it. We're now faced with four highly incompatible times, unless you assume young Neville  murdered  his  uncle,  and  Carpenter  saw  it,  and bolted for his life. We've got 9.58, or thereabouts, when Ernest saw Mrs North's man off; 10.01, when Mrs North left; 10.02 when Ichabod's man left by the side gate; and 10.05  when  Ernest  was  found  dead.  Well,  it  just  doesn't add up, and that's all there is to it. Unless you think Neville did it, and Mrs North's covering him up?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"'I'm not being absurd,  Chief. If  you  could  chuck  Mrs North's evidence overboard, all well and good. But, setting aside the fact that she's got no reason to tell lies now she knows that precious husband of hers isn't implicated in the crime,  we  have  the  post man's  word  for it that a  woman dressed like her came out of Greystones at just after 10.00 p.m.  on  the  17th.  So  that fixes her. If  it  weren't  for  his having  compared  his  watch  with  the  clock  in  the  late Ernest's  study,  I'd  say  old  Ichabod  was  mistaken  in  the time he saw a chap coming out of the side gate. But he's a conscientious, painstaking officer, is Ichabod, and he's not the sort to state positively that it was 10.02 if it wasn't. I  mean to say, you ought to hear him on the subject of false witnesses. Ticked me off properly, when I tried to shake his evidence a bit. But if you can make his evidence fit Mrs North's, all I can say is you're cleverer than I am. It wasn't so bad when the only fixed times we had were 10.02, when Ichabod saw the unknown, and 10.05 when he discovered the body of the late Ernest. But the moment we began to collect more fixed times the whole case got so cock-eyed there was no doing anything with it. We're now faced with four highly incompatible times, unless you assume young Neville  murdered  his  uncle,  and  Carpenter  saw  it,  and bolted for his life. We've got 9.58, or thereabouts, when Ernest saw Mrs North's man off; 10.01, when Mrs North left; 10.02 when Ichabod's man left by the side gate; and 10.05  when  Ernest  was  found  dead.  Well,  it  just  doesn't add up, and that's all there is to it. Unless you think Neville did it, and Mrs North's covering him up?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:05"|10.05|"'I'm not being absurd,  Chief. If  you  could  chuck  Mrs North's evidence overboard, all well and good. But, setting aside the fact that she's got no reason to tell lies now she knows that precious husband of hers isn't implicated in the crime,  we  have  the  post man's  word  for it that a  woman dressed like her came out of Greystones at just after 10.00 p.m.  on  the  17th.  So  that fixes her. If  it  weren't  for  his having  compared  his  watch  with  the  clock  in  the  late Ernest's  study,  I'd  say  old  Ichabod  was  mistaken  in  the time he saw a chap coming out of the side gate. But he's a conscientious, painstaking officer, is Ichabod, and he's not the sort to state positively that it was 10.02 if it wasn't. I  mean to say, you ought to hear him on the subject of false witnesses. Ticked me off properly, when I tried to shake his evidence a bit. But if you can make his evidence fit Mrs North's, all I can say is you're cleverer than I am. It wasn't so bad when the only fixed times we had were 10.02, when Ichabod saw the unknown, and 10.05 when he discovered the body of the late Ernest. But the moment we began to collect more fixed times the whole case got so cock-eyed there was no doing anything with it. We're now faced with four highly incompatible times, unless you assume young Neville  murdered  his  uncle,  and  Carpenter  saw  it,  and bolted for his life. We've got 9.58, or thereabouts, when Ernest saw Mrs North's man off; 10.01, when Mrs North left; 10.02 when Ichabod's man left by the side gate; and 10.05  when  Ernest  was  found  dead.  Well,  it  just  doesn't add up, and that's all there is to it. Unless you think Neville did it, and Mrs North's covering him up?'"|"A Blunt Instrument"|"Georgette Heyer"
