23:59|23:59|"Ford, Edmund Brisco. 1977. “Theodosius Grigorievich Dobzhansky, 25 January 1900–18 December 1975.” Biographical Memoirs of Fellows of the Royal Society 23:59–89."|"She Has Her Mother's Laugh"|"Carl Zimmer"
15:52|15:52|"Giese, Lucretia Hoover. 2001. “A Rare Crossing: Frida Kahlo and Luther Burbank.” American Art 15:52–73."|"She Has Her Mother's Laugh"|"Carl Zimmer"
"ap 08:56"|8:56|"———. 1911a. “The Elimination of Feeble-Mindedness.” American Academy of Political and Social Science 37:261–72.
———. 1911b. “A Revision of the Binet Scale.” Training School 8:56–62.
———. 1911c. “Two Thousand Normal Children Tested by the Binet Scale.” Training School 7: 310–12."|"She Has Her Mother's Laugh"|"Carl Zimmer"
"ap 08:50"|8:50|"Hill, Helen F., and Henry H. Goddard. 1911. “Delinquent Girls Tested by the Binet Scale.” Training School 8:50–55."|"She Has Her Mother's Laugh"|"Carl Zimmer"
05:00|Lauds|"Hunter, Marjorie. 1961. “President Lauds Two Poster Girls.” New York Times, November 14."|"She Has Her Mother's Laugh"|"Carl Zimmer"
"ap 04:42"|4:42|"Koonin, Eugene V., and Yuri I. Wolf. 2009. “Is Evolution Darwinian or/and Lamarckian?” Biology Direct 4:42."|"She Has Her Mother's Laugh"|"Carl Zimmer"
"ap 07:35"|7:35|"Kumar, Akash, Allison Ryan, Jacob O. Kitzman, Nina Wemmer, Matthew W. Snyder, Styrmir Sigurjonsson, Choli Lee, and others. 2015. “Whole Genome Prediction for Preimplantation Genetic Diagnosis.” Genome Medicine 7:35."|"She Has Her Mother's Laugh"|"Carl Zimmer"
"ap 07:49"|7:49|"Lavery, Stuart, Dima Abdo, Mara Kotrotsou, Geoff Trew, Michalis Konstantinidis, and Dagan Wells. 2013. “Successful Live Birth Following Preimplantation Genetic Diagnosis for Phenylketonuria in Day 3 Embryos by Specific Mutation Analysis and Elective Single Embryo Transfer.” JIMD Reports 7:49–54."|"She Has Her Mother's Laugh"|"Carl Zimmer"
"ap 01:12"|1:12|"Lucotte, Gérard. 2011. “Haplotype of the Y Chromosome of Napoléon the First.” Journal of Molecular Biology Research 1:12–19."|"She Has Her Mother's Laugh"|"Carl Zimmer"
"ap 05:40"|5:40|"Mahmood, Uzma, and Keelin O’Donoghue. 2014. “Microchimeric Fetal Cells Play a Role in Maternal Wound Healing After Pregnancy.” Chimerism 5:40–52."|"She Has Her Mother's Laugh"|"Carl Zimmer"
16:23|16:23|"———. 2010. “Microchimerism in the Mother(land): Blurring the Borders of Body and Nation.” Body & Society 16:23–50."|"She Has Her Mother's Laugh"|"Carl Zimmer"
"ap 07:17"|7:17|"Meijer, Gerrit A. 2005. “Chromosomes and Cancer, Boveri Revisited.” Analytical Cellular Pathology 27:273–75.
“Mendelism Up to Date.” 1916. Journal of Heredity 7:17–23.
Mercado, Luis, and David F. Musto. 1961. “The William Osler Medal Essay.” Bulletin of the History of Medicine 35:346."|"She Has Her Mother's Laugh"|"Carl Zimmer"
"ap 07:17"|7:17|"Mesoudi, Alex. 2016. “Cultural Evolution: Integrating Psychology, Evolution and Culture.” Current Opinion in Psychology 7:17–22."|"She Has Her Mother's Laugh"|"Carl Zimmer"
03:07|"3:07 A.M."|"Mitchell, Kevin. 2016. Twitter post. September 7, 3:07 A.M. https://twitter.com/WiringTheBrain/status/773417464336187392 (accessed August 6, 2017)."|"She Has Her Mother's Laugh"|"Carl Zimmer"
22:16|22:16|"Owen, Ray D. 1959. “Facts for a Friendly Frankenstein.” Engineering and Science 22:16–20."|"She Has Her Mother's Laugh"|"Carl Zimmer"
13:22|13:22|"Pendergrast, W. J., B. K. Milmore, and S. C. Marcus. 1961. “Thyroid Cancer and Thyrotoxicosis in the United States: Their Relation to Endemic Goiter.” Journal of Chronic Diseases 13:22–38."|"She Has Her Mother's Laugh"|"Carl Zimmer"
21:43|21:43|"Richards, W. A. 1980. “The Import of Firearms into West Africa in the Eighteenth Century.” Journal of African History 21:43–59."|"She Has Her Mother's Laugh"|"Carl Zimmer"
"ap 01:51"|1:51|"Shull, George Harrison. 1909. “A Pure-Line Method in Corn Breeding.” Journal of Heredity 1:51–58."|"She Has Her Mother's Laugh"|"Carl Zimmer"
16:56|16:56|"Sudik, R., S. Jakubiczka, F. Nawroth, E. Gilberg, and P. F. Wieacker. 2001. “Chimerism in a Fertile Woman with 46,XY Karyotype and Female Phenotype: Case Report.” Human Reproduction 16:56–58."|"She Has Her Mother's Laugh"|"Carl Zimmer"
"ap 03:39"|3:39|"de Vries, Hugo. 1904. “The Aim of Experimental Evolution.” Carnegie Institution of Washington Yearbook 3:39–49."|"She Has Her Mother's Laugh"|"Carl Zimmer"
17:00|16:60|"Whitelaw, Emma. 2015. “Disputing Lamarckian Epigenetic Inheritance in Mammals.” Genome Biology 16:60."|"She Has Her Mother's Laugh"|"Carl Zimmer"
"ap 08:15"|8:15|"Whiten, Andrew, Christine A. Caldwell, and Alex Mesoudi. 2016. “Cultural Diffusion in Humans and Other Animals.” Current Opinion in Psychology 8:15–21."|"She Has Her Mother's Laugh"|"Carl Zimmer"
