"ap 05:00"|five|"The Surprise, in her present state, carried no Marines and a much smaller crew than a regular man-of-war of her rate - no landsmen, no boys, and very little in the way of gold lace and glory: but she did possess a drum, and at five bells in the forenoon watch, the ship being under a great spread of sail with the gentle, steady breeze one point free, the sky perfectly clear and Mount Pitt in Norfolk Island sharp on the horizon at twelve or thirteen leagues, West, the officer of the watch, said to Oakes, the mate of the watch, 'Beat to divisions.' Oakes turned to Pratt, a musically gifted seaman, and said, 'Beat to divisions,' whereupon Pratt brought his poised drumsticks down with a fine determination and the generale boomed and roared throughout the ship."|"Clarissa Oakes"|"Patrick O'Brian"
12:00|midday|"Dr Maturin, properly uniformed, was propelled up the companion-ladder to the quarterdeck as the noon observation was in progress. He was somewhat astonished first by the flood of midday light after the shaded cabin and then by the colours all about him, high, low and on every hand, a variety of reds and yellows and blues, square, oblong, triangular, swallow-tailed, chequered, strangely brilliant after the eternal blue or grey, for the ship was now dressed over all, a splendid sight under a most luminous and perfect sky. There was just enough breeze to waft out all the flags and streamers that clothed the masts, yards and rigging - a startling multitude of them, blazing away there in the sun: the whole ship too was very fine, her hammock-cloths stretched to a gleaming white unwrinkled smoothness, everything exactly as a sailor could wish it, decks, guns, falls, a quarterdeck alive with gold lace, the gangways and forecastle filled with hands in high Sunday rig, duck trousers, bright blue brass-buttoned jackets, embroidered shirts, ribboned hats."|"Clarissa Oakes"|"Patrick O'Brian"
"ap 00:00"|twelve|"'Make it twelve, Mr West,' said Jack, noon being reported to him, and his words were still floating in the air when eight bells struck."|"Clarissa Oakes"|"Patrick O'Brian"
12:00|noon|"'Make it twelve, Mr West,' said Jack, noon being reported to him, and his words were still floating in the air when eight bells struck."|"Clarissa Oakes"|"Patrick O'Brian"
12:00|midday|"A last wild long-drawn cheer, and before the white clouds of smoke had rolled a cable's length to leeward the usual midday hullaballoo rose to a splendid pitch."|"Clarissa Oakes"|"Patrick O'Brian"
"ap 09:00"|nine|"'So we tore down the Channel, and off the Lizard we sent the convoys away with eight line-of-battle ships and half a dozen frigates to look after them: six of those ships of the line were to cruise in the Bay for a very important French convoy from America. That left Lord Howe with twenty-six of the line and seven frigates. We lay off Ushant - I was a youngster in his flagship, the Queen Charlotte, at the time - while a frigate looked into Brest. She saw the Frenchmen, twenty-five of the line, lying in the roads. So we cruised awhile in thick weather, looked in again, and they were gone. Some recaptured prizes told us where they were heading, and since the six ships cruising in the Bay were strong enough to deal with the French convoy, Lord Howe pursued the French fleet with a great press of sail. But it was light, variable airs nearly all the time and thick weather, and we did not catch sight of them until the morning of May 28th, twenty-six of the line now, directly to windward. Well, they bore down to about nine miles from us and formed their line ahead, directly to windward; but they had the weather gage, and seeing they did not seem very anxious to use it and attack, all we could do was to work to windward and harass them as much as possible. The Admiral sent four of the most weatherly ships forward and there was something of an action; there was another the next day, when we did manage to get to windward of them, though in no very good order and too late in the afternoon to force any decisive battle - we had quite a sea running, and the Charlotte, with her lower-deck ports little more than four foot from the surface, shipped so much water she had to pump all night. And her mizen-yard was so wounded that for a while she could not tack. The day after that the weather grew thicker and thicker - the French disappeared - and although the Admiral threw out the signal for our van ships to keep close order there were times when you could not see your second ahead or astern. But however it cleared a little by nine the next morning - this was the thirty-first, ma'am - and we saw how scattered we were. It was a very horrid sight, and we were very much afraid we had lost the Frenchmen. They came in sight about noon: some fresh ships had joined them, and as some of the ships had not behaved very sensibly in the last engagement, Black Dick - we called the Admiral Black Dick, ma'am, but though it sounds disrespectful, it was not so in fact, was it, sir?"""|"Clarissa Oakes"|"Patrick O'Brian"
"~ 12:00"|"about noon"|"'So we tore down the Channel, and off the Lizard we sent the convoys away with eight line-of-battle ships and half a dozen frigates to look after them: six of those ships of the line were to cruise in the Bay for a very important French convoy from America. That left Lord Howe with twenty-six of the line and seven frigates. We lay off Ushant - I was a youngster in his flagship, the Queen Charlotte, at the time - while a frigate looked into Brest. She saw the Frenchmen, twenty-five of the line, lying in the roads. So we cruised awhile in thick weather, looked in again, and they were gone. Some recaptured prizes told us where they were heading, and since the six ships cruising in the Bay were strong enough to deal with the French convoy, Lord Howe pursued the French fleet with a great press of sail. But it was light, variable airs nearly all the time and thick weather, and we did not catch sight of them until the morning of May 28th, twenty-six of the line now, directly to windward. Well, they bore down to about nine miles from us and formed their line ahead, directly to windward; but they had the weather gage, and seeing they did not seem very anxious to use it and attack, all we could do was to work to windward and harass them as much as possible. The Admiral sent four of the most weatherly ships forward and there was something of an action; there was another the next day, when we did manage to get to windward of them, though in no very good order and too late in the afternoon to force any decisive battle - we had quite a sea running, and the Charlotte, with her lower-deck ports little more than four foot from the surface, shipped so much water she had to pump all night. And her mizen-yard was so wounded that for a while she could not tack. The day after that the weather grew thicker and thicker - the French disappeared - and although the Admiral threw out the signal for our van ships to keep close order there were times when you could not see your second ahead or astern. But however it cleared a little by nine the next morning - this was the thirty-first, ma'am - and we saw how scattered we were. It was a very horrid sight, and we were very much afraid we had lost the Frenchmen. They came in sight about noon: some fresh ships had joined them, and as some of the ships had not behaved very sensibly in the last engagement, Black Dick - we called the Admiral Black Dick, ma'am, but though it sounds disrespectful, it was not so in fact, was it, sir?"""|"Clarissa Oakes"|"Patrick O'Brian"
"ap 07:00"|seven|"'No. Well, Black Dick decided against an action that might last until darkness, and he hauled to the wind, steering the course he judged the French would follow. He was quite right. At dawn there they were on our starboard bow, about two leagues to leeward, in line of battle on the larboard tack. Moderate sea; breeze steady in the south by west. We bore down and then hauled to the wind again at seven, four miles from them. The Admiral signalled that he should attack the enemy's centre - that he should pass through the enemy's line and engage to leeward. Then we had breakfast. Lord, how I enjoyed my burgoo! When that was ate, we filled and bore down under single-reefed topsails in line abreast: they were in a close head and stern formation.'"|"Clarissa Oakes"|"Patrick O'Brian"
"ap 09:30"|"half past nine"|"After a decent reluctance, and encouragement by most of the table, West said 'I am afraid I have been far too long-winded; but now rather than try to describe the whole battle, I shall only say that when their line was perfectly clear, the Admiral rearranged our heavy ships to match theirs, and so we bore down, each to steer for her opposite number, break their line and engage her independently from to leeward. Well, some did, and some did not; but everyone knows we took six of them, sunk one, crippled many more, and lost none of our own, though it was nip and tuck at times, they fighting with such spirit. So having said that, may I just speak of a few things I saw? For I was on the quarterdeck, acting as our first lieutenant's runner, and some of the time I stood quite close to the Admiral's chair - you must understand, ma'am, that Lord Howe was a very ancient gentleman, seventy, if I do not mistake, and he sat there in a wooden elbow-chair. Now our opposite number was of course the French admiral's flagship, the Montagne of a hundred and twenty guns, and her next astern was the Jacobin, of eighty. They started firing at half past nine, but as the wind was blowing from us to them, their smoke rolled away to leeward; so we could see them perfectly well, and the Admiral, setting topgallants and fore-course, aimed for the gap between them, meaning to pass through, luff up on the Montagne's starboard side and fight her yardarm to yardarm; but when we were within pistol-shot, the Jacobin, disliking the idea of being raked by our starboard guns as we broke through the line ahead of her, began to move up into the Montagne's lee. ""Starboard,"" calls the Admiral, in spite of the Jacobin's being in the road. ""My lord, you will be foul of the French ship if you don't take care,"" says Mr Bowen, the master - the master, ma'am, handles the ship in battle. ""What's that to you, sir?"" cries the Admiral. ""Starboard."" ""Damned if I care, if you don't,"" says old Bowen but not very loud. ""I'll take you near enough to singe your black whiskers."" He clapped the helm hard astarboard and the ship just scraped through, the Montagne's ensign brushing the Charlotte's shrouds and the Charlotte's bowsprit grazing the Jacobin's as she flinched away; and then lying on the Montagne's quarter we raked her again and again, at the same time battering the Jacobin with our starboard broadside. We mauled them terribly - blood gushing from the scuppers - but presently we lost our foretopmast - chaos forward - and they were able to make sail from us into the great bank of smoke to leeward. The rest of their line was breaking too, and the Admiral threw out the signal for a general chase. After that everything grew more confused of course, but I remember very well that late in the afternoon I received my only wound. The first lieutenant had just jumped down into the waist, and the Admiral said to me ""Go and tell Mr Cochet to make the forecastle guns stop firing at that ship: she is the Invincible."" I went down, and we ran forward. ""Stop firing at Invincible,"" says Mr Cochet. ""But she's not Invincible. She's a French ship that has been firing at us all along,"" said Mr Codrington, and Mr Hale agrees. ""I know that,"" says Mr Cochet. ""Let's have a shot."" The gun was run in, sponged, loaded, run out: he pointed it just so, waited for the roll, waited again, and fired. The shot went home. And as the smoke cleared,' said West, with a sideways glance at Jack, 'there was the Admiral. ""God damn you all,"" he cries, hitting Mr Hale - he thought Hale had fired the shot - with the flat of his sword. ""God damn you all,"" fetching me a swipe on the top of my head. Then the ship, hauling her wind, showed her French colours, and Cochet, to save the Admiral's face, said ""She is painted just like the Invincible"" but ..."""|"Clarissa Oakes"|"Patrick O'Brian"
12:00|noon|"'That is a most obliging offer,' said Jack, 'but in this case speed is everything. A few degrees north we should find the trades blowing hard and steady, and the Surprise is happiest on a bowline. In those latitudes she has logged well over two hundred miles between noon and noon day after day, and I fear the Daisy could not keep up, even if she were in a fit state to sail.'"|"Clarissa Oakes"|"Patrick O'Brian"
"ap 07:00"|seven|"'The disease seemed somewhat suspended; but the symptoms returned with violence in the evening. His medicine was repeated at seven, and at eight five grains of opium were exhibited without musk or turpeth. At nine another ounce of mercurial ointment was rubbed upon the shoulders, and half an ounce of laudanum with six ounces of mutton broth was injected into the intestines, but to no purpose. A larger dose of opium was then given, but with as little effect as the former; and he died the same night.'"|"Clarissa Oakes"|"Patrick O'Brian"
"ap 08:05"|"eight five"|"'The disease seemed somewhat suspended; but the symptoms returned with violence in the evening. His medicine was repeated at seven, and at eight five grains of opium were exhibited without musk or turpeth. At nine another ounce of mercurial ointment was rubbed upon the shoulders, and half an ounce of laudanum with six ounces of mutton broth was injected into the intestines, but to no purpose. A larger dose of opium was then given, but with as little effect as the former; and he died the same night.'"|"Clarissa Oakes"|"Patrick O'Brian"
"ap 09:00"|nine|"'The disease seemed somewhat suspended; but the symptoms returned with violence in the evening. His medicine was repeated at seven, and at eight five grains of opium were exhibited without musk or turpeth. At nine another ounce of mercurial ointment was rubbed upon the shoulders, and half an ounce of laudanum with six ounces of mutton broth was injected into the intestines, but to no purpose. A larger dose of opium was then given, but with as little effect as the former; and he died the same night.'"|"Clarissa Oakes"|"Patrick O'Brian"
12:00|noon|"'It is always the same,' said Stephen. 'Dublin's streets might be made of plate-armour, every time I walk about them after having been afloat for a while. Furthermore, in a great city I feel obliged to wear leather shoes or even God help me boots; and with their unaccustomed weight after the packthread slippers I ordinarily wear aboard and the unforgiving nature of the pavement I am quite knocked up by noon; I grow fractious and ..."" At some ten yards distance on the top of an infant sandalwood-tree he saw a beetle, a large beetle, one of the lucani, begin the process of opening its wing-covers and unfolding its wings. In a moment it would be in the air. Stephen was not very deeply moved by beetles, least of all by the lucani, but his friend Sir Joseph Blaine was devoted to them - he was prouder of being president of the Entomological Society than of being the head of naval intelligence - and Stephen was much attached to him. He put down his fowling-piece and ran with twinkling feet for the sandalwood-tree. He was almost within reach when the animal took off in its stately flight, its long body almost vertical. But the breeze was blowing down the slope from the forest to the sea: the beetle could not gain height. It sailed on, making for the trees, at between six and eight feet from the ground, and by running with all his might Stephen could just keep up; but he could not have run another fifty yards when the inexpert creature blundered into an outstretched branch and fell to the ground."|"Clarissa Oakes"|"Patrick O'Brian"
12:00|noon|"'I believe it has to be dressed,' said Stephen. 'But when properly cooked, I am told, it will serve either as a vegetable or as a pudding. Do you think we might imitate the foremast hands and dine at noon?'"|"Clarissa Oakes"|"Patrick O'Brian"
12:00|noon|"'That would make me even happier. There has been a wolf devouring my vitals this last half hour. Besides, I always dine at noon. Oakes is only a midshipman, you know.'"|"Clarissa Oakes"|"Patrick O'Brian"
12:00|noon|"'So much the better. It is noon now: the sun is directly overhead and even this spreading umbrella of a tree, God bless it, only just affords us shade. Let us see what Killick has allowed us.' He opened the other side of the game-bag, took out a bottle of wine and two silver tumblers, roast pork sandwiches wrapped in napkins, two pieces of cold plum-duff, and fruit. In spite of the heat they were both sharp-set; they ate fast and drank their sherry mingled with the brook. There was little conversation until the fruit, but that little was most companionable. With the last banana-skin floating down the stream, the last of the wine poured and drunk, Clarissa mastered a yawn and said 'With the pleasure and excitement I am quite absurdly sleepy. Will you forgive me if I lie in the even deeper shade?"""|"Clarissa Oakes"|"Patrick O'Brian"
12:00|midday|"After this and the midday observation he dismissed them to eat their dinner with what appetite they could summon with the help of grog, and began the most recent in a long, long series of measured miles on the windward side of his quarterdeck."|"Clarissa Oakes"|"Patrick O'Brian"
"ap 07:00"|seven|"At seven bells hammocks were piped up and the larboard watch came running on deck in the most exemplary manner, each carrying his tight, exactly-lashed cylinder, which the quartermaster stowed in the nettings, numbers uppermost, with the meticulous regularity usual before an admiral's inspection. There was no merriment among the larbowlines either: none at their first appearance in the sunlight, none half an hour later, when all hands were piped to breakfast."|"Clarissa Oakes"|"Patrick O'Brian"
"ap 01:23"|"one hour and twenty-three minutes"|"'I suppose they do. But I believe the real aim is to make them brisker, to confirm them in their seamanlike activity, and perhaps to strengthen their sense of combined, exactly synchronous effort. Sometimes it is done, not from any desire to enforce discipline and instant compliance with orders but out of a spirit of competition if not indeed of vainglory and showing away. The old Surprise, with a crew that had been together a great while, all men-of-war's men, was extraordinarily good at it; and I remember that once, in the West Indies, shifting topmasts at the same moment as the Hussar, considered a crack ship, she did so in one hour and twenty-three minutes, the hands dancing hornpipes on the forecastle before the wretched Hussars had even crossed their main topgallant yards. See, the topmast is swaying up - it rises, rises, the capstan turns - higher, higher, secured by a complex system of ropes - high enough - Tom cries ""Launch ho!"" - it is ridded and safe - they fling themselves upon the shrouds and cast off this and that - the brave topgallant-mast follows ..."""|"Clarissa Oakes"|"Patrick O'Brian"
12:00|noon|"Even when they did reach the full north-east trades there was no relaxation of his manner on deck: he was fairly cordial to Pullings, Oakes and Reade, always civil to Martin and markedly polite to Clarissa when he saw her; but he remained stern, impersonal, remote and exigent with the other officers and the foremast jacks. Nor was there much relaxation in their daily and nightly toil, for the trade-wind proved more northerly and considerably less steady than he could have wished, and this called for the nicest management of the helm, a continual attention to brace and bowline and a frequent change of jibs and staysails if the Surprise were both to keep her course and run off her two hundred sea-miles between one noon observation and the next. He spent most of his waking hours on deck with Pullings, and he liked West, Davidge and Oakes to spend much of theirs aloft, supervising the exact carrying-out of his orders or even anticipating them. They grew worn and lean; they were haunted by the dread of being found asleep on their watch; and the gunroom dinners were silent less from animosity than extreme fatigue. None of them had ever known a ship driven so hard so long."|"Clarissa Oakes"|"Patrick O'Brian"
12:00|noonday|"'Now that I come to think of it,' said Jack, gazing amiably at the eastern horizon, upon which Christmas Island should soon appear if his two chronometers, his last lunars and his noonday observation were correct. 'Now that I reflect, I do not believe you have ever seen the operation: you have always been below. We mean to have target-practice tomorrow, and if it would amuse you to watch, pray come on deck. You could see everything quite well, was you to stand amidships, by the barricade. Though perhaps you may not like the explosions. I know that elegant females' - smiling - 'do not always like it when one fires even a fowling-piece at anything like close quarters."""|"Clarissa Oakes"|"Patrick O'Brian"
