"ap 01:00"|one|"In the early 1960s, defense and foreign policy circles were awash in seminars, meetings, reports, and courses trying to establish proper counterinsurgency policy and doctrine. At one influential multiagency seminar organized by the US Army and attended by Godel’s ARPA colleagues, a military researcher described the difficulty of fighting counterinsurgencies in a very direct manner: “The problem is… that we must operate in a strange cultural environment and influence persons with different cultural values, customs, mores, beliefs, and attitudes.” He concluded with a stark statement: “The same bullet will kill with just about the same effectiveness whether used against a target in the United States, Africa, or Asia. However, the effectiveness of the counterinsurgency weapon is dependent upon the specific target.”57"|"Surveillance Valley"|"Yasha Levine"
23:43|"11:43 pm"|"84. “Meet the Fellows: Chris Soghoian,” TechCongress, March 21, 2017, http://web.archive.org/web/20170518163030/https:/www.techcongress.io/blog/2017/3/21 /meet-the-fellows-chris-soghoian; Christopher Soghoian (@csoghoian), Twitter post, August 5, 2014, 11:43 pm, http://web.archive.org/web/20150623005501/https: /twitter.com/csoghoian/status/496909507390631936."|"Surveillance Valley"|"Yasha Levine"
15:14|"3:14 pm"|"86. The Twitter feed of Tor employee Andrea Shepard was awash in insults and homophobic slurs. Here’s one as an example, where she says I gagged while performing oral sex on a male colleague: “I presume he gagged while trying to help Mark Ames uncoil his dick.” Andre (@puellavulnerata), Twitter post, September 16, 2014, 3:14 pm, http://wayback.archive.org/web/20150623005511/https://mobile.twitter.com/puellavulnerata/status/511956365078589440; Carr, “Tor Boss Launches Internal Investigation over Claims Senior Staffer Tried to Smear Pando Reporter.”"|"Surveillance Valley"|"Yasha Levine"
20:06|"8:06 pm"|"87. “I sincerely wonder how high of an activist body count Mark Ames & Yasha Levine will rack up from telling people Tor is a CIA/Koch bros trap,” tweeted someone named William Gillis. William Gillis (@rechelon), Twitter post, November 14, 2014, 8:06 pm, http://web.archive.org/web/20170518171930/https: /twitter.com/rechelon/status/533471143194152961."|"Surveillance Valley"|"Yasha Levine"
12:20|"12:20 p.m."|"1. M. P. Okultra (@okayultra), Twitter post, December 17, 2015, 12:20 p.m., http://web.archive.org/web/20170521122643/https:/twitter.com/okayultra/status /677584177638821888; Khalil Sehnaoui (@sehnaoui), Twitter post, December 18, 2015, 4:52 p.m., http://web.archive.org/web/20170521122706/https:/twitter.com/sehnaoui/status/678015081301475329."|"Surveillance Valley"|"Yasha Levine"
16:52|"4:52 p.m."|"1. M. P. Okultra (@okayultra), Twitter post, December 17, 2015, 12:20 p.m., http://web.archive.org/web/20170521122643/https:/twitter.com/okayultra/status /677584177638821888; Khalil Sehnaoui (@sehnaoui), Twitter post, December 18, 2015, 4:52 p.m., http://web.archive.org/web/20170521122706/https:/twitter.com/sehnaoui/status/678015081301475329."|"Surveillance Valley"|"Yasha Levine"
15:43|"3:43 p.m."|"2. When the privacy community found out I bought tickets and planned to attend the event, they spent days insulting and making veiled threats against me on Twitter. Much of this was driven by Tor contractor Andrea Shepard, who tweeted out that she would consider my presence at 31c3 conference—a public event attended by thousands of people, including journalists like myself—to be “stalking and aggression” against her personally, and she warned that she would retaliate in “self-defense.” At some point on Twitter, she mentioned a hammer and alluded to the fact that drugging my drink would be “liquid-phase hacking.” Shepard was not just a random developer attending the conference but an employee of a contractor backed by powerful military and intelligence interests—an organization that I had spent the past year investigating. So I took these threats seriously. I also saw them as a cynical attempt by a Pentagon contractor to escape scrutiny by framing critical investigative journalism as if it was nothing but personal harassment and stalking. Imagine if other powerful private military contractors like Blackwater or Booz Allen made similar claims against reporters? The situation worried Paul Carr, my editor at Pando, who grew concerned for my safety and reached out by email to Tor’s executive director Shari Steele. “To be clear, Yasha’s trip to 32C3 has nothing to do with Ms Shepard (except in so far that she is an employee of Tor) and is part of our continuing coverage on Tor, hacking and surveillance,” he wrote on December 19, 2015. “Yasha is entitled to go about his job safely and without threats of violence, especially from paid employees of Tor. My normal next step as Yasha’s editor would be to contact police in Berlin to put them on notice of the threat should Ms Shepard or one of her followers decide to act on it. Given the nature of the conference, that’s not an ideal way to handle this situation. I’d rather not be responsible for bringing police into a hacker conference. With that in mind, I’m hoping someone at Tor can help. I would be grateful for your prompt assurance that Tor will immediately and completely cease its threats and smears against our reporter.” My editor never received an answer from Steele. Andrea (@puellavulnerata), Twitter post, December 18, 2015, 3:43 p.m., https://surveillancevalley.com/content/citations/%40puellavulnerata-twitter-18-december.png; Andrea (@puellavulnerata), Twitter post, December 18, 2015, 4:54 p.m., https://web.archive.org/web/20170808233941/https://twitter.com/puellavulnerata /status/678015551780888580; Andrea (@puellavulnerata), Twitter post, December 19, 2015, 1:03 p.m., https://web.archive.org/web/20170808234142/https://twitter.com/puellavulnerata/status/678168846897934340."|"Surveillance Valley"|"Yasha Levine"
16:54|"4:54 p.m."|"2. When the privacy community found out I bought tickets and planned to attend the event, they spent days insulting and making veiled threats against me on Twitter. Much of this was driven by Tor contractor Andrea Shepard, who tweeted out that she would consider my presence at 31c3 conference—a public event attended by thousands of people, including journalists like myself—to be “stalking and aggression” against her personally, and she warned that she would retaliate in “self-defense.” At some point on Twitter, she mentioned a hammer and alluded to the fact that drugging my drink would be “liquid-phase hacking.” Shepard was not just a random developer attending the conference but an employee of a contractor backed by powerful military and intelligence interests—an organization that I had spent the past year investigating. So I took these threats seriously. I also saw them as a cynical attempt by a Pentagon contractor to escape scrutiny by framing critical investigative journalism as if it was nothing but personal harassment and stalking. Imagine if other powerful private military contractors like Blackwater or Booz Allen made similar claims against reporters? The situation worried Paul Carr, my editor at Pando, who grew concerned for my safety and reached out by email to Tor’s executive director Shari Steele. “To be clear, Yasha’s trip to 32C3 has nothing to do with Ms Shepard (except in so far that she is an employee of Tor) and is part of our continuing coverage on Tor, hacking and surveillance,” he wrote on December 19, 2015. “Yasha is entitled to go about his job safely and without threats of violence, especially from paid employees of Tor. My normal next step as Yasha’s editor would be to contact police in Berlin to put them on notice of the threat should Ms Shepard or one of her followers decide to act on it. Given the nature of the conference, that’s not an ideal way to handle this situation. I’d rather not be responsible for bringing police into a hacker conference. With that in mind, I’m hoping someone at Tor can help. I would be grateful for your prompt assurance that Tor will immediately and completely cease its threats and smears against our reporter.” My editor never received an answer from Steele. Andrea (@puellavulnerata), Twitter post, December 18, 2015, 3:43 p.m., https://surveillancevalley.com/content/citations/%40puellavulnerata-twitter-18-december.png; Andrea (@puellavulnerata), Twitter post, December 18, 2015, 4:54 p.m., https://web.archive.org/web/20170808233941/https://twitter.com/puellavulnerata /status/678015551780888580; Andrea (@puellavulnerata), Twitter post, December 19, 2015, 1:03 p.m., https://web.archive.org/web/20170808234142/https://twitter.com/puellavulnerata/status/678168846897934340."|"Surveillance Valley"|"Yasha Levine"
13:03|"1:03 p.m."|"2. When the privacy community found out I bought tickets and planned to attend the event, they spent days insulting and making veiled threats against me on Twitter. Much of this was driven by Tor contractor Andrea Shepard, who tweeted out that she would consider my presence at 31c3 conference—a public event attended by thousands of people, including journalists like myself—to be “stalking and aggression” against her personally, and she warned that she would retaliate in “self-defense.” At some point on Twitter, she mentioned a hammer and alluded to the fact that drugging my drink would be “liquid-phase hacking.” Shepard was not just a random developer attending the conference but an employee of a contractor backed by powerful military and intelligence interests—an organization that I had spent the past year investigating. So I took these threats seriously. I also saw them as a cynical attempt by a Pentagon contractor to escape scrutiny by framing critical investigative journalism as if it was nothing but personal harassment and stalking. Imagine if other powerful private military contractors like Blackwater or Booz Allen made similar claims against reporters? The situation worried Paul Carr, my editor at Pando, who grew concerned for my safety and reached out by email to Tor’s executive director Shari Steele. “To be clear, Yasha’s trip to 32C3 has nothing to do with Ms Shepard (except in so far that she is an employee of Tor) and is part of our continuing coverage on Tor, hacking and surveillance,” he wrote on December 19, 2015. “Yasha is entitled to go about his job safely and without threats of violence, especially from paid employees of Tor. My normal next step as Yasha’s editor would be to contact police in Berlin to put them on notice of the threat should Ms Shepard or one of her followers decide to act on it. Given the nature of the conference, that’s not an ideal way to handle this situation. I’d rather not be responsible for bringing police into a hacker conference. With that in mind, I’m hoping someone at Tor can help. I would be grateful for your prompt assurance that Tor will immediately and completely cease its threats and smears against our reporter.” My editor never received an answer from Steele. Andrea (@puellavulnerata), Twitter post, December 18, 2015, 3:43 p.m., https://surveillancevalley.com/content/citations/%40puellavulnerata-twitter-18-december.png; Andrea (@puellavulnerata), Twitter post, December 18, 2015, 4:54 p.m., https://web.archive.org/web/20170808233941/https://twitter.com/puellavulnerata /status/678015551780888580; Andrea (@puellavulnerata), Twitter post, December 19, 2015, 1:03 p.m., https://web.archive.org/web/20170808234142/https://twitter.com/puellavulnerata/status/678168846897934340."|"Surveillance Valley"|"Yasha Levine"
08:18|8:18am|"99. Jacob Appelbaum (@ioerror), Twitter posts, December 9-11, 2009, https://twitter.com/ioerror/status/6502200803, https://twitter.com/ioerror/status /6572987080; Jacob Appelbaum (@ioerror), Twitter post, 8:18am, December 9, 2009, https://twitter.com/ioerror/status/6500619633."|"Surveillance Valley"|"Yasha Levine"
02:00|"14 p.m."|"128. “Every time someone downloads Signal and makes their first encrypted call, FBI Director Jim Comey cries. True fact.” Chris Soghoian (@csoghoian), Twitter post, November 2, 2015, 3;14 p.m., https://twitter.com/csoghoian/status /661320586115858432."|"Surveillance Valley"|"Yasha Levine"
06:50|"6:50 a.m."|"129. Edward Snowden (@Snowden), Twitter post, September 21, 2016, 6:50 a.m., https://twitter.com/snowden/status/778592275144314884; Edward Snowden (@Snowden), Twitter post, November 2, 2015, 2:46 p.m., https://twitter.com/snowden/status/661313394906161152."|"Surveillance Valley"|"Yasha Levine"
14:46|"2:46 p.m."|"129. Edward Snowden (@Snowden), Twitter post, September 21, 2016, 6:50 a.m., https://twitter.com/snowden/status/778592275144314884; Edward Snowden (@Snowden), Twitter post, November 2, 2015, 2:46 p.m., https://twitter.com/snowden/status/661313394906161152."|"Surveillance Valley"|"Yasha Levine"
17:05|"5:05 p.m."|"130. Edward Snowden (@Snowden), Twitter post, October 12, 2015, 5:05 p.m., https://twitter.com/snowden/status/653723172953583617?lang=en."|"Surveillance Valley"|"Yasha Levine"
